Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
5243	42	Pill									42 Pills
5244	30	Pill									30 Pills
5245	30	ml									30 ml
5248	20	Pill									20 Pills
5250	60	dose									60 doses
5252	30	Pill									30 Pills
5253	8	Pill									8 Pills
5258	100	Pill									100 Pills
5262	10	ml			1	vial					1 Vial of 10 ml 
5263	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
5264	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
5266	30	Pill									30 Pills
5267	30	Pill									30 Pills
5268	30	Pill									30 Pills
5269	30	Pill									30 Pills
5270	7	Pill									7 Pills
5271	5	Pill									5 Pills
5274	30	Pill									30 Pills
5275	30	Pill									30 Pills
5276	10	ml			1	vial	1	non stated			1 vial and 1 non stated of 10 ml of solvent 
5277	10	ml			1	vial	1	non stated			1 vial and 1 non stated of 10 ml of solvent 
5278	30	Pill									30 Pills
5282	28	Pill									28 Pills
5283	50	Pill									50 Pills
5284	50	Pill									50 Pills
5285	20	Pill									20 Pills
5286	20	Pill									20 Pills
5289	15	Pill									15 Pills
5291	50	Pill									50 Pills
5292	15	Pill									15 Pills
5293	30	Pill									30 Pills
5295	50	ml									50 ml
5298		g			10						10 g
5302	30	Pill									30 Pills
5303	7.5	g									7.5 g
5306	30	Pill									30 Pills
5309					10	Packet / Sachet					10 Packets / Sachets
5310					10	Packet / Sachet					10 Packets / Sachets
5311		ml			50	Non stated					10 non stated, of 5 ml each
5312	40	ml			10	ampule					10 Ampules of 4 ml each
5313	250	ml			10	ampule					10 ampules of 25 ml each
5314	60	Pill									60 Pills
5315	30	Pill									30 Pills
5316	60	Pill									60 Pills
5317	30	Pill									30 Pills
5319	60	Pill									60 Pills
5325	30	Pill									30 Pills
5326	50	ml			1	vial					1 Vial of 50 ml
5327	20	ml			1	vial					1 Vial of 20 ml
5329	30	Pill									30 Pills
5330	14	Pill									14 Pills
5331	14	Pill									14 Pills
5332					15	Applicator					15 prefilled applicators
5334	1.5	ml			2 	Pre-filled pen					2 prefilled pens of 0.75 ml each with 12 needles
5335	30	Pill									30 Pills
5336	20	Pill									20 Pills
5341	30	Pill									30 Pills
5342	100	ml									100 ml
5343	1	ml									1 ml 
5344	1.6	ml									1.6 ml
5345	30	Pill									30 Pills
5346					1	Canister					1 Canister
5356	120	dose									120 doses
5357	120	dose									120 doses
5358	120	dose									120 doses
5359	120	dose									120metered doses
5360	120	dose									120metered doses
5361	120	dose									120metered doses
5363	5	ml									5 ml 
5364	30	Pill									30 Pills
5365	30	Pill									30 Pills
5366					1	vial					1 Vial
5376	30	Pill									30 Pills
5381	1	Pill									1 Pill
5382	14	Pill									14 Pills
5383	20	Pill									20 Pills
5384	75	ml									75 ml
5385	56	Pill									56 Pills
5386	56	Pill									56 Pills
5387	30	Pill									30 Pills
5390	150	ml									150 ml 
5394	0.5	ml			1	vial	1	 pre-filled syringe			1 vial and 1 pre-filled syringe of 0.5 ml
5396	28	Pill									28 Pills
5397	30	Pill									30 Pills
5399	30	Pill									30 Pills
5400	30	Pill									30 Pills
5401	30	Pill									30 Pills
5404	28	Pill									28 Pills
5405	28	Pill									28 Pills
5416	30	Pill									30 Pills
5417	30	Pill									30 Pills
5418	50	Pill									50 Pills
5419	20	Pill									20 Pills
5420	30	Pill									30 Pills
5422	30	Pill									30 Pills
5427	20	Pill									20 Pills
5429	20	Pill									20 Pills
5432	5	Pill									5 Pills
5434	100	ml			1	non stated					1 non stated of 100 ml
5436	7	Pill									7 Pills
5438	10	Pill									10 Pills
5439	100	Pill									100 Pills
5440	20	Pill									20 Pills
5449	10	Pill									10 Pills
5462	4	Pill									4 Pills
5464	30	Pill									30 Pills
5468	30	Pill									30 Pills
5475	30	Pill									30 Pills
5476	30	Pill									30 Pills
5478	60	Pill									60 Pills
5481	200	dose									200 doses
5482		Pill			10						10 Pills
5483		Pill			10						10 Pills
5484	30	Pill									30 Pills
5485	30	Pill									30 Pills
5486	30	Pill									30 Pills
5487	30	Pill									30 Pills
5489	50	ml			1	vial					1 vial of 50 ml
5490	28	Pill									28 Pills
5492	56	Pill									56 Pills
5493	56	Pill									56 Pills
5497					1	vial					1 vial
5498					1	vial					1 vial 
5499	30	g									30 g
5500	30	g									30 g
5502	20	ml			1	vial					1 Vial of 20 ml
5504		g			40						40 g
5506	30	Pill									30 Pills
5507	30	Pill									30 Pills
5513					1	vial					1 Vial
5516	30	Pill									30 Pills
5518	30	Pill									30 Pills
5519	120	ml									120 ml 
5520	100	ml									100 ml 
5521					5	non stated					5 Non Stated
5522	30	ml									30 ml
5523	60	Pill									60 Pills
5524	60	Pill									60 Pills
5537	30	Pill									30 Pills
5538	30	Pill									30 Pills
5539					1	vial	1	 pre-filled syringe			1 vial and 1 prefilled syringe
5540					1	vial	1	 pre-filled syringe			1 vial and 1 prefilled syringe
5541					1	vial	1	 pre-filled syringe			1 vial and 1 prefilled syringe
5542	4	Pill									4 Pills
5543	10	Pill									10 Pills
5545	12	Pill									12 Pills
5546	30	Pill									30 Pills
5547	30	Pill									30 Pills
5548	30	Pill									30 Pills
5549	30	Pill									30 Pills
5554	4	ml			1	vial					1 Vial of 4 ml
5555	16	ml			1	vial					1 Vial of 16 ml
5561	30	Pill									30 Pills
5562	30	Pill									30 Pills
5565	28	Pill									28 Pills
5567	50	ml			1	vial					1 Vial of 50 ml
5569	50	g									50 g
5573	50	ml			1	vial					1 Vial of 50 ml
5574	20	ml			2	vial					2 vials of 10 ml each
5576	30	Pill									30 Pills
5577	30	Pill									30 Pills
5580	200	ml									200 ml
5583	2	Pill									2 Pills
5585	28	Pill									28 Pills
5586	28	Pill									28 Pills
5587	30	Pill									30 Pills
5588	30	Pill									30 Pills
5589	30	Pill									30 Pills
5590	15	ml									15 ml
5593	15	Pill									15 Pills
5595	4	dose			1 	pre-filled pen	1	needle			1 prefilled pen of 4 doses with 8 needles
5596	50	Pill									50 Pills
5598					1	Pre-filled syringe					1 Pre-Filled Syringe
5599	1.5	ml			1	Pre-filled syringe					1 Pre-filled syringe of 1.5 ml
5610					7	Pre-filled syringe					7 Pre-Filled Syringes
5611					1 	syringe 	1	syringe			1 syringe and 1 syringe 
5612					10	ampule 	10	ampule			10 ampules and 10 ampules of solvent
5613					1	Pre-filled syringe					1 Pre-Filled Syringe
5614	30	Pill									30 Pills
5615	30	Pill									30 Pills
5616	30	Pill									30 Pills
5617	6	Pill									6 Pills
5623	10	Pill									10 Pills
5624	100	dose									100 doses
5625	15	Pill									15 Pills
5626					1	vial					1 Vial
5630	60	dose									60 doses
5633					10	vial					10 Vials
5639	28	Pill									28 Pills
5644	10	ml			5	ampule					5 Ampules of 2 ml each
5647	60	ml									60 ml
5648	10	Pill									10 Pills
5658					1	vial					1 vial
5659					1	vial					1 vial
5661					5	non stated					5 Non Stated
5662					5	non stated					5 Non Stated
5666	50	ml									50 ml
5667	60	Pill									60 Pills
5669	30	Pill									30 Pills
5670	30	Pill									30 Pills
5671	100	ml									100 ml
5672	15	Pill									15 Pills
5673	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
5679	2	ml			1	vial					1 Vial of 2 ml
5680	20	ml			1	vial					1 Vial of 20 ml
5681	100	ml			1	vial					1 Vial of 100 ml
5683	30	Pill									30 Pills
5688	7	Pill									7 Pills
5689	7	Pill									7 Pills
5690	7	Pill									7 Pills
5691	10	Pill									10 Pills
5693	30	Pill									30 Pills
5694	2000	ml			20	Bag					20 bags of 100 ml each
5695	30	Pill									30 Pills
5696	6	Pill									6 Pills
5697	8	Pill									8 Pills
5704	28	Pill									28 Pills
5707					5	vial					5 Vials
5709	3	ml			1	vial					1 vial of 3 ml
5710					30	non stated					30 Non Stated
5711					30	non stated					30 Non Stated
5712	30	Pill									30 Pills
5716					10	vial					10 Vials
5717					10	vial					10 Vials
5719	250	Pill									250 Pills
5724	10	ml			1	Bottle					1 Bottle of 10 ml, with applicator
5725	10	ml									10 ml 
5729	30 	Pill									30 Pills
5730	30	Pill									30 Pills
5733	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
5734	30	Pill									30 Pills
5735	30	Pill									30 Pills
5739	100	Pill									100 Pills
5742	28	dose			1	Pre-filled pen					1 prefilled pen of 28 doses
5754	120	Pill									120 Pills
5758	6	ml			2	Pre-filled pen					2 Prefilled pens of 3 ml each
5759	75	ml									75 ml
5761	30	Pill									30 Pills
5763	10	Pill									10 Pills
5764	30	Pill									30 Pills
5766	60	Pill									60 Pills
5768	1000	ml			10	Packet / Sachet					10 packets / sachets of 100 ml each
5769	500	ml			10	Bag					10 bags of 50 ml each
5770	56	Pill									56 Pills
5771	56	Pill									56 Pills
5774	10	Pill									10 Pills
5775	30	Pill									30 Pills
5776	4	Pill									4 Pills
5779					1	vial					1 Vial
5781	100	ml									100 ml 
5782	60	Pill									60 Pills
5783					12	Packet / Sachet					12 packets / sachets, of 250 mg each
5784	30	Pill									30 Pills
5785	30	Pill									30 Pills
5787	32	Pill									32 Pills
5788	100	ml									100 ml
5789	25	ml									25 ml
5790	50	ml									50 ml
5791	4	Pill									4 Pills
5792	28	Pill									28 Pills
5795	60	Pill									60 Pills
5797	60	Pill									60 Pills
5798					1	vial					1 Vial
5801	28	Pill									28 Pills
5802	60	Pill									60 Pills
5806	30	Pill									30 Pills
5807	30	Pill									30 Pills
5808	30	Pill									30 Pills
5810	30	Pill									30 Pills
5811	30	Pill									30 Pills
5812	30	Pill									30 Pills
5823	28	Pill									28 Pills
5825	21	Pill									21 Pills
5826	42	Pill									42 Pills
5827	56	Pill									56 Pills
5828	12	Pill									12 Pills
5831	100	ml			1	non stated					1 non stated of 100 ml
5833	100	ml									100 ml 
5837	10	ml			1	vial					1 Vial of 10 ml
5838	20	ml			1	vial					1 Vial of 20 ml
5842	15	ml			5	Pen					5 Pens of 3 ml each
5843	15	ml			5	Pen					5 Pens of 3 ml each
5844	15	ml			5	Penfill					5 Penfills of 3 ml each
5846	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
5847	30	Pill									30 Pills
5848					1	vial					1 Vial
5849					1	vial					1 Vial
5856	30	Pill									30 Pills
5859	100	ml									100 ml
5860	30	ml			3	Bottle					3 bottles of 10 ml each
5861	20	ml			2	Bottle					2 bottles of 10 ml each
5863	30	Pill									30 Pills
5866	8	ml			1	vial					1 Vial of 8 ml
5867	2	ml			1	vial					1 Vial of 2 ml
5877	14	Pill									14 Pills
5878	60	Pill									60 Pills
5879	16	Pill									12 Tablets and 4 Capsules
5880	30	Pill									30 Pills
5881	30	Pill									30 Pills
5882	30	Pill									30 Pills
5883	30	Pill									30 Pills
5886	5	ml									5 ml 
5888	15	ml			1	vial					1 Vial of 15 ml
5889	28	Pill									28 Pills
5891	30	Pill									30 Pills
5894					1	vial					1 Vial
5896	30	Pill									30 Pills
5897	30	Pill									30 Pills
5900					1	vial					1 Vial
5901					1	vial					1 Vial
5902					1	vial					1 Vial
5904					10	non stated					10 Non Stated
5905	5000	ml			50	Bag					50 bags of 100 ml each
5906					1	vial					1 Vial
5907					1	vial					1 Vial
5910	30	Pill									30 Pills
5911	15	Pill									15 Pills
5912	10	Pill									10 Pills
5913	150	ml									150 ml
5914	12	Pill									12 Pills
5915	200	dose									200 doses
5916					1	Packet / Sachet					1 Packet / Sachet
5924	120	dose									120 metered doses
5925	120	dose									120 metered doses
5927	30	Pill									30 Pills
5929	30	Pill									30 Pills
5930	30	Pill									30 Pills
5931	100	ml			1	vial					1 vial of 100 ml
5938					10	Packet / Sachet					10 Packets / Sachets
5942	30	Pill									30 Pills
5944	10	Pill									10 Pills
5948	30	Pill									30 Pills
5949	50	ml			20 	applicator					20 applicators of 2.5 ml each
5950	2	ml			1	Tube					1 tube of 2ml
5951	100	Pill									100 Pills
5954		ml			500						500 ml 
5956					1	vial					1 Vial
5957	30	Pill									30 Pills
5958	20	Pill									20 Pills
5959	30	Pill									30 Pills
5962	50	ml			10	ampule					10 ampules of 5 ml each
5963	20	ml			10	ampule					10 ampules of 2 ml each
5966					10	vial					10 Vials
5967	60	ml									60 ml
5968	30	Pill									30 Pills
5969	30	Pill									30 Pills
5970	30	Pill									30 Pills
5971	30	Pill									30 Pills
5974	28	Pill									28 Pills
5976	4	Pill									4 Pills
5979	28	Pill									28 Pills
5980	120	dose									120 doses
5981	6	Pill									6 Pills
5982	30	Pill									30 Pills
5983	100	Pill									100 Pills
5984	60	dose									60 doses
5986	80	g									80 g
5987	7	Pill									7 Pills
5988	15	Pill									15 Pills
5989	30	Pill									30 Pills
5990	2.5	ml			1	vial					1 Vial of 2.5 ml
5992	5	ml			1	vial					1 Vial of 5 ml
5996	28	Pill									28 Pills
5998	15	Pill									15 Pills
5999	200	ml									200 ml
6001	30	Pill									30 Pills
6002	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml and 1 needle
6003	30	Pill									30 Pills
6007	56	Pill									56 Pills
6008	14	Pill									14 Pills
6012	50	ml									50 ml
6013	10	Pill									10 Pills
6014		g			15						15 g
6017	28	Pill									28 Pills
6018	28	Pill									28 Pills
6024					25	non stated					25 Non Stated
6025	14	Pill									14 Pills
6026					12	Packet / Sachet					12 Packet / Sachets
6027		g			30						30 g
6028	100	ml									100 ml 
6029	30	Pill									30 Pills
6030	1	Pill									1 Pill
6031	30	Pill									30 Pills
6047	100	ml									100 ml
6048					30	ampule					30 Ampules
6054	20	Pill									20 Pills
6055	21	Pill									21 Pills
6056	21	Pill									21 Pills
6057	21	Pill									21 Pills
6058	21	Pill									21 Pills
6059	7	Pill									7 Pills
6060					5	non stated					5 Non Stated
6064	28	Pill									28 Pills
6065	28	Pill									28 Pills
6066	7	Pill									7 Pills
6072	28	Pill									28 Pills
6073	120	dose									120 doses
6077	10	Pill									10 Pills
6078	10	Pill									10 Pills
6080	200	dose									200 metered doses
6088	30	Pill									30 Pills
6089	30	Pill									30 Pills
6092	30	Pill									30 Pills
6093	30	Pill									30 Pills
6094	30	Pill									30 Pills
6095	30	Pill									30 Pills
6096		ml			180	Bottle					3 bottles of 60 ml each
6097	50	ml			20	non stated					20 non stated of 2.5 ml each
6099	100	Pill									100 Pills
6100	28	Pill									28 Pills
6101	28	Pill									28 Pills
6103	20	Pill									20 Pills
6104	20	Pill									20 Pills
6105	20	Pill									20 Pills
6109	4	ml			1	vial					1 Vial of 4 ml
6110	16	ml			1	vial					1 Vial of 16 ml
6113	16	Pill									16 Pills
6118	50	g									50 g
6119	50	g									50 g
6120	40	ml			20	non stated					20 non stated of 2 ml each
6121	4	Pill									4 Pills
6122	60	ml									60 ml
6123	30	Pill									30 Pills
6124	30	Pill									30 Pills
6125	30	Pill									30 Pills
6126	30	dose									30 doses
6127	30	dose									30 doses
6130	30	Pill									30 Pills
6131	30	Pill									30 Pills
6132	30	Pill									30 Pills
6133	30	Pill									30 Pills
6138					1	vial					1 Vial
6143	5	Pill									5 Pills
6144		ml			50						50 ml 
6149	15	Pill									15 Pills
6150	30	Pill									30 Pills
6151	15	Pill									15 Pills
6152	30	Pill									30 Pills
6157	120	dose									120 doses
6158	200	dose									200 doses
6161	10	ml			1	vial					1 Vial of 10 ml
6162	2	ml			1	vial					1 Vial of 2 ml
6163	28	Pill									28 Pills
6164	30	Pill									30 Pills
6169		Pill			12						12 Pills
6180	2	ml			1	vial					1 vial of 2 ml
6181					28	Packet / Sachet					28 Packet / Sachets
6182		Pill			6						6 Pills
6187	3	ml									3 ml 
6188	30	Pill									30 Pills
6192	100	Pill									100 Pills
6193	60	Pill									60 Pills
6197	20	ml			5	non stated					5 non stated of 4 ml each
6201					1	vial	1	syringe			1 vial and 1 syringe
6204	30	Pill									30 Pills
6206	50	ml			1	vial					1 Vial of 50 ml
6207	112	Pill									112 Pills
6211	50	ml			25 	ampule 	25	ampule			25 ampules and 25 ampules of solvent
6212	14	Pill									14 Pills
6213		ml			100	Bottle					20 bottles of 5 ml each
6215	300	ml									300 ml
6216	100	ml									100 ml
6217					20	non stated					20 Non Stated
6218	10	Pill									10 Pills
6219	30	Pill									30 Pills
6220	30	Pill									30 Pills
6222	30	Pill									30 Pills
6223	30	Pill									30 Pills
6224	30	Pill									30 Pills
6225	30	Pill									30 Pills
6231					1	vial	1	 pre-filled syringe			1Vial with 80mg degarelix (powder) + 1 prefilled Syringe with 4.2ml solvent +1plunger rod +1vial adaptor +1injection needle
6232					2	vial	2	 pre-filled syringe			2Vials with 120mg degarelix (powder) + 2 prefilled Syringes with 3ml solvent +2plunger rods +2vial adaptors +2injection needles
6233	28	Pill									28 Pills
6236	30	Pill									30 Pills
6237	30	Pill									30 Pills
6238	30	Pill									30 Pills
6239	10	ml			1	vial					1 Vial of 10 ml
6240		g			45						45 g
6241	50	Pill									50 Pills
6242	50	Pill									50 Pills
6243	30	Pill									30 Pills
6248	20	Pill									20 Pills
6249	30	Pill									30 Pills
6251	100	ml									100 ml
6252	20	Pill									20 Pills
6253	700	ml			7	Non stated					7 Enemas with 100 ml each
6254					10	vial					10 Vials
6255	30	Pill									30 Pills
6258	30	Pill									30 Pills
6260	30	Pill									30 Pills
6262	30	Pill									30 Pills
6264	28	Pill									28 Pills
6265	28	Pill									28 Pills
6267	30	Pill									30 Pills
6269	180	g			60	Packet	60	Sachet			60 packets or sachets of 3 g each
6270	60	Pill									60 Pills
6271	60	Pill									60 Pills
6272	60	Pill									60 Pills
6283					1	vial					1 Vial
6284		Pill			28						21 pills (3 mg) and 7 pills (20 mcg)
6285	10	Pill									10 Pills
6286	30	Pill									30 Pills
6288					1	vial					1 Vial
6290					10	Packet / Sachet					10 Packets / Sachets
6293	30	Pill									30 Pills
6294	28	Pill									28 Pills
6295	28	Pill									28 Pills
6299	50	ml									50 ml
6300	2 - 1	ml - ml			2	ampule					(3x2ml) (3x1ml)
6301	30	Pill									30 Pills
6302	30	Pill									30 Pills
6303	30	Pill									30 Pills
6304	2.5	ml			5	Pre-filled syringe					5 pre-filled syringes of 0.5 ml each
6305	2.5	ml			5	Pre-filled syringe					5 pre-filled syringes of 0.5 ml each
6306	28	Pill									28 Pills
6307	10	Pill									10 Pills
6308	30	Pill									30 Pills
6309	30	Pill									30 Pills
6310	20	Pill									20 Pills
6311	48	Pill									48 Pills
6312	48	Pill									48 Pills
6313	10	Pill									10 Pills
6314	10	Pill									10 Pills
6318					1	Pack					1 Pack
6319					1	Pack					1 Pack
6320	20	Pill									20 Pills
6322					1	vial					1 Vial
6323					1	vial					1 Vial
6324	50	Pill									50 Pills
6325					1	vial					1 Vial
6326					1	vial					1 Vial
6327	50	Pill									50 Pills
6335	6	ml			12	Pre-filled syringe					12 prefilled syringes of 0.5 ml each
6336		ml			30						30 ml
6337		g			10						10 g
6338	30	Pill									30 Pills
6339	30	Pill									30 Pills
6340	30	Pill									30 Pills
6342	30	Pill									30 Pills
6343	30	Pill									30 Pills
6344	30	Pill									30 Pills
6345	30	Pill									30 Pills
6347	8	Pill									8 Pills
6351	14	Pill									14 Pills
6352					30	Packet / Sachet					30 Packets / Sachets
6353	40	Pill									40 Pills
6354	30	Pill									30 Pills
6355	30	Pill									30 Pills
6356	30	Pill									30 Pills
6358	30	Pill									30 Pills
6359	60	Pill									60 Pills
6360	5	ml									5 ml 
6361					10	vial					10 Vials
6362					10	vial					10 Vials
6364	500	ml			100	ampule					100 plastic ampules of 5 ml each
6367	250	g									250 g
6368	6	ml			6	Pre-filled syringe					6 prefilled syringes of 1 ml each
6370	6	ml			6	Pre-filled syringe					6 prefilled syringes of 1 ml each
6372	6	ml			6	Pre-filled syringe					6 prefilled syringes of 1 ml each
6374	20	Pill									20 Pills
6375	30	Pill									30 Pills
6380	100	ml			25	ampule					25 Ampules of 4 ml each
6383					1	vial					1 Vial
6384					1	vial					1 Vial
6385	15	ml									15 ml 
6387	20	Pill									20 Pills
6388	10	Pill									10 Pills
6389	30	Pill									30 Pills
6390		g			30						30 g
6393	120	Pill									120 Pills
6394	10	Pill									10 Pills
6395	10	Pill									10 Pills
6396	10	Pill									10 Pills
6398	15	Pill									15 Pills
6400		g			25						25 g 
6401	50	Pill									50 Pills
6402		ml			180	Bottle					3 bottles of 60 ml each
6404					1	ampule					1 Ampule
6405	15	ml			1	vial					1 Vial of 15 ml
6406					1	vial					1 Vial
6407	30	Pill									30 Pills
6408	14	Pill									14 Pills
6409	30	Pill									30 Pills
6410	14	Pill									14 Pills
6411	8	ml			1	vial					1 Vial of 8 ml
6412	16	ml			1	vial					1 Vial of 16 ml
6413	2	ml			1	vial					1 Vial of 2 ml
6420		ml			50	Bottle					10 bottles of 5 ml each
6421		Pill			12						12 Pills
6422	50	ml									50 ml
6425	100	ml			25	ampule					25 ampules of 4 ml each
6426	25	ml			1	vial					1 Vial of 25 ml
6434	1	Pill									1 Pill
6437	30	Pill									30 Pills
6438	15	Pill									15 Pills
6439	10	Pill									10 Pills
6441	20	Pill									20 Pills
6442					1	Non stated					Non Stated
6443					20	blisters					5 rotadisks of 4 blisters each with 1 diskhaler
6445	30	Pill									30 Pills
6446	30	Pill									30 Pills
6451	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml and 2 needles
6453	15	g									15 g
6455	20	ml			1	vial					1 Vial of 20 ml
6456	10	ml			1	vial					1 Vial of 10 ml
6457	20	Pill									20 Pills
6459					2	Packet / Sachet					2 Packet / Sachets
6460	300	ml									300 ml
6461	28	Pill									28 Pills
6462	28	Pill									28 Pills
6463	2	ml			1	vial					1 Vial of 2 ml
6464	5	ml			1	vial					1 Vial of 5 ml
6465					10	vial					10 Vials
6466	30	Pill									30 Pills
6467	30	Pill									30 Pills
6468	2	ml			4	Cartridge					4  cartridges of 0.5 ml each
6469	15	ml			1	vial					1 Vial of 15 ml
6470					1	vial					1 vial
6471	30	Pill									30 Pills
6473	5	Pill									5 Pills
6474	200	dose									200 doses
6475					10	vial					10 Vials
6477	30	Pill									30 Pills
6478	30	Pill									30 Pills
6480	28	Pill									28 Pills
6481	28	Pill									28 Pills
6483	50	g									50 g
6484	32	Pill									32 Pills
6486	30	Pill									30 Pills
6487	30	Pill									30 Pills
6488	30	Pill									30 Pills
6489	30	Pill									30 Pills
6494	20	Pill									20 Pills
6497					1	vial					1 Vial
6505					10	vial					10 Vials
6512	120	ml									120 ml
6513					1	vial					1 Vial
6516	30	Pill									30 Pills
6517	56	Pill									56 Pills
6523	60	Pill									60 Pills
6526	30	Pill									30 Pills
6527	30	Pill									30 Pills
6528	30	Pill									30 Pills
6529	60	ml									60 ml
6530	60	ml									60 ml
6531	45	ml			1	vial					1 Vial of 45 ml
6532	2500	ml									2500 ml 
6533	1875	ml									1875 ml 
6534	1250	ml									1250 ml 
6535	50	ml									50 ml
6536	100	ml			5	ampule					5 ampules of 20 ml each
6538	30	Pill									30 Pills
6539	5	ml			1	vial	1	vial			1 vial with a vial of water
6542					10	vial					10 Vials
6544	28	Pill									28 Pills
6546	30	Pill									30 Pills
6549	1	Pill									1 Pill
6553	30	Pill									30 Pills
6557	30	Pill									30 Pills
6561	1	Pill									1 Pill
6562					5	vial					5 Vials
6568	10	ml			1	vial					1 Vial of 10 ml
6569	50	Pill									50 Pills
6570	50	Pill									50 Pills
6571	14	Pill									14 Pills
6572	30	Pill									30 Pills
6573	30	Pill									30 Pills
6574	30	Pill									30 Pills
6575	30	Pill									30 Pills
6576	28	Pill									28 Pills
6577	28	Pill									28 Pills
6578	28	Pill									28 Pills
6581	60	Pill									60 Pills
6583	5	ml			5	vial					5 vials of 1 ml each
6584	0.5	ml			1	vial					1 vial of 0.5 ml
6586	10	Pill									10 Pills
6587	15	ml			5	ampule					5 ampules of 3 ml each
6588	20	Pill									20 Pills
6589	20	Pill									20 Pills
6590	30	Pill									30 Pills
6591	30	Pill									30 Pills
6592	5	Pill									5 Pills
6593	20	Pill									20 Pills
6594	20	Pill									20 Pills
6595	50	Pill									50 Pills
6596	50	Pill									50 Pills
6597	30	Pill									30 Pills
6598	50	Pill									50 Pills
6599					10	non stated					10 Non Stated
6600	20	Pill									20 Pills
6602	60	ml									60 ml
6603	12	Pill									12 Pills
6604	10	Pill									10 Pills
6605	10	Pill									10 Pills
6606	30	Pill									30 Pills
6607	30	Pill									30 Pills
6608	30	Pill									30 Pills
6615	50	Pill									50 Pills
6616	30	Pill									30 Pills
6618	5	ml			1	vial					1 Vial of 5 ml
6620	20	Pill									20 Pills
6621	50	Pill									50 Pills
6622	50	Pill									50 Pills
6623	30	Pill									30 Pills
6624	0.4	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.2 ml each
6625	0.4	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.2 ml each
6626	0.8	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.4 ml each
6631	50	ml									50 ml
6632	100	ml									100 ml 
6634	1.5	ml									1.5 ml
6635	100	Pill									100 Pills
6636	1000	ml			10	Packet / Sachet					10 packets / sachets of 100 ml each
6637	1000	ml			10	Packet / Sachet					10 packets / sachets of 100 ml each
6638					9	Packet / Sachet					9 Packets / Sachets
6645					1	vial					1 Vial
6649	56	Pill									56 Pills
6650	5	ml			1	vial					1 Vial of 5 ml
6651	16.7	ml			1	vial					1 Vial of 16.7 ml
6652	50	ml			1	vial					1 Vial of 50 ml
6653	5	ml			1	vial					5 Vials of 5 ml each
6654	25	ml			1	vial					25 Vials of 2 ml each
6655	10	ml			1	vial					1 Vial of 10 ml
6656	50	ml			1	vial					1 Vial of 50 ml
6657	60	Pill									60 Pills
6658	60	Pill									60 Pills
6661	10	ml			1	vial					10 Vials of 1 ml each
6663	20	Pill									20 Pills
6664	28	Pill									28 Pills
6668	15	Pill									15 Pills
6669	15	Pill									15 Pills
6674	10	ml			20	non stated					20 unidose of 0.5 ml each
6675	30	Pill									30 Pills
6676	30	Pill									30 Pills
6677	100	ml									100 ml
6678	50	Pill									50 Pills
6679	50	Pill									50 Pills
6680	50	Pill									50 Pills
6681	30	Pill									30 Pills
6682	30	Pill									30 Pills
6687	40	g									40 g
6689	30	Pill									30 Pills
6691	150	ml									150 ml
6692	6	dose									6 Doses
6694	12	ml			30	non stated					30 unidoses of 0.4 ml each
6695	100	ml			10	vial					10 vials of 10 ml each
6696		g			40						40 g
6697		g			40						40 g
6700	30	Pill									30 Pills
6702	30	Pill									30 Pills
6703	30	Pill									30 Pills
6704	30	Pill									30 Pills
6705	30	Pill									30 Pills
6712	40	ml			4	Tube					4 Tubes of 10 ml each
6713	20	Pill									20 Pills
6714	30	Pill									30 Pills
6715	30	Pill									30 Pills
6719	10	Pill									10 Pills
6721	60	Pill									60 Pills
6722	60	Pill									60 Pills
6723	1	ml			1	vial					1 vial of 1 ml
6724	30	ml									30 ml
6726	15	ml									15 ml
6727	30	Pill									30 Pills
6728	30	Pill									30 Pills
6729	30	Pill									30 Pills
6730	50	ml									50 ml
6738	80	g									80 g 
6739	15	Pill									15 Pills
6740	40	ml			10	ampule					10 ampules of 4 ml each
6745	100	ml									100 ml
6746	10	Pill									10 Pills
6752	5	ml									5 ml
6753	10	ml									10 ml
6754	10	ml									10 ml 
6755	30	Pill									30 Pills
6756	28	Pill									28 Pills
6757	18	Pill									18 Pills
6758	28	Pill									28 Pills
6762	125	ml									125 ml 
6763	120	dose									120 doses
6764	28	Pill									28 Pills
6765	28	Pill									28 Pills
6766	28	Pill									28 Pills
6767	21	Pill									21 Pills
6768					5	ampule					5 Ampules
6769	2	ml			2	Pre-filled syringe					2 prefilled syringes of 1 ml each with 2 alcohol wipes
6772	4	Pill									4 Pills
6773	28	Pill									28 Pills
6775	28	Pill									28 Pills
6776					10	vial					10 Vials
6779	5	ml			1	vial					1 vial of 5 ml
6781					1	vial					1 Vial
