Code,DrugName
C07AB07,BISOPROLOL NORMON
C07AB07,BISOPROLOL NORMON
R03DC03,SINGULAIR PEDIATRIC
L01BA04,ALIMTA
R05X,RHINOCAP
J01DB09,JULPHACEF
L03AB08,BETAFERON
C10AA07,SINLIP
N07X,CEREBROLYSIN
N07X,CEREBROLYSIN
S01EA05,ALPHAGAN P
S01ED51,COMBIGAN 2mg/ml 5mg/ml
B05XA07,CALCIUM CHLORIDE
A12AA03,CALCIUM GLUCONATE
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE C
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE D
B05ZA,CONCENTRATE SOLUTION  FOR HEMODIALYSIS TYPE E
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE F
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE SG
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05BB02,DEXTROSE 5% IN LACTATED RINGER'S
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.9%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.9%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.9%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.45%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.45%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.2%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.3%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.3%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.3%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.2%
B05BB02,DEXTROSE 2.5% & SODIUM CHLORIDE 0.45%
B05BB02,DEXTROSE 2.5% & SODIUM CHLORIDE 0.45%
B05BB02,ELECTROLYE 67
B05BB02,HI-SODIUM INJECTION
B05BB01,LACTATED RINGER'S
B05BB01,LACTATED RINGER'S
B05BB01,LACTATED RINGER'S
B05BB02,LO-SODIUM INJECTION
B05XA05,MAGNESIUM SULFATE
B05XA05,MAGNESIUM SULFATE
B05BC01,MANNITOL
B05BC01,MANNITOL
B05BB01,RINGER'S INJECTION USP
B05BB01,RINGER'S INJECTION USP
B05BB01,RINGER'S INJECTION USP
B05BC01,MANNITOL
B05BC01,MANNITOL
B05D,PERITONEAL DIALYSIS SOLUTION WITH 4 1/4% DEXTROSE
B05D,PERITONEAL DIALYSIS SOLUTION WITH 1 1/2% DEXTROSE
B05XA01,POTASSIUM CHLORIDE
B05XA01,POTASSIUM CHLORIDE
B05XA01,POTASSIUM CHLORIDE
B05XA01,POTASSIUM CHLORIDE
B05XA01,POTASSIUM CHLORIDE
B05XA02,SODIUM BICARBONATE
B05XA02,SODIUM BICARBONATE
B05XA02,SODIUM BICARBONATE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
A03BA01,ATROPINE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
V07AB01,STERILE WATER FOR INJECTION
V07AB01,STERILE WATER FOR INJECTION
V07AB01,STERILE WATER FOR IRRIGATION
V07AB01,WATER FOR INJECTION
A03BA01,ATROPINE
V07AB01,WATER FOR INJECTION
V07AB01,WATER FOR INJECTION
N05BA12,ALPROX
M01AE53,TROVEX
M01AE03,TROVEX MR
N06AA09,TRYPTIZOL
N06AA09,TRYPTIZOL
S02AA30,TYOTOCIN
G04BD02,URISPAS
C07AB03,ATONIUM
C08DB01,ZALDEM
C08DB01,ZALDEM CR
C08DB01,ZALDEM CR
C08DB01,ZALDEM CR
C08DB01,ZALDEM SR
J01FA10,ZEVLEN
J01FA10,ZEVLEN
C07AB03,ATONIUM
J01FA10,ZEVLEN
N06AB03,NEANXETIN
C09AA05,TRILTEC
C09AA05,TRILTEC
C09AA05,TRILTEC
C09AA05,TRILTEC
C03EA01,MODURETIC
C07BB03,ATONIUM PLUS
C07BB03,ATONIUM PLUS
R01BA53,AURIMEL
A02BC01,AXIPRON
A02BC01,AXIPRON
C09AA01,CAPTACE
C09AA01,CAPTACE
C09AA01,CAPTACE
C09BA01,CAPTACE PLUS
C05CX,CERUTIN RX60
J05AB01,CYCLOVEX
J05AB01,CYCLOVEX
D06BB03,CYCLOVEX
R06AX,CYPRO-BC
A11AB,CYPRO-VITA
R05D,123 COLD AND FLU
H02AB02,DECADRON
H02AB02,DECADRON
R05X,DULSANA COUGH
R05X,DULSANA MILD
R05D,DULSANA WITH CODEINE
R05X,123 PEDIATRIC
S02CA03,FLAVACO
A10BA02,GLYSTOR
A10BA02,GLYSTOR
A10BD02,GLYSTOR PLUS
A10BD02,GLYSTOR PLUS
C02AB02,ALDOMET
M01AB01,INDOCID
M01AB01,INDOCID
J01MA02,KINOXIN
J01MA02,KINOXIN
C08CA13,LERCADIP
C08CA13,LERCADIP
D01AC12,LOMEXIN
C02AB02,ALDOMET
G01AF12,LOMEXIN
G01AF12,LOMEXIN
G01AF12,LOMEXIN
D01AC12,LOMEXIN
G01AF12,"LOMEXIN ""T"""
A12AX,MENEVA
C07DA06,MODUCREN
N05BA12,ALPROX
J02AC01,MYXEN
J02AC01,MYXEN
J02AC01,MYXEN
J01MA06,NOROXIN
R06AX02,PERIACTIN
N05BA12,ALPROX
R03DB04,PERVENTIL
A03CB01,RESTROPINAL PEDIATRIC
N04BA02,SINEMET
C10AA03,STAVACOR
C10AA03,STAVACOR
C10AA03,STAVACOR
M01AE03,TROVEX
P01AB01,METROLAG
R03DA55,CAMPHO-PNEUMINE AMINOPHYLLINE ENFANTS
R03DA55,CAMPHO-PNEUMINE AMINOPHYLLINE ADULTES
R03AC02,SALBUTAMOL SULFATE
N06AB06,SERTINE
J01RA,SPIRAGYL
D01BA02,TERAFAN
D01AE15,TERAFAN
N05BA08,ANXYL
D10AD01,TRETINOIN
D10AD01,TRETINOIN
D10AD01,TRETINOIN
R05DB13,TUSSIN
C10AA01,VASCOR
C10AA01,VASCOR
C10AA01,VASCOR
N07CA01,VERTINEX
N04AA01,BENZHEXOL
P03AX01,BENZYL BENZOATE
A03CA02,BIPAX
R05X,BROMEX
R05CB02,BROMHEXINE
R06AE07,CETIMED
R06AE07,CETIMED
N07CA02,CINARIN
J01FA09,CLAMYCIN
J01EE01,CO-TRIMOXAZOLE
J01EE01,CO-TRIMOXAZOLE
R05X,COLDIN
R05X,COLDIN
D06BA02,CREM-O-SULFA
N05AX08,DEPIA
N05AX08,DEPIA
D06AX01,DERMICIN
N06AA01,DESIPRAMINE
M01AB05,DICLORETARD
N06AA12,DOXEPIN HCl
J05AB01,ACTI-VIR
N06AA12,DOXEPIN HCl
D07XB05,ECOZONE
J01FA01,ERYTHROMYCIN STEARATE
D10AF02,ERYTHROMYCIN 1.5 %
A03CA02,FLUDINIUM
R03DA05,AMINOPHYLLINE
D07AC04,FLUOCINOLONE ACETONIDE
N05AB02,FLUPHENAZINE HCl
J02AC02,FONGINOX
J02AC02,FONGINOX
A07AX03,FUROXYL
A10BB01,GLIBENCLAMIDE
D01BA01,GRISEOFULVIN
N05AD01,HALOPERIDOL
N05AD01,HALOPERIDOL
N05AD01,HALOPERIDOL
N05AD01,HALOPERIDOL
R06AB52,HISTAMED-F
D07AA02,HYDROCORTISONE ACETATE
N03AX09,LEPIGINE
J01MA12,LEVOMED
N05BA06,LORAZEPAM
N05BA06,LORAZEPAM
N02BE51,MAXIFEN
D10AF02,MED-ERYTHROMYCIN 4%
B03BB01,MED-FOLIC ACID
A07AA02,MEDISTAN
A04AA01,NAUSETRON
A03FA03,NAUZEX
A11DB,NEUROMED
J01MA01,OFLOMED
S02AA16,OFLOMED
A02BC01,OMEPRAL
M05BA04,OSTEOMED
P03AB02,PARAKIL
N02BE01,PARAMOL
M01AE01,PEDIAFEN
N05AB03,PERPHENAZINE
M01AC01,PIROXICAM
H02AB07,PREDNISONE
H02AB07,PREDNISONE
H02AB07,PREDNISONE
H02AB07,PREDNISONE
R06AD02,PROMETHAZINE HYDROCHLORIDE
N06AB03,PROXETIN
J01AA02,RETADOX
D10AD51,RETINOMYCIN
C02LA51,ADELPHAN ESIDREX
J01CA01,AMPICILLIN
D04AX,CALAMINE PLUS
D08AX01,EAU OXYGENEE 10/120 Spray
D08AX01,EAU OXYGENEE 10/120
D08AX01,EAU OXYGENEE 20/120
D08AX01,EAU OXYGENEE 30/120
A06AD04,EPSOM SALT
C03AA03,ESIDREX
D02AX,GLYCERINE
A03AX,HEPABYL
A06AA01,HUILE DE PARAFFINE
A06AB05,HUILE DE RICIN
A06AB05,HUILE DE RICIN
D07CA01,HYDROMYCINE
J01CA04,AMOXYDIL
C03BA04,HYGROTON
A02AX,LACTOCALM
S02CA02,VIOCORTENE
N06AA21,LUDIOMIL
N06AA21,MEFIDIOMIL
J01CA04,AMOXYDIL
N06AA21,MEFIDIOMIL
D06AA04,MEPHICYCLINE DERMIQUE
S01AA09,MEPHICYCLINE OPHTALMIQUE
A03E,MEPHIGASTRYL
D08AK04,MERCUROCHROME A TIGE
N02BE01,PAINOL
N02BE01,PAINOL
N02BE01,PARACETAMOL
R06AA52,PULMONAL EXPECTORANT
R05C,PULMONAL SIROP
B01AA07,SINTROM
N02AA59,DOLOSPASMINE COMP
P03AX01,SPIDOGALE
A06AX01,SUPPOSITOIRE GLYCERINE ENFANT
A06AX01,SUPPOSITOIRE GLYCERINE ENFANT
A06AX01,SUPPOSITOIRE GLYCERINE ADULTE
N04BB01,SYMMETREL
P02DA01,TAENIASAN
D08AG03,TEINTURE D'IODE A TIGE
J01AA07,TETRACYCLINE
J01CA01,AMPICILLIN
J01AA07,TETRACYCLINE
R03DA04,THEOSOL ELIXIR
R05X,TRIMEDIL FORTE
N06AA02,TOFRANIL 10
N06AA02,TOFRANIL 25
D05AA,VASELINE ICHTYOLEE
D02AC,VASELINE PURE
P02CB01,VERMIFUGE
N02BE51,ALGIN ADULTS
J01CA01,ANTALPEN
J01CA01,ANTALPEN FORTE
J01CA01,ANTALPEN
A11AA,CAL-VIT
A11EA,CAL-VIT
C09AA01,CAPTOPRIL
J01BA01,CHLORAMPHENICOL
J01BA01,CHLORAMPHENICOL PALMITATE
N05AA01,CHLORPROMAZINE
N07CA02,CINNARIZINE
R03DA05,AMINOPHYLLINE ADULTS
J01EE01,CO-TRIMOXAZOLE
J01EE01,CO-TRIMOXAZOLE
R06AD52,CODOPALM
R05X,CODOPALM EXPECTORANT
A11AA,COMPLEVIT
R06AB54,DRAUDEX
D08AX02,EOSIN ALCOHOLIC
D08AX02,EOSIN ALCOHOLIC
D08AX02,EOSIN AQUEUSE
R03DA05,AMINOPHYLLINE CHILDREN
D08AX02,EOSIN AQUEUSE
M01AB05,EPARDEX
G03XC01,EVA TABLET
M01AE01,FEBRIDEX ELIXIR
P03AB02,GAMMA BENZENE HEXACHLORIDE
P03AB02,GAMMA BENZENE HEXACHLORIDE
D05AA,ICHTAMMOL  OINTMENT
M01AB01,INDOMEL
M01AB01,INDOMEL
J01CA04,AMOXYCILLIN
C01DA08,ISODEX
R01AX,ISOTONIC SODIUM CHLORIDE
G04BE30,LIF-DOL
D02AF,METHYL SALICYLATE COMPOUND UNGUENTUM
P01AB01,METRONIDAZOLE
S03CA04,MYCICORT
D07CA01,MYCICORT
J01EE01,PAEDIATRIC CO-TRIMOXAZOLE MIXTURE
J01CA04,AMOXIDREX
N02BE01,PARACETAMOL  ELIXIR
N02BE01,PARACETAMOL
D06AX,PENICILLIN DERMIC OINTMENT
P01AB01,PHOSVIT
P02CB01,PIPERAZINE CITRATE
D02AF,POMMADE ACIDE SALICYLIQUE
R06AD02,PROMETAL
N05BA02,PSICODEX
N02BE71,PYRETHAL
J01CA04,AMOXIDREX
R05C,SULDEX
N02BE01,SULDEX A 
N02BE01,SULDEX B 
S03AA30,SULFACHLOR
D06BA05,SULFANILAMIDE
P02DA01,TENIADEX
D06AA04,TETRACYCLINE OINTMENT
S01AA09,TETRACYCLINE EYE OINTMENT
R03DA04,THEODEX
J01CA01,AMPICILLIN
R03DB05,THEODEX
M03BB52,TRANCODEX
A03CA02,ULCEDEX
D02AC,VASELINE PURE
A10BA02,MET-FORTE
J01CA01,AMPICILLIN
J01CA01,ANTALPEN
C09DA01,LOSANET-H
D01AC02,MICONAZ
A01AB09,MICONAZ
R05CB03,MUCOTAL ADULTE
R05CB03,MUCOTAL PEDIATRIQUE
R05X,MUCOTAL PROMETHAZINE
M03BC51,MUSCEROL 2
M03BC51,MUSCEROL EXTRA
A12AX,OSTRONG
R03AC02,ASMALAT
M02AA07,PIROXICALM
M01AC01,PIROXICALM
H02AB07,PREDICOR
H02AB07,PREDICOR
H02AB07,PREDICOR
H02AB07,PREDICOR
B01AC06,ASPICOT
C10AA01,STAVINE
C10AA01,STAVINE
C10AA01,STAVINE
G04BE08,TALYS
B01AC06,ASPICOT
J05AH02,VIRIFLU
D07AC01,BETASONE
D07CC01,BETASONE-N
C07AB07,CONCOR COR
C07AB07,CONCOR
C07AB07,CONCOR
C07BB07,CONCOR PLUS
C07BB07,CONCOR PLUS
M01AB55,DICLO-NEUROBION
A10BA02,GLUCOPHAGE
A10BA02,GLUCOPHAGE
A10BD02,GLUCOVANCE
A10BD02,GLUCOVANCE
A11DB,NEUROBION
A11DB,NEUROBION
H03BB02,TAPAZOLE
D01AE15,LAMINOX
D01BA02,LAMINOX
C10AA05,TARDEN
C10AA05,TARDEN
C10AA05,TARDEN
N07CA01,VASOSERC
N07CA01,VASOSERC FORTE
M04AA01,ALURIC
A10BB12,DIAMERIL
A10BB12,DIAMERIL
A10BB12,DIAMERIL
A10BB12,DIAMERIL
J02AC01,FLUNAZOL
J02AC01,FLUNAZOL
J02AC01,FLUNAZOL
C03CA01,FUROSETIC
C09CA01,LOSANET
B05CX01,DEXTROSE 7.5% INJECTION USP 
B05CX01,DEXTROSE 7.5% INJECTION USP
B05CX01,"DEXTROSE 10% INJECTION, USP"
B05CX01,"DEXTROSE 10% INJECTION, USP"
B05CX01,"DEXTROSE 10% INJECTION, USP"
B05CX01,DEXTROSE 20% INJECTION USP
B05CX01,DEXTROSE 20% INJECTION USP
B05BB02,"DEXTROSE 2.5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 2.5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 2.5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP"
B05BB02,"DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP"
B05BB02,HI-SODIUM WITHOUT POTASSIUM INJECTION 
B05BB02,HI-SODIUM INJECTION WITH POTASSIUM
B05BB01,"LACTATED RINGER'S INJECTION, USP"
B05BB01,"LACTATED RINGER'S INJECTION, USP"
B05BB01,"LACTATED RINGER'S INJECTION, USP "
B05BB02,LO-SODIUM WITHOUT POTASSIUM INJECTION
B05BB02,LO-SODIUM WITH POTASSIUM INJECTION
B05CX01,"DEXTROSE 5% INJECTION, USP "
B05BC01,MANNITOL 10% USP INJECTION
B05BC01,MANNITOL 10% USP INJECTION
B05BC01,"MANNITOL 20% INJECTION, USP"
B05BC01,"MANNITOL 20% INJECTION, USP"
B05BB01,"RINGER'S INJECTION, USP"
B05BB01,"RINGER'S INJECTION, USP"
B05BB01,"RINGER'S INJECTION, USP"
B05XA03,"SODIUM CHLORIDE 0.45% INJECTION, USP"
B05XA03,"SODIUM CHLORIDE 0.45% INJECTION, USP"
B05XA03,"SODIUM CHLORIDE 0.45% INJECTION, USP"
B05CX01,"DEXTROSE 5% INJECTION, USP "
B05XA03,"SODIUM CHLORIDE 0.9% INJECTION, USP"
B05XA03,"SODIUM CHLORIDE 0.9% INJECTION, USP"
B05XA03,"SODIUM CHLORIDE 0.9% INJECTION, USP"
B05XA03,SODIUM CHLORIDE 0.9% INJECTION USP 
B05XA03,SODIUM CHLORIDE 0.9% INJECTION USP 
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS L
B05CX01,"DEXTROSE 5% INJECTION, USP "
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS LM
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS LS
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS LS2
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS LS3
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS R
B05CX01,DEXTROSE 5% INJECTION USP 
B05CX01,DEXTROSE 5% INJECTION USP 
B05CX01,DEXTROSE 7.5% INJECTION USP
A01AD11,MIXTURE ODONTOLOGIQUE
A02BC04,PRASOLAN
A02BC04,PRASOLAN
B05XA03,SODIUM CHLORIDE
B05ZA,"CONCENTRATE SOLUTION
FOR HEMODIALYSIS TYPE A"
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE B+
B05ZA,CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE J
A03BA01,ATROPINE I.V.  0.25 MG.
C07AA05,PROBETOL
C07AA05,PROBETOL
D07AD01,DERMASONE
D08AC52,CYTEAL Solution Antiseptique
D08AC52,CYTEAL Solution Antiseptique
R05X,CODOPALM EXPECTORANT
D07AA02,HYDROSONE
A02AF02,DIOVOL PLUS (MINT)
A02AF02,DIOVOL PLUS (MINT)
C07AB07,B-COR 5
N05AX08,RESPAL 4
C07AB07,B-COR 10
N05AX08,RESPAL 2
N02AX02,MABRON
J01CA04,MOXILEN
S02CA05,CETRAXAL PLUS
B03AB09,FERPLEX
N02AF02,NALBUPHINE RENAUDIN 1%
N01AH01,FENTANYL RENAUDIN
A12CX,PHOSPHATE DIPOTASSIQUE RENAUDIN
A03FA03,MODODOM
A10AE01,JUSLINE N
A10AB01,JUSLINE R
A10AD01,JUSLINE
M01AB16,ACECLOFAR
L01CD01,ANZATAX injection concentrate (paclitaxel)
G01AX,OVUMIX
C08CA01,AMLOCARD
C10AA05,ATORLIP 10
C10AA05,ATORLIP 20
C09CA07,TELMICARD 40
C09CA07,TELMICARD 80
A02BC04,RABEZOL 10
A02BC04,RABEZOL 10
A02BC04,RABEZOL 20
A02BC04,RABEZOL 20
A10BA02,DIANORM 850
A10BA02,DIANORM XR 500
A10BA02,DIANORM XR 1000
A10BD02,DIAMET 500/5
G04CA02,PROSTAFINE
N06AX16,VENLAX XR 75
N06AX16,VENLAX XR 150
L04AA06,IMUNOCELL
L01BC05,GEMTABINE 200
L01BC05,GEMTABINE 1000
J01CR02,JULMENTIN 2X
D10AD51,ERYLIK
A10BB12,SENSEDIA
A10BB12,SENSEDIA
A10BB12,SENSEDIA
A10BB12,SENSEDIA
S01ED51,GANFORT
B03AD,EURO-FER CF
D10BA01,CURACNE
A10BA02,GLUCOPHAGE XR
L04AA18,CERTICAN
L04AA18,CERTICAN
L01EA03,TASIGNA
R03BA02,PULMICORT
A10BB12,ORBIDE
A10BB12,ORBIDE
A10BB12,ORBIDE
A10BB12,ORBIDE
A10BD02,ORBIZIDE M FORTE
J07CA,LANTIGEN B
G01AX12,BRUMIXOL
A10BA02,DIALON
A10BA02,DIALON
R05CB01,ACC LONG
A02BC03,PEPTAZOLE
J02AC01,FLOCAZOLE
L01XA03,ELOXATIN
L01CA04,EBERELBIN
L01CA04,EBERELBIN
N06AB10,CIPRALEX
G04BE08,DURALIS
L02BB03,PROSMIDE
R06AX27,DELINE
R03DC03,LEUKOTRIS
A10BA02,MINOR
J05AR01,DUOVIR-D
C09AA01,ORBACE
A10BB01,GLIBENCLAMIDE
C09AA01,ORBACE
N07CA01,ALVIGO
N07CA01,ALVIGO
N03AX11,TOPIRATE 25 BENTA
A02BC02,PANTOVER
M01AB05,JOFLAM
C07AB07,BISOCOR 10
R06AX27,AERIUS
J02AC03,V-FEND
H01AC01,OMNITROPE
B05D,CAPD/DPCA 17Solution for peritoneal dialysis stay safe
B05D,CAPD/DPCA 17Solution for peritoneal dialysis sleep safe
B05D,CAPD/DPCA 19Solution for peritoneal dialysis stay safe
B05D,CAPD/DPCA 19Solution for peritoneal dialysis sleep safe
B05D,CAPD/DPCA 2Solution for peritoneal dialysis stay safe
B05D,CAPD/DPCA 3Solution for peritoneal dialysis
C07AB07,BISOCOR 5
L01CE02,IRINOGEN
R03DX05,XOLAIR
J01XD02,PROTOGYN
B05CX01,DEXTROSE INJECTION 5%
S01JA01,FLUORESCEIN SODIUM USP IV
J01DD04,MEDAXONUM
J01DD04,MEDAXONUM
D11AX01,ALOPEXY
J01FA10,ZOMAX
J01FA10,ZOMAX
G02BA03,MIRENA 20mcg/24h Levonorgestrel
S01LA04,LUCENTIS
B03AC,IVIRON
D03AX06,BECAPLEX
C01CA03,NORADRENALINE NOREPINEPHRINE (tartrate) Aguettant
M01AB55,DIFEN B12
P01AB07,SECNOL
J01MA14,AVALOX
N06AB05,PAXERA
C10AA05,ASCOVA
C10AA05,ASCOVA
C10AA05,ASCOVA
C09AA04,COVERSYL ARGININE
A03AA04,SPASMINE (Mebeverine HCl 200mg SR)
R01AD11,RINEX
D10AF01,CLINIDERM 
C09AA04,COVERSYL ARGININE
N01AB06,ISOFLURANE BENTA
N01AB08,SEVOFLURANE BENTA
D07XC03,ELICASAL
S01AE06,TYMER
R06AA52,HISTALIX
A02BD,TRIO-CLAR
C09CA01,LOSANET
J01DD08,BETIXIM 100
N06AX16,VENLAX XR 37.5
R03AK07,SYMBICORT TURBUHALER
C10AX09,ZEMIL
M05BA04,OREK
A09AA02,"CREON 25,000"
A10AB06,APIDRA
A10AB06,APIDRA SOLOSTAR
A10AE04,LANTUS SOLOSTAR
C08CA01,AMLOPHAR
C10AA05,ORBALIP
C10AA05,ORBALIP
C10AA05,ORBALIP
J01MA12,LEFLUMAX
J01MA12,LEFLUMAX
N05AH03,ZYPREXA
N06AB03,PROZAC
J01DE01,CEFIPEX 500 BENTA
J01DE01,CEFIPEX 1000 BENTA
C10AX09,EZETRALEX
C09AA10,ODRIK
C01BC03,RYTMONORM
C01BC03,RYTMONORM
C08DA01,ISOPTIN
C08DA01,ISOPTIN SR
N06AB06,SOLOTIK
J05AB11,VALCYK BENTA
R06AX26,FENADEX 120
J05AF07,TENVOR
B03AA07,PEDIAFER
D06BB03,CIVAR
A10BG03,PIODIAB 15
D03AX06,BECAPLEX
N05AH02,CLOZAPINE PANPHARMA
J02AC01,FLUCONAZOLE PANPHARMA
J01MA02,CIPROFLOXACINE PANPHARMA
G02CA,SALBUTAMOL RENAUDIN
A04AA01,ONDANSETRON RENAUDIN
C03CA01,FUROSEMIDE RENAUDIN
B01AE07,PRADAXA
B01AE07,PRADAXA
B01AE07,PRADAXA
B01AE07,PRADAXA
L01EX02,NEXAVAR
M01AB55,DIFEN FLEX
L01CD01,EBETAXEL
L01BC01,ALEXAN
C09CA01,LACINE 50
J01FA09,KLERIMED
J01FA09,KLERIMED
G03DA04,CRINONE
G03GA05,GONAL-f
N05AH03,ZYPREXA
N06AB06,RESTRALINE
A10BD02,AMARYL M
B03AA02,FERRATE
L03AA02,NEOGRASTIM 30
L03AA02,NEOGRASTIM 48
A10BG03,PIODIAB 30
A10A,ORAL-LYN
R03AK06,SEROFLO-S 125
R03AK06,SEROFLO-S 250
R03AK06,SEROFLO-S 50
R03BA05,FLOHALE 50
R03BA05,FLOHALE 125
R03BA05,FLOHALE 250
S01BA14,LOTEMAX
N03AX16,GABRIKA 150
N03AX16,GABRIKA 75
J01XA01,VANCOMYCINE MYLAN 500MG
C10AB04,LOW-LIP
J02AC01,ORAMAX
J01DC02,ZINOXIMOR
J01DD16,MEIACT
J01CR02,AMOCLAN BID
C01EB17,PROCORALAN
C01EB17,PROCORALAN
N03AX16,GABRIKA 100
R06AD08,TOPLEXIL
J07CA09,INFANRIX HEXA
C09AA05,TRITACE 10MG
C07BB07,BISOCOR 5 PLUS
A10BB12,AMARYL 1MG
A10BB12,AMARYL 2MG
A10BB12,AMARYL 3MG
C09AA05,TRITACE 2.5MG
C09AA05,TRITACE 5MG
N05CF04,INDUCTAL
N05CF04,INDUCTAL
M01AX,DORIXINA
M01AX,DORIXINA
C01DX12,CORVASAL 2MG
C01DX12,CORVASAL 4MG
C03CA01,LASIX 40MG
C03CA01,LASIX 500 MG
J01MA12,TAVANIC 500MG
J01MA12,TAVANIC IV 500MG
J01MA12,TAVANIC 500MG
J01MA01,TARIVID 200MG
C04AD03,TRENTAL 400
C04AD03,TRENTAL 400
J05AH02,FLUMIVIR
M05BA04,FOSAMAX 70MG ONCE WEEKLY
N06AB06,DEPRINE
G04CA02,OMNIC OCAS
C09DA01,LOSANET-H FORTE
N07CA01,VASOSERC BID
A07EC02,ASACOL
R03AL02,DUOLIN INHALER
D10BA01,ISOTROIN 10
D10BA01,ISOTROIN 20
C10AA07,ROSUVAS
C10AA07,ROSUVAS
C10AA05,STORVAS
C10AA05,STORVAS
B01AC17,AGGRASTAT
B01AC04,TROKEN
C02KX01,TRACLEER
C02KX01,TRACLEER
H02AB04,METHYL PREDNISOLONE MYLAN 40MG
H02AB04,METHYL PREDNISOLONE MYLAN 120MG
D06AX01,FUCIDIN OINTMENT
D06AX01,FUCIDIN CREAM
L01FE01,ERBITUX
D07XC01,BETA-MICOTER
C07AB07,BISCORDEX
C07AB07,BISCORDEX
L01BA04,ALIMTA
C07FB07,CONCOR AM 2.5
C07FB07,CONCOR AM 5
R06AX27,DELINE
N05AX08,DEPIA ORAL SOLUTION
N02AB03,DUROGESIC
N05AX08,PMS-RISPERIDONE
N05AX08,PMS-RISPERIDONE
N05AX08,PMS-RISPERIDONE
N03AX16,PLENICA
N03AX16,PLENICA
B02BD08,NOVOSEVEN RT
B02BD08,NOVOSEVEN RT
B02BD08,NOVOSEVEN RT
M05BA04,APO-ALENDRONATE
B01AF01,"XARELTO
"
J01CR02,ARDINECLAV
G04CB01,STERIBO
G04CB01,STERIFINE 5
N05AH03,"OLANZAMED
"
N05AH03,"OLANZAMED
"
L01FG01,AVASTIN
L01FG01,AVASTIN
L01EB02,TARCEVA
L01EB02,TARCEVA
C10AA07,CRESTOR
B05AA01,UMAN ALBUMIN
C05BA53,CONTRACTUBEX
L01FA01,MABTHERA
L01FA01,MABTHERA
C09BA05,TRILTEC PLUS
C09BA05,TRILTEC PLUS
R05CB03,RHINATHIOL ADULTE SUGAR FREE
G04BE08,RAVANA
C08CA01,AMLODAR 5
C08CA01,AMLODAR 10
C10AA05,LIPODAR
C10AA05,LIPODAR
D01BA02,APO-TERBINAFINE
J01FA10,AZOMYCIN
G03DA04,UTROGESTAN
G03GA05,GONAL-f
L04AX03,EBETREXAT
L04AX03,EBETREXAT
L04AX03,EBETREXAT
