Code	Form LNDI
5048	Injectable solution
5049	Injectable solution
5056	Tablet, film coated
5057	Injectable suspension
5060	Injectable solution
5061	Injectable suspension
5065	Tablet
5066	Injectable concentrated powder for solution
5071	Suppository
5074	Tablet
5075	Tablet, film coated
5076	Tablet, film coated
5077	Tablet
5078	Tablet
5079	Tablet, enteric coated
5080	Tablet, enteric coated
5081	Tablet, enteric coated
5082	Tablet, enteric coated
5083	Tablet, film coated
5084	Tablet, film coated, extended release
5085	Tablet, film coated, extended release
5086	Tablet, film coated
5087	Capsule, modified release
5088	Capsule, extended release
5089	Capsule, extended release
5090	Tablet, film coated
5091	Injectable lyophilised powder for solution
5092	Injectable lyophilised powder for solution
5094	Powder for suspension
5095	Gel
5096	Tablet
5097	Tablet
5098	Tablet
5099	Tablet
5103	Drops solution
5113	Capsule
5114	Capsule, soft gelatin
5115	Tablet, prolonged release
5116	Tablet
5117	Tablet
5120	Capsule
5121	Inhalation suspension for nebuliser
5122	Tablet
5123	Tablet
5124	Tablet
5125	Tablet
5126	Tablet
5134	Drops suspension
5135	Ovule
5136	Tablet
5137	Tablet
5143	Tablet, effervescent
5144	Capsule
5146	Capsule
5150	Injectable concentrated solution
5152	Injectable concentrated solution
5153	Injectable concentrated solution
5155	Tablet, film coated
5157	Tablet, film coated
5158	Tablet, film coated
5159	Tablet
5161	Tablet
5163	Tablet
5164	Tablet, film coated
5171	Tablet
5172	Tablet
5173	Tablet
5174	Tablet
5175	Tablet, scored
5177	Tablet, film coated
5179	Tablet, enteric coated
5180	Tablet, film coated
5181	Tablet, film coated
5182	Solution
5184	Tablet, film coated
5185	Injectable solution
5186	Injectable solution
5187	Injectable solution
5188	Injectable solution
5189	Injectable solution
5190	Injectable solution
5191	Injectable solution
5192	Tablet, film coated
5193	Injectable solution
5194	Injectable lyophilised powder for solution+diluent
5195	Tablet, film coated
5198	Injectable solution
5199	Injectable solution
5201	Injectable powder for solution+diluent
5202	Injectable powder for solution+diluent
5205	Solution
5206	Capsule
5207	Powder for suspension
5208	Implant
5209	Injectable solution
5210	Injectable concentrated solution
5211	Gel
5213	Injectable solution
5216	Tablet
5220	Granules
5222	Injectable solution
5223	Tablet, film-scored
5224	Tablet
5225	Tablet
5226	Tablet, scored
5229	Tablet, film coated
5233	Capsule, slow release
5234	Spray, suspension 
5235	Gel
5236	Tablet, film coated
5237	Volatil liquid
5238	Volatil liquid
5239	Ointment
5240	Drops solution
5241	Syrup
5243	Capsules/Capsules/Tablets
5244	Tablet
5245	Powder for suspension
5248	Capsule, extended release
5250	Inhalation powder
5252	Tablet
5253	Tablet, coated
5258	Capsule 
5262	Injectable solution
5263	Injectable solution
5264	Injectable solution
5266	Capsule
5267	Tablet
5268	Tablet
5269	Tablet
5270	Tablet, film coated
5271	Tablet, film coated
5274	Tablet
5275	Pulvule
5276	Injectable dry powder+diluent
5277	Injectable dry powder+diluent
5278	Tablet
5282	Capsule
5283	Tablet, film coated
5284	Tablet, film coated
5285	Tablet, film coated
5286	Tablet, film coated, prolonged release
5289	Tablet, film coated
5291	Tablet, film coated
5292	Tablet, coated
5293	Tablet, film coated
5295	Drops
5298	Cream
5302	Tablet
5303	Gel
5306	Tablet, scored
5309	Injectable solution
5310	Injectable solution
5311	Injectable solution
5312	Injectable solution
5313	Injectable solution
5314	Capsule, hard
5315	Capsule, hard
5316	Capsule, hard
5317	Capsule, hard
5319	Tablet, film coated
5325	Tablet, film coated
5326	Injectable concentrated solution
5327	Injectable solution
5329	Tablet, film coated
5330	Tablet, film coated
5331	Tablet
5332	Gel
5334	Injectable solution
5335	Tablet
5336	Tablet, film coated
5341	Tablet, film coated
5342	Suspension
5343	Injectable solution
5344	Injectable solution
5345	Tablet
5346	Spray
5356	Inhalation suspension
5357	Inhalation suspension
5358	Inhalation suspension
5359	Inhalation suspension
5360	Inhalation suspension
5361	Inhalation suspension
5363	Drops suspension
5364	Capsule
5365	Capsule
5366	Injectable dry powder for solution
5376	Tablet, film coated
5381	Capsule
5382	Tablet, film coated
5383	Tablet, film coated
5384	Powder for suspension
5385	Tablet, film coated
5386	Tablet, film coated
5387	Capsule
5390	Syrup
5394	Injectable suspension
5396	Tablet
5397	Tablet, film coated
5399	Tablet
5400	Tablet
5401	Tablet
5404	Tablet
5405	Tablet
5416	Tablet, film coated
5417	Tablet, film coated
5418	Tablet
5419	Tablet
5420	Tablet, scored
5422	Tablet
5427	Tablet
5429	Tablet
5432	Tablet, film-scored
5434	Injectable solution
5436	Tablet, film-scored
5438	Tablet, film-scored
5439	Tablet, film coated, modified release
5440	Tablet, film coated, modified release
5449	Capsule
5462	Tablet
5464	Tablet
5468	Tablet, film coated, prolonged release
5475	Tablet
5476	Tablet
5478	Tablet
5481	Inhalation aerosol metered dose
5482	Capsule
5483	Capsule
5484	Tablet, film coated
5485	Tablet, film coated
5486	Tablet, film coated
5487	Tablet, film coated
5489	Injectable concentrated solution
5490	Tablet, film coated
5492	Tablet, film coated
5493	Tablet, film coated
5497	Injectable dry powder for solution
5498	Injectable dry powder for solution
5499	Ointment
5500	Cream
5502	Injectable solution
5504	Cream
5506	Tablet
5507	Tablet
5513	Injectable concentrated powder for solution
5516	Tablet, film coated
5518	Tablet, film coated
5519	Syrup
5520	Solution
5521	Patch
5522	Solution
5523	Tablet
5524	Tablet
5537	Capsule
5538	Capsule
5539	Injectable powder for solution+diluent
5540	Injectable powder for solution+diluent
5541	Injectable powder for solution+diluent
5542	Tablet 
5543	Tablet, film coated
5545	Tablet
5546	Tablet, film coated
5547	Tablet, film coated
5548	Tablet
5549	Tablet
5554	Injectable concentrated solution
5555	Injectable concentrated solution
5561	Tablet, film coated
5562	Tablet, film coated
5565	Tablet
5567	Injectable solution
5569	Gel
5573	Injectable concentrated solution
5574	Injectable concentrated solution
5576	Tablet
5577	Tablet
5580	Syrup
5583	Tablet
5585	Capsule
5586	Capsule
5587	Tablet, film coated
5588	Tablet, film coated
5589	Tablet
5590	Powder for suspension
5593	Capsule
5595	Injectable solution
5596	Tablet, scored
5598	Injectable solution
5599	Injectable solution
5610	Injectable solution
5611	Injectable powder for suspension+diluent
5612	Injectable concentrated powder for solution+diluent
5613	Injectable suspension
5614	Tablet, film coated
5615	Tablet, film coated
5616	Tablet, film coated
5617	Capsule
5623	Tablet
5624	Spray, suspension
5625	Rotacaps
5626	Injectable solution
5630	Inhalation solution
5633	Injectable dry powder for solution
5639	Tablet, film coated
5644	Injectable solution
5647	Syrup
5648	Tablet, film coated
5658	Injectable solution
5659	Injectable solution
5661	Patch
5662	Patch
5666	Liquid
5667	Tablet
5669	Capsule
5670	Capsule
5671	Volatil liquid
5672	Tablet, film coated
5673	Injectable suspension
5679	Injectable solution
5680	Injectable concentrated solution
5681	Injectable concentrated solution
5683	Tablet, film coated
5688	Tablet
5689	Tablet
5690	Tablet
5691	Tablet
5693	Tablet, prolonged release
5694	Injectable solution
5695	Capsule
5696	Capsule
5697	Capsule
5704	Tablet, film coated
5707	Injectable lyophilised powder for solution
5709	Injectable lyophilised powder for solution+diluent
5710	Patch
5711	Patch
5712	Tablet, film coated
5716	Injectable powder for solution
5717	Injectable dry powder for solution
5719	Capsule
5724	Solution
5725	Drops solution
5729	Tablet, film coated
5730	Tablet, film coated
5733	Injectable suspension
5734	Tablet, film coated
5735	Tablet, film coated
5739	Tablet, sustained release
5742	Injectable solution
5754	Capsule
5758	Injectable solution
5759	Powder for suspension
5761	Tablet, film coated
5763	Capsule
5764	Capsule
5766	Tablet, film coated
5768	Injectable solution
5769	Injectable solution
5770	Tablet
5771	Tablet
5774	Tablet
5775	Tablet
5776	Tablet
5779	Injectable powder for solution
5781	Solution
5782	Tablet, film coated
5783	Cream
5784	Caplet, film coated
5785	Caplet, film coated
5787	Capsule
5788	Injectable solution
5789	Injectable solution
5790	Injectable solution
5791	Tablet, film coated
5792	Tablet, coated
5795	Tablet, extended release
5797	Tablet, extended release
5798	Injectable powder for solution
5801	Tablet, film coated
5802	Tablet
5806	Tablet, extended release
5807	Tablet, extended release
5808	Tablet, extended release
5810	Tablet
5811	Tablet, film coated
5812	Tablet
5823	Tablet, film coated
5825	Tablet, dispersible/ chewable
5826	Tablet, dispersible/ chewable
5827	Tablet, dispersible/ chewable
5828	Tablet, film coated
5831	Injectable solution
5833	Injectable solution
5837	Injectable concentrated  solution
5838	Injectable concentrated  solution
5842	Injectable suspension
5843	Injectable suspension
5844	Injectable solution
5846	Injectable suspension
5847	Tablet, film coated
5848	Injectable powder for suspension+diluent
5849	Injectable powder for suspension+diluent
5856	Capsule
5859	Solution, sugar free
5860	Solution
5861	Solution
5863	Tablet, film coated
5866	Injectable solution
5867	Injectable solution
5877	Capsule, extended release
5878	Capsule
5879	Tablet, capsule
5880	Tablet
5881	Tablet
5882	Tablet
5883	Tablet
5886	Drops suspension
5888	Injectable solution
5889	Tablet, film coated
5891	Capsule, inhalation
5894	Injectable powder for solution
5896	Capsule
5897	Tablet
5900	Injectable concentrated solution
5901	Injectable concentrated solution
5902	Injectable concentrated solution
5904	Injectable dry powder
5905	Injectable solution
5906	Injectable powder for solution
5907	Injectable powder for solution
5910	Tablet, enteric coated
5911	Tablet, enteric coated
5912	Tablet, effervescent
5913	Syrup
5914	Tablet, film coated
5915	Solution
5916	Granules for solution
5924	Metered dose inhaler
5925	Metered dose inhaler
5927	Caplet
5929	Caplet
5930	Caplet
5931	Injectable solution
5938	Injectable solution
5942	Tablet
5944	Tablet, film coated
5948	Tablet, film coated
5949	Inhalation solution
5950	Suspension
5951	Tablet
5954	Solution
5956	Injectable powder for solution
5957	Tablet, film coated
5958	Caplet, film coated
5959	Tablet
5962	Injectable solution
5963	Injectable solution
5966	Injectable powder for solution
5967	Suspension
5968	Tablet
5969	Tablet, scored
5970	Tablet
5971	Tablet
5974	Tablet, film coated
5976	Tablet, film coated
5979	Capsule, modified release
5980	Suspension
5981	Tablet
5982	Tablet
5983	Tablet
5984	Inhalation powder
5986	Gel
5987	Capsule
5988	Tablet, coated
5989	Tablet, coated
5990	Injectable powder for solution+diluent
5992	Injectable powder for solution+diluent
5996	Tablet, film coated
5998	Tablet, enteric coated
5999	Suspension
6001	Tablet
6002	Injectable suspension
6003	Tablet
6007	Capsule
6008	Capsule
6012	Granules for suspension
6013	Tablet, film coated
6014	Cream
6017	Tablet
6018	Tablet
6024	Injectable dry powder
6025	Capsule, delayed release
6026	Powder for suspension
6027	Cream
6028	Syrup
6029	Capsule, modified release
6030	Tablet
6031	Tablet, film coated, extended release
6047	Suspension
6048	Inhalation solution
6054	Tablet
6055	Capsule
6056	Capsule
6057	Capsule
6058	Capsule
6059	Tablet, film coated
6060	Injectable solution
6064	Tablet, film coated
6065	Tablet, film coated
6066	Tablet, film coated
6072	Tablet, film coated
6073	Inhalation solution
6077	Tablet, film coated
6078	Tablet, film coated
6080	Metered dose inhaler
6088	Tablet
6089	Tablet
6092	Tablet
6093	Tablet
6094	Tablet
6095	Tablet
6096	Solution
6097	Inhaltion solution with nebuliser
6099	Tablet
6100	Tablet, film coated
6101	Tablet, film coated
6103	Tablet
6104	Tablet
6105	Tablet
6109	Injectable concentrated solution
6110	Injectable concentrated solution
6113	Capsule
6118	Gel
6119	Cream
6120	Inhalation solution
6121	Tablet
6122	Suspension
6123	Rotacaps
6124	Rotacaps
6125	Rotacaps
6126	Inhalation suspension
6127	Inhalation suspension
6130	Tablet, film coated
6131	Tablet, film coated
6132	Tablet, film coated
6133	Tablet, modified release
6138	Injectable powder for solution
6143	Tablet, film coated
6144	Solution
6149	Tablet, enteric coated
6150	Tablet, enteric coated
6151	Tablet, enteric coated
6152	Tablet, enteric coated
6157	Metered dose inhaler
6158	Metered dose inhaler
6161	Injectable concentrated solution
6162	Injectable concentrated solution
6163	Tablet, film coated
6164	Capsule
6169	Capsule, vaginal
6180	Injectable solution
6181	Granules, gastroresistant, for suspension
6182	Tablet
6187	Drops solution
6188	Tablet, film coated
6192	Tablet, film coated
6193	Tablet, coated
6197	Injectable solution
6201	Injectable lyophilised powder for solution
6204	Tablet, film coated
6206	Injectable solution
6207	Capsule
6211	Injectable freeze dried substance+diluent
6212	Capsule
6213	Suspension
6215	Injectable solution
6216	Injectable solution
6217	Respule
6218	Tablet
6219	Tablet, prolonged release
6220	Tablet, enteric coated
6222	Tablet, film coated
6223	Tablet, film coated
6224	Tablet, film coated
6225	Tablet, film coated
6231	Injectable powder for solution+diluent
6232	Injectable powder for solution+diluent
6233	Capsule
6236	Tablet, film coated
6237	Tablet, film coated
6238	Tablet, fim coated
6239	Injectable solution
6240	Gel
6241	Capsule
6242	Capsule
6243	Tablet, film coated
6248	Tablet, prolonged release
6249	Capsule, inhalation
6251	Powder for suspension
6252	Tablet, scored
6253	Enema
6254	Injectable powder for solution
6255	Capsule
6258	Caplet
6260	Capsule
6262	Tablet, film coated
6264	Capsule, delayed release
6265	Capsule, delayed release
6267	Tablet, film coated
6269	Powder for solution
6270	Tablet, film coated
6271	Tablet, film coated
6272	Tablet, film coated
6283	Injectable solution
6284	Tablet, film coated
6285	Capsule
6286	Capsule
6288	Injectable powder for solution
6290	Granules effervescents
6293	Tablet, film coated
6294	Tablet, dispersible
6295	Tablet, dispersible
6299	Injectable solution
6300	Injectable solution
6301	Tablet, film coated
6302	Tablet, film coated
6303	Tablet, film coated
6304	Injectable solution
6305	Injectable solution
6306	Capsule
6307	Tablet, film coated
6308	Tablet, coated
6309	Tablet, coated
6310	Capsule
6311	Capsule
6312	Capsule
6313	Tablet
6314	Tablet
6318	Implant
6319	Implant
6320	Tablet
6322	Injectable powder for solution
6323	Injectable powder for solution
6324	Capsule
6325	Injectable lyophilised powder for solution
6326	Injectable lyophilised powder for solution
6327	Capsule
6335	Injectable solution
6336	Solution
6337	Cream
6338	Tablet, film coated
6339	Tablet, film coated
6340	Capsule
6342	Tablet, film coated
6343	Tablet, film coated
6344	Capsule
6345	Capsule
6347	Tablet
6351	Tablet
6352	Granules
6353	Tablet, coated
6354	Tablet, film coated
6355	Tablet, film coated
6356	Tablet, film coated
6358	Caplet
6359	Tablet, film coated
6360	Drops solution
6361	Injectable powder for solution
6362	Injectable powder for solution
6364	Water for injection, irrigation
6367	Cream
6368	Injectable solution
6370	Injectable solution
6372	Injectable solution
6374	Tablet
6375	Capsule
6380	Injectable solution
6383	Injectable powder for solution
6384	Injectable powder for solution
6385	Solution
6387	Tablet
6388	Tablet
6389	Caplet
6390	Gel
6393	Tablet, film coated
6394	Suppository
6395	Suppository
6396	Suppository
6398	Tablet, enteric coated
6400	Cream
6401	Tablet, film coated
6402	Solution
6404	Injectable solution
6405	Injectable solution
6406	Injectable powder for solution
6407	Tablet
6408	Capsule
6409	Tablet, film coated
6410	Tablet, film coated
6411	Injectable concentrated solution
6412	Injectable concentrated solution
6413	Injectable concentrated solution
6420	Suspension
6421	Capsule
6422	Powder for suspension
6425	Injectable solution
6426	Injectable concentrated solution
6434	Tablet
6437	Caplet
6438	Tablet, enteric coated
6439	Tablet, enteric coated
6441	Capsule
6442	Injectable solution
6443	Inhalation powder
6445	Tablet, film coated
6446	Tablet
6451	Injectable suspension
6453	Cream
6455	Injectable concentrated  solution
6456	Injectable concentrated  solution
6457	Tablet
6459	Powder
6460	Injectable solution
6461	Tablet
6462	Tablet
6463	Injectable concentrated  solution
6464	Injectable concentrated  solution
6465	Injectable dry powder for solution
6466	Capsule
6467	Capsule
6468	Injectable solution
6469	Injectable solution
6470	Injectable powder for solution+diluent
6471	Tablet
6473	Tablet, film coated
6474	Metered dose inhaler
6475	Injectable powder for solution
6477	Tablet
6478	Tablet
6480	Tablet
6481	Tablet
6483	Gel
6484	Tablet, effervescent
6486	Tablet, extended release
6487	Tablet, extended release
6488	Tablet, extended release
6489	Tablet, extended release
6494	Capsule
6497	Injectable lyophilised powder for solution
6505	Injectable powder for solution
6512	Suspension
6513	Injectable powder for solution
6516	Tablet, controlled release
6517	Tablet, film coated
6523	Capsule, hard
6526	Tablet
6527	Tablet
6528	Tablet
6529	Granules for suspension
6530	Granules for suspension
6531	Injectable solution
6532	Injectable emulsion
6533	Injectable emulsion
6534	Injectable emulsion
6535	Injectable emulsion
6536	Injectable emulsion
6538	Tablet
6539	Injectable freeze dried powder + diluent
6542	Injectable powder for solution
6544	Tablet, film coated
6546	Tablet, film coated
6549	Tablet, coated
6553	Tablet, film coated
6557	Tablet
6561	Tablet
6562	Injectable solution
6568	Injectable concentrated solution
6569	Capsule
6570	Capsule
6571	Tablet, gastroresistant
6572	Tablet, film coated
6573	Tablet, film coated
6574	Tablet, film coated
6575	Capsule
6576	Tablet, film coated
6577	Tablet, film coated
6578	Tablet, film coated
6581	Tablet, chewable
6583	Injectable solution
6584	Injectable solution
6586	Suppository
6587	Injectable solution
6588	Tablet, dispersible
6589	Tablet, film-scored, sustained release
6590	Tablet, sugar coated
6591	Tablet, enteric coated
6592	Suppository
6593	Tablet, enteric coated
6594	Tablet, sustained release
6595	Tablet
6596	Tablet
6597	Tablet, prolonged release
6598	Tablet, prolonged release
6599	Patch
6600	Tablet, sugar coated
6602	Granules for suspension
6603	Capsule
6604	Tablet, film coated, modified release
6605	Tablet, film coated, modified release
6606	Tablet, film coated
6607	Tablet, controlled release
6608	Tablet, controlled release
6615	Tablet
6616	Tablet, sugar coated
6618	Injectable concentrated solution
6620	Capsule
6621	Capsule
6622	Capsule
6623	Capsule
6624	Injectable solution
6625	Injectable solution
6626	Injectable solution
6631	Injectable solution
6632	Injectable solution
6634	Suspension
6635	Capsule
6636	Injectable solution
6637	Injectable solution
6638	Powder for solution
6645	Injectable lyophilised powder for solution
6649	Tablet, film coated
6650	Injectable concentrated powder for solution
6651	Injectable concentrated powder for solution
6652	Injectable concentrated powder for solution
6653	Injectable solution
6654	Injectable solution
6655	Injectable concentrated solution
6656	Injectable concentrated solution
6657	Tablet, film coated
6658	Tablet
6661	Injectable solution
6663	Tablet, film coated
6664	Tablet
6668	Capsule
6669	Capsule
6674	Drops solution
6675	Tablet
6676	Tablet
6677	Solution
6678	Tablet, film coated
6679	Tablet, film coated
6680	Tablet, film coated
6681	Tablet, prolonged release
6682	Tablet, prolonged release
6687	Gel
6689	Capsule
6691	Syrup
6692	Drops solution
6694	Drops solution
6695	Injectable concentrated solution
6696	Ointment
6697	Cream
6700	Tablet, coated
6702	Tablet
6703	Tablet
6704	Tablet
6705	Tablet
6712	Solution
6713	Tablet
6714	Tablet, scored
6715	Tablet
6719	Tablet
6721	Tablet, film coated
6722	Tablet, film coated
6723	Injectable dry powder+diluent
6724	Drops
6726	Spray
6727	Tablet
6728	Tablet
6729	Tablet
6730	Suspension
6738	Gel
6739	Capsule
6740	Injectable solution
6745	Suspension
6746	Tablet, enteric coated
6752	Drops suspension
6753	Drops
6754	Drops
6755	Tablet, film coated
6756	Tablet, film coated
6757	Tablet
6758	Tablet, film-scored
6762	Syrup
6763	Spray
6764	Tablet, film coated
6765	Tablet, film coated
6766	Tablet, film coated
6767	Tablet
6768	Injectable concentrated solution
6769	Injectable solution
6772	Tablet, orodispersible
6773	Tablet, film coated
6775	Tablet, film coated
6776	Injectable powder for solution
6779	Injectable concentrated solution
6781	Injectable powder for solution+diluent
6782	Injectable powder for solution
6784	Injectable powder for solution+diluent
6785	Injectable powder for solution+diluent
6786	Injectable powder for solution+diluent
6787	Injectable powder for solution+diluent
6791	Injectable solution
6797	Injectable suspension, prolonged release
6798	Injectable suspension, prolonged release
6799	Injectable suspension, prolonged release
6800	Injectable suspension, prolonged release
6805	Tablet, film coated
6806	Tablet, film coated
6812	Injectable emulsion
6814	Tablet, coated
6817	Tablet
6818	Tablet
6822	Tablet
6823	Tablet
6824	Injectable solution
6825	Spray, suspension
6830	Injectable emulsion
6831	Injectable solution
6832	Injectable concentrate for solution
6833	Injectable emulsion
6834	Spray
6835	Syrup, sugar free
6836	Tablet
6837	Tablet
6838	Tablet
6839	Tablet
6840	Tablet
6841	Tablet
6844	Tablet
6845	Tablet
6846	Tablet
6847	Tablet
6848	Tablet
6849	Tablet, film coated
6850	Injectable solution
6853	Capsule
6854	Tablet
6855	Tablet
6858	Tablet
6860	Injectable solution
6861	Injectable solution
6862	Injectable concentrate for solution
6863	Injectable solution
6865	Injectable solution
6867	Syrup
6868	Gel
6869	Drops
6872	Gel
6879	Capsule
6880	Capsule
6881	Capsule
6883	Capsule
6884	Tablet
6885	Tablet
6886	Capsule
6887	Solution
6890	Tablet, controlled release
6891	Injectable powder for solution
6892	Injectable powder for solution
6893	Injectable powder for solution
6894	Injectable powder for solution
6895	Caplet
6903	Injectable solution
6904	Injectable dry powder for solution
6905	Cream
6906	Injectable concentrate for solution
6907	Injectable concentrate for solution
6909	Injectable solution
6912	Injectable powder for solution
6914	Tablet, Oral lyophilisate 
6915	Tablet, Oral lyophilisate 
6917	Tablet, film coated
6918	Tablet, film coated
6919	Tablet, film coated
6922	Capsule
6924	Tablet, delayed release
6925	Tablet, delayed release
6926	Capsule
6927	Tablet
6930	Tablet
6934	Tablet, orodispersible
6935	Tablet, orodispersible
6938	Tablet, film coated
6939	Injectable lyophilised powder
6940	Tablet, chewable
6941	Tablet, film coated
6942	Tablet, chewable
6943	Powder for suspension
6946	Spray
6947	Capsule
6951	Tablet, film coated
6953	Suspension
6955	Tablet, microgranules
6958	Injectable lyophilised powder for solution+diluent
6962	Tablet
6963	Tablet, extended release
6965	Injectable concentrated powder for solution
6966	Injectable concentrated powder for solution
6968	Varnish
6969	Tablet, film coated
6970	Injectable powder for solution+diluent
6971	Injectable powder for solution
6975	Spray
6976	Capsule
6977	Tablet, film coated
6978	Capsule, micronized
6979	Cream
6980	Injectable powder for solution
6982	Injectable powder for solution+diluent
6983	Injectable concentrated powder for solution
6984	Injectable concentrated powder for solution
6985	Injectable concentrated powder for solution
6986	Syrup
6988	Suspension
6991	Tablet, chewable
6992	Tablet, chewable
6993	Implant
6995	Injectable solution
6997	Injectable powder for solution
6999	Suspension
7000	Injectable solution
7001	Tablet
7003	Tablet, coated
7004	Tablet, enteric coated
7010	Tablet, film coated
7011	Tablet, film coated
7012	Capsule
7014	Tablet, mouth dissolving
7015	Tablet, mouth dissolving
7017	Tablet, film coated
7018	Tablet, film coated
7020	Injectable powder
7021	Injectable powder for solution
7023	Injectable solution
7025	Powder for suspension
7026	Injectable solution
7027	Tablet, film coated
7028	Tablet, film coated
7029	Tablet, film coated
7032	Injectable solution
7035	Tablet, coated
7036	Tablet, coated
7037	Tablet, coated
7038	Tablet, coated
7041	Syrup
7042	Tablet, film coated
7043	Tablet, film coated
7044	Tablet, film coated
7045	Tablet, film coated
7046	Tablet, film coated
7047	Tablet, film coated
7048	Tablet
7049	Tablet
7050	Injectable powder for solution
7051	Injectable powder for solution
7052	Injectable powder for solution
7053	Injectable powder for solution
7054	Injectable concentrated  solution
7057	Gel
7058	Tablet, film coated
7059	Tablet, film coated
7060	Tablet, film coated
7061	Tablet, film coated
7063	Tablet, film coated
7064	Tablet, film coated
7065	Tablet, film coated
7068	Injectable solution
7069	Injectable solution
7073	Injectable solution
7074	Injectable solution
7075	Injectable solution
7076	Injectable solution
7077	Injectable suspension
7078	Tablet, prolonged release
7082	Tablet, film coated
7087	Tablet, coated
7088	Tablet, coated
7091	Capsule
7092	Injectable solution
7093	Injectable solution
7094	Lotion
7095	Ointment
7097	Injectable concentrated solution+diluent
7098	Injectable concentrated solution+diluent
7099	Injectable concentrated solution+diluent
7101	Injectable solution
7115	Tablet, film coated
7116	Tablet, film coated
7117	Capsule
7118	Capsule
7119	Capsule
7120	Tablet, film coated
7121	Tablet, film coated
7122	Injectable solution
7123	Injectable solution
7125	Injectable emulsion
7126	Injectable emulsion
7127	Injectable emulsion
7129	Injectable emulsion
7130	Injectable emulsion
7131	Injectable emulsion
7132	Injectable emulsion
7136	Powder for suspension
7137	Capsule
7142	Metered dose inhaler
7145	Tablet
7146	Tablet
7147	Injectable solution
7148	Injectable solution
7149	Injectable solution
7150	Injectable solution
7152	Capsule
7153	Drops solution
7155	Tablet
7156	Cream
7158	Capsule
7159	Elixir
7160	Capsule
7163	Tablet
7167	Tablet, sustained release
7168	Tablet, film coated
7169	Tablet, film coated
7170	Tablet, film coated
7171	Tablet
7172	Tablet
7173	Tablet, film coated
7174	Tablet, film coated
7176	Capsule
7177	Caplet, film coated
7178	Injectable powder for solution+diluent
7179	Injectable powder for solution+diluent
7180	Tablet
7183	Vaginal delivery system
7184	Capsule
7185	Water for injection, irrigation
7187	Injectable solution
7188	Tablet, film coated
7190	Injectable solution
7193	Injectable powder for solution+diluent
7194	Tablet, film coated
7195	Tablet, film coated
7196	Tablet, film coated
7197	Injectable powder for solution
7198	Injectable powder for solution
7199	Tablet
7204	Capsule
7205	Capsule
7211	Injectable solution
7212	Injectable solution
7214	Capsule, hard
7216	Injectable solution
7220	Ointment
7221	Solution
7222	Tablet, film coated
7223	Tablet, film coated
7224	Tablet, film coated
7225	Tablet, film coated
7226	Tablet
7227	Tablet
7228	Tablet
7232	Tablet, enteric coated
7233	Tablet, film coated
7234	Powder
7235	Tablet
7237	Injectable concentrated solution
7238	Injectable concentrated solution
7239	Injectable solution
7242	Powder for suspension
7243	Tablet
7244	Tablet
7246	Capsule
7249	Injectable solution
7250	Injectable powder for solution
7251	Tablet, chewable
7252	Tablet, chewable
7253	Pessary
7257	Tablet
7258	Tablet
7261	Tablet, film coated
7262	Capsule
7263	Ointment
7264	Solution
7265	Tablet, film coated
7266	Injectable concentrate for solution
7267	Injectable solution
7268	Tablet, film coated
7269	Tablet
7270	Tablet
7273	Capsule
7274	Capsule
7276	Injectable powder for suspension+diluent
7280	Injectable lyophilised powder
7281	Injectable lyophilised powder
7282	Tablet, film coated
7283	Injectable solution
7284	Capsule
7285	Syrup
7286	Capsule, hard
7287	Capsule, hard
7289	Tablet, coated
7290	Tablet, film coated
7291	Tablet, film coated
7292	Tablet, film coated
7294	Capsule, hard
7296	Capsule, hard
7303	Tablet, film coated
7304	Tablet, film coated
7305	Tablet, film coated
7306	Tablet, film coated
7307	Tablet, film coated
7308	Tablet, film coated
7309	Capsule
7310	Tablet, film coated
7311	Tablet, film coated
7314	Tablet, film coated
7315	Solution
7316	Tablet
7317	Tablet
7318	Injectable solution
7319	Pessary
7320	Drops
7321	Powder
7322	Emulsion
7323	Injectable solution
7327	Tablet, scored
7328	Syrup
7329	Injectable lyophilised powder for solution
7330	Tablet
7331	Tablet
7332	Cream
7333	Tablet, film coated
7337	Tablet, film coated
7338	Tablet, film coated
7339	Tablet
7340	Tablet, film coated
7341	Tablet, film coated
7342	Tablet, film coated
7343	Tablet, film coated
7344	Tablet
7345	Tablet, film coated
7346	Capsule
7347	Tablet
7348	Tablet, film coated
7349	Tablet, film coated
7350	Tablet, film coated
7352	Tablet, film coated
7353	Tablet, film coated
7354	Tablet, film coated
7355	Tablet, film coated
7356	Tablet, film coated
7357	Tablet, film coated
7358	Tablet, film coated
7359	Tablet, film coated
7360	Tablet, film coated
7361	Tablet, film coated
7362	Tablet, mouth dissolving
7363	Tablet, mouth dissolving
7365	Injectable solution
7366	Injectable solution
7367	Injectable concentrate for solution
7368	Injectable concentrate for solution
7369	Injectable concentrate for solution
7371	Tablet, film coated
7372	Tablet, film coated
7373	Injectable solution
7374	Injectable solution
7375	Injectable solution
7376	Injectable solution
7377	Injectable solution
7378	Injectable solution
7379	Injectable solution
7381	Injectable solution
7383	Injectable solution
7384	Tablet
7385	Capsule
7386	Tablet, film coated
7387	Tablet, film coated
7388	Tablet, film coated
7389	Tablet, film coated
7390	Tablet, film coated
7393	Tablet, extended release
7394	Tablet, orodispersible
7395	Tablet, orodispersible
7396	Tablet, film coated
7397	Tablet, film coated
7400	Injectable solution
7401	Injectable solution
7402	Injectable solution
7404	Capsule
