MoPHCode	DFSequence	Form	Route
5385	S1S2S7	Tablet, film coated	O-Oral
5386	S1S2S7	Tablet, film coated	O-Oral
10693	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
10694	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
8103	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8104	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8105	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8924	S1S2S7	Tablet	O-Oral
4304	S1S2S7	Tablet, coated	O-Oral
4314	S1S2S7	Tablet, coated	O-Oral
10763	S1S2S7	Tablet, film coated	O-Oral
10764	S1S2S7	Tablet, film coated	O-Oral
10765	S1S2S7	Tablet, film coated	O-Oral
7049	S1S2S7	Tablet	O-Oral
7199	S1S2S7	Tablet	O-Oral
7258	S1S2S7	Tablet	O-Oral
8176	C22C24C23C21	Injectable, solution	IV-Intravenous
5492	S1S2S7	Tablet, film coated	O-Oral
5493	S1S2S7	Tablet, film coated	O-Oral
8842	S1S2S7	Tablet	O-Oral
8843	S1S2S7	Tablet	O-Oral
9468	S1S2S7	Tablet, film coated	O-Oral
9469	S1S2S7	Tablet, film coated	O-Oral
10713	S1S2S7	Tablet, film coated	O-Oral
10714	S1S2S7	Tablet, film coated	O-Oral
8898	S1S2S7	Tablet, film coated	O-Oral
8002	S1S2S7	Tablet, film coated	O-Oral
8003	S1S2S7	Tablet, film coated	O-Oral
8004	S1S2S7	Tablet, film coated	O-Oral
8005	S1S2S7	Tablet, film coated	O-Oral
8006	S1S2S7	Tablet, film coated	O-Oral
4468	S1S2S7	Tablet	O-Oral
4497	S1S2S7	Tablet	O-Oral
4508	S1S2S7	Tablet	O-Oral
2548	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9224	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
988	S1S2S7	Tablet CHOOSE scored	O-Oral
1664	S1S2S7	Tablet CHOOSE scored	O-Oral
2573	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
4738	S1S2S7	Tablet CHOOSE scored	O-Oral
5313	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
5427	S1S2S7	Tablet	O-Oral
5429	S1S2S7	Tablet	O-Oral
8145	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
8224	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
8249	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
9133	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
9552	C22C24C23C21	Injectable, solution	Inf-Infusion
10791	S1S2S7	Tablet	O-Oral
10877	S1S2S7	Tablet	O-Oral
10878	S1S2S7	Tablet	O-Oral
10186	S1S2S7	Tablet	O-Oral
10204	S1S2S7	Tablet	O-Oral
8794	S1S2S7	Tablet	O-Oral
10396	S1S2S7	Tablet	O-Oral
7087	S1S2S7	Tablet, coated	O-Oral
7088	S1S2S7	Tablet, coated	O-Oral
9025	S1S2S7	Tablet, coated	O-Oral
9026	S1S2S7	Tablet, coated	O-Oral
9067	S1S2S7	Tablet, coated	O-Oral
9068	S1S2S7	Tablet, coated	O-Oral
9898	S1S2S7	Tablet, coated	O-Oral
9899	S1S2S7	Tablet, coated	O-Oral
4267	S1S2S7	Tablet	O-Oral
5439	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5440	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5739	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
573	S1S2S7	Tablet, film coated	O-Oral
6441	S1S2S7	Capsule	O-Oral
8973	D1	Cream	R-Rectal
7703	D1	Cream	R-Rectal
9781	S6	Suppository	R-Rectal
10297	S6	Suppository	R-Rectal
10298	D5	Ointment	R-Rectal
8596	D5	Ointment	R-Rectal
8597	S6	Suppository	R-Rectal
9120	D5	Ointment	R-Rectal
10236	D3	Gel	T-Topical
10425	S6	Suppository	R-Rectal
10248	S6	Suppository	R-Rectal
2638	D1	Cream	R-Rectal
2639	D3	Gel	R-Rectal
1169	D3	Gel	T-Topical
5569	D3	Gel	T-Topical
9346	C22C24C23C21	Injectable, solution	Varicose vein
9347	C22C24C23C21	Injectable, solution	Varicose vein
9348	C22C24C23C21	Injectable, solution	Varicose vein
8157	S1S2S7	Capsule	O-Oral
8158	S1S2S7	Capsule	O-Oral
3427	S1S2S7	Tablet, film coated	O-Oral
6927	S1S2S7	Tablet	O-Oral
5878	S1S2S7	Capsule	O-Oral
9608	D3	Gel	T-Topical
2361	S1S2S7	Tablet, film coated	O-Oral
8290	S1S2S7	Tablet, film coated	O-Oral
9438	S1S2S7	Tablet, film coated	O-Oral
8886	S1S2S7	Capsule	O-Oral
3195	L1	Drops, solution	O-Oral
3196	S1S2S7	Tablet, film coated	O-Oral
4284	S1S2S7	Tablet	O-Oral
8031	S1S2S7	Tablet, film coated	O-Oral
10158	S1S2S7	Tablet, sugar coated	O-Oral
10968	S1S2S7	Tablet, coated	O-Oral
10969	S1S2S7	Tablet, coated	O-Oral
1001	S1S2S7	Tablet CHOOSE scored	O-Oral
1002	S1S2S7	Tablet CHOOSE scored	O-Oral
1651	S1S2S7	Tablet, film coated	O-Oral
1652	S1S2S7	Tablet, film coated	O-Oral
4874	S1S2S7	Tablet	O-Oral
4875	S1S2S7	Tablet	O-Oral
10132	S1S2S7	Tablet CHOOSE scored	O-Oral
10177	S1S2S7	Tablet CHOOSE scored	O-Oral
6516	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7573	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
480	S1S2S7	Tablet	O-Oral
481	S1S2S7	Tablet	O-Oral
978	S1S2S7	Tablet	O-Oral
1610	S1S2S7	Tablet	O-Oral
4249	S1S2S7	Tablet	O-Oral
4260	S1S2S7	Tablet	O-Oral
9925	S1S2S7	Tablet, film coated	O-Oral
9926	S1S2S7	Tablet, film coated	O-Oral
10970	S1S2S7	Tablet, coated	O-Oral
10971	S1S2S7	Tablet, coated	O-Oral
3027	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
11045	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4078	S1S2S7	Tablet, film coated	O-Oral
4079	S1S2S7	Tablet, film coated	O-Oral
4693	S1S2S7	Tablet, film coated	O-Oral
4694	S1S2S7	Tablet, film coated	O-Oral
4695	S1S2S7	Tablet, film coated	O-Oral
5039	S1S2S7	Tablet, film coated	O-Oral
5041	S1S2S7	Tablet, film coated	O-Oral
5181	S1S2S7	Tablet, film coated	O-Oral
5192	S1S2S7	Tablet, film coated	O-Oral
5506	S1S2S7	Tablet	O-Oral
5507	S1S2S7	Tablet	O-Oral
5951	S1S2S7	Tablet	O-Oral
5957	S1S2S7	Tablet, film coated	O-Oral
6308	S1S2S7	Tablet, coated	O-Oral
6309	S1S2S7	Tablet, coated	O-Oral
7838	S1S2S7	Tablet, film coated	O-Oral
8767	S1S2S7	Tablet, film coated	O-Oral
8768	S1S2S7	Tablet, film coated	O-Oral
3686	S1S2S7	Tablet CHOOSE scored	O-Oral
10778	S1S2S7	Tablet	O-Oral
10973	S1S2S7	Tablet CHOOSE scored	O-Oral
11030	S1S2S7	Tablet	O-Oral
9901	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
9465	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9466	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9467	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9853	S1S2S7	Tablet CHOOSE scored	O-Oral
9968	S1S2S7	Tablet CHOOSE scored	O-Oral
1606	S1S2S7	Tablet	O-Oral
4268	S1S2S7	Tablet	O-Oral
4269	S1S2S7	Tablet	O-Oral
4696	S1S2S7	Tablet, film coated	O-Oral
4697	S1S2S7	Tablet, film coated	O-Oral
5397	S1S2S7	Tablet, film coated	O-Oral
6553	S1S2S7	Tablet, film coated	O-Oral
6715	S1S2S7	Tablet	O-Oral
8769	S1S2S7	Tablet, film coated	O-Oral
10437	S1S2S7	Tablet, film coated	O-Oral
6338	S1S2S7	Tablet, film coated	O-Oral
6339	S1S2S7	Tablet, film coated	O-Oral
4321	S1S2S7	Tablet	O-Oral
5516	S1S2S7	Tablet, film coated	O-Oral
5518	S1S2S7	Tablet, film coated	O-Oral
1858	S1S2S7	Capsule	O-Oral
3531	S1S2S7	Capsule	O-Oral
5074	S1S2S7	Tablet	O-Oral
5266	S1S2S7	Capsule	O-Oral
5585	S1S2S7	Capsule	O-Oral
5586	S1S2S7	Capsule	O-Oral
5695	S1S2S7	Capsule	O-Oral
6407	S1S2S7	Tablet	O-Oral
6471	S1S2S7	Tablet	O-Oral
7243	S1S2S7	Tablet	O-Oral
7273	S1S2S7	Capsule	O-Oral
7274	S1S2S7	Capsule	O-Oral
7330	S1S2S7	Tablet	O-Oral
7331	S1S2S7	Tablet	O-Oral
7347	S1S2S7	Tablet	O-Oral
7570	S1S2S7	Tablet	O-Oral
7746	S1S2S7	Tablet	O-Oral
8570	S1S2S7	Tablet	O-Oral
10779	S1S2S7	Tablet CHOOSE scored	O-Oral
10780	S1S2S7	Tablet	O-Oral
10835	C22C24C23C21	Injectable, solution	Inf-Infusion
6681	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6682	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7167	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10773	L9	Syrup	O-Oral
2688	S1S2S7	Tablet, film coated	O-Oral
3717	S1S2S7	Tablet CHOOSE scored	O-Oral
4311	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4312	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5285	S1S2S7	Tablet, film coated	O-Oral
5286	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10278	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10279	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
2968	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
2969	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3045	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3055	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3094	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3631	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3692	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
4250	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
4251	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
4252	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
4253	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
4254	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8364	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3819	S1S2S7	Tablet CHOOSE scored	O-Oral
3820	S1S2S7	Tablet CHOOSE scored	O-Oral
4275	S1S2S7	Tablet CHOOSE scored	O-Oral
4276	S1S2S7	Tablet CHOOSE scored	O-Oral
4277	S1S2S7	Tablet CHOOSE scored	O-Oral
4578	S1S2S7	Tablet CHOOSE scored	O-Oral
5171	S1S2S7	Tablet	O-Oral
5173	S1S2S7	Tablet	O-Oral
6714	S1S2S7	Tablet CHOOSE scored	O-Oral
321	S1S2S7	Tablet	O-Oral
322	S1S2S7	Tablet	O-Oral
1642	S1S2S7	Tablet	O-Oral
1643	S1S2S7	Tablet	O-Oral
1644	S1S2S7	Tablet	O-Oral
5229	S1S2S7	Tablet, film coated	O-Oral
5236	S1S2S7	Tablet, film coated	O-Oral
4263	S1S2S7	Capsule	O-Oral
4264	S1S2S7	Capsule	O-Oral
4265	S1S2S7	Capsule	O-Oral
4266	S1S2S7	Capsule	O-Oral
5396	S1S2S7	Tablet	O-Oral
5404	S1S2S7	Tablet	O-Oral
5405	S1S2S7	Tablet	O-Oral
5669	S1S2S7	Capsule	O-Oral
5670	S1S2S7	Capsule	O-Oral
6340	S1S2S7	Capsule	O-Oral
6480	S1S2S7	Tablet	O-Oral
6481	S1S2S7	Tablet	O-Oral
7171	S1S2S7	Tablet	O-Oral
7172	S1S2S7	Tablet	O-Oral
7244	S1S2S7	Tablet	O-Oral
7710	S1S2S7	Tablet	O-Oral
7711	S1S2S7	Tablet	O-Oral
7712	S1S2S7	Tablet	O-Oral
10883	S1S2S7	Tablet	O-Oral
10884	S1S2S7	Tablet	O-Oral
10885	S1S2S7	Tablet	O-Oral
5282	S1S2S7	Capsule	O-Oral
9850	S1S2S7	Tablet, film coated	O-Oral
4278	S1S2S7	Tablet CHOOSE scored	O-Oral
1641	S1S2S7	Tablet	O-Oral
3530	S1S2S7	Tablet	O-Oral
5615	S1S2S7	Tablet, film coated	O-Oral
5616	S1S2S7	Tablet, film coated	O-Oral
6262	S1S2S7	Tablet, film coated	O-Oral
5576	S1S2S7	Tablet	O-Oral
5577	S1S2S7	Tablet	O-Oral
7547	S1S2S7	Tablet, film coated	O-Oral
5729	S1S2S7	Tablet, film coated	O-Oral
5730	S1S2S7	Tablet, film coated	O-Oral
5880	S1S2S7	Tablet	O-Oral
5881	S1S2S7	Tablet	O-Oral
5882	S1S2S7	Tablet	O-Oral
5883	S1S2S7	Tablet	O-Oral
6836	S1S2S7	Tablet	O-Oral
10139	S1S2S7	Capsule, hard	O-Oral
10140	S1S2S7	Capsule, hard	O-Oral
10141	S1S2S7	Capsule, hard	O-Oral
10142	S1S2S7	Capsule, hard	O-Oral
8130	S1S2S7	Tablet, film coated	O-Oral
8131	S1S2S7	Tablet, film coated	O-Oral
8132	S1S2S7	Tablet, film coated	O-Oral
8133	S1S2S7	Tablet, film coated	O-Oral
9678	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
9679	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4745	S1S2S7	Tablet	O-Oral
5244	S1S2S7	Tablet	O-Oral
5329	S1S2S7	Tablet, film coated	O-Oral
6845	S1S2S7	Tablet	O-Oral
6846	S1S2S7	Tablet	O-Oral
7173	S1S2S7	Tablet, film coated	O-Oral
10943	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
10944	S1S2S7	Tablet, coated	O-Oral
6477	S1S2S7	Tablet	O-Oral
6855	S1S2S7	Tablet	O-Oral
7045	S1S2S7	Tablet, film coated	O-Oral
7046	S1S2S7	Tablet, film coated	O-Oral
7063	S1S2S7	Tablet, film coated	O-Oral
7064	S1S2S7	Tablet, film coated	O-Oral
7065	S1S2S7	Tablet, film coated	O-Oral
7889	S1S2S7	Tablet, film coated	O-Oral
7890	S1S2S7	Tablet, film coated	O-Oral
7891	S1S2S7	Tablet, film coated	O-Oral
7934	S1S2S7	Tablet, film coated	O-Oral
7972	S1S2S7	Tablet, film coated	O-Oral
8815	S1S2S7	Tablet, film coated	O-Oral
8816	S1S2S7	Tablet, film coated	O-Oral
6222	S1S2S7	Tablet, film coated	O-Oral
6223	S1S2S7	Tablet, film coated	O-Oral
7333	S1S2S7	Tablet, film coated	O-Oral
7337	S1S2S7	Tablet, film coated	O-Oral
7338	S1S2S7	Tablet, film coated	O-Oral
7389	S1S2S7	Tablet, film coated	O-Oral
7390	S1S2S7	Tablet, film coated	O-Oral
7603	S1S2S7	Tablet, film coated	O-Oral
7675	S1S2S7	Tablet, film coated	O-Oral
9070	S1S2S7	Tablet	O-Oral
9071	S1S2S7	Tablet	O-Oral
9265	S1S2S7	Tablet, film coated	O-Oral
9266	S1S2S7	Tablet, film coated	O-Oral
9294	S1S2S7	Tablet	O-Oral
9295	S1S2S7	Tablet	O-Oral
10586	S1S2S7	Tablet, film coated	O-Oral
10587	S1S2S7	Tablet, film coated	O-Oral
10871	S1S2S7	Tablet, film coated	O-Oral
10872	S1S2S7	Tablet, film coated	O-Oral
1381	S1S2S7	Tablet	O-Oral
1382	S1S2S7	Tablet	O-Oral
3388	S1S2S7	Tablet	O-Oral
3392	S1S2S7	Tablet	O-Oral
6822	S1S2S7	Tablet	O-Oral
6823	S1S2S7	Tablet	O-Oral
10109	S1S2S7	Tablet CHOOSE scored	O-Oral
10110	S1S2S7	Tablet CHOOSE scored	O-Oral
10111	S1S2S7	Tablet CHOOSE scored	O-Oral
2265	S1S2S7	Tablet	O-Oral
2308	S1S2S7	Tablet	O-Oral
5077	S1S2S7	Tablet	O-Oral
5078	S1S2S7	Tablet	O-Oral
9589	S1S2S7	Tablet	O-Oral
6576	S1S2S7	Tablet, film coated	O-Oral
6577	S1S2S7	Tablet, film coated	O-Oral
6578	S1S2S7	Tablet, film coated	O-Oral
6764	S1S2S7	Tablet, film coated	O-Oral
6765	S1S2S7	Tablet, film coated	O-Oral
6766	S1S2S7	Tablet, film coated	O-Oral
9794	S1S2S7	Tablet, film coated	O-Oral
9795	S1S2S7	Tablet, film coated	O-Oral
9796	S1S2S7	Tablet, film coated	O-Oral
7841	S1S2S7	Tablet	O-Oral
7842	S1S2S7	Tablet	O-Oral
9567	S1S2S7	Tablet	O-Oral
9568	S1S2S7	Tablet	O-Oral
4645	S1S2S7	Tablet	O-Oral
5475	S1S2S7	Tablet	O-Oral
6847	S1S2S7	Tablet	O-Oral
6848	S1S2S7	Tablet	O-Oral
6849	S1S2S7	Tablet, film coated	O-Oral
7082	S1S2S7	Tablet, film coated	O-Oral
7174	S1S2S7	Tablet, film coated	O-Oral
9286	S1S2S7	Tablet, film coated	O-Oral
9287	S1S2S7	Tablet, film coated	O-Oral
10945	S1S2S7	Tablet, coated	O-Oral
10946	S1S2S7	Tablet, coated	O-Oral
6478	S1S2S7	Tablet	O-Oral
6572	S1S2S7	Tablet, film coated	O-Oral
6573	S1S2S7	Tablet, film coated	O-Oral
6574	S1S2S7	Tablet, film coated	O-Oral
6854	S1S2S7	Tablet	O-Oral
7892	S1S2S7	Tablet, film coated	O-Oral
7893	S1S2S7	Tablet, film coated	O-Oral
7894	S1S2S7	Tablet, film coated	O-Oral
7895	S1S2S7	Tablet, film coated	O-Oral
7896	S1S2S7	Tablet, film coated	O-Oral
7935	S1S2S7	Tablet, film coated	O-Oral
7936	S1S2S7	Tablet, film coated	O-Oral
8353	S1S2S7	Tablet, film coated	O-Oral
8354	S1S2S7	Tablet, film coated	O-Oral
8357	S1S2S7	Tablet, film coated	O-Oral
8817	S1S2S7	Tablet, film coated	O-Oral
8818	S1S2S7	Tablet, film coated	O-Oral
8819	S1S2S7	Tablet, film coated	O-Oral
6224	S1S2S7	Tablet, film coated	O-Oral
6225	S1S2S7	Tablet, film coated	O-Oral
7386	S1S2S7	Tablet, film coated	O-Oral
7387	S1S2S7	Tablet, film coated	O-Oral
7388	S1S2S7	Tablet, film coated	O-Oral
7604	S1S2S7	Tablet, film coated	O-Oral
7674	S1S2S7	Tablet, film coated	O-Oral
7676	S1S2S7	Tablet, film coated	O-Oral
8512	S1S2S7	Tablet, film coated	O-Oral
8513	S1S2S7	Tablet, film coated	O-Oral
8514	S1S2S7	Tablet, film coated	O-Oral
9267	S1S2S7	Tablet, film coated	O-Oral
9268	S1S2S7	Tablet, film coated	O-Oral
9349	S1S2S7	Tablet, film coated	O-Oral
10528	S1S2S7	Tablet, film coated	O-Oral
10529	S1S2S7	Tablet, film coated	O-Oral
10588	S1S2S7	Tablet, film coated	O-Oral
10589	S1S2S7	Tablet, film coated	O-Oral
10590	S1S2S7	Tablet, film coated	O-Oral
10873	S1S2S7	Tablet, film coated	O-Oral
10874	S1S2S7	Tablet, film coated	O-Oral
3385	S1S2S7	Tablet	O-Oral
6017	S1S2S7	Tablet	O-Oral
6018	S1S2S7	Tablet	O-Oral
10112	S1S2S7	Tablet	O-Oral
10113	S1S2S7	Tablet	O-Oral
2326	S1S2S7	Tablet	O-Oral
5812	S1S2S7	Tablet	O-Oral
7411	S1S2S7	Tablet, film coated	O-Oral
7412	S1S2S7	Tablet, film coated	O-Oral
7413	S1S2S7	Tablet, film coated	O-Oral
7414	S1S2S7	Tablet, film coated	O-Oral
9964	S1S2S7	Tablet, film coated	O-Oral
9965	S1S2S7	Tablet, film coated	O-Oral
9966	S1S2S7	Tablet, film coated	O-Oral
9967	S1S2S7	Tablet, film coated	O-Oral
7843	S1S2S7	Tablet	O-Oral
7844	S1S2S7	Tablet	O-Oral
9803	S1S2S7	Tablet	O-Oral
9804	S1S2S7	Tablet	O-Oral
7311	S1S2S7	Tablet, film coated	O-Oral
7314	S1S2S7	Tablet, film coated	O-Oral
8032	S1S2S7	Caplet, film coated	O-Oral
8033	S1S2S7	Tablet, film coated	O-Oral
8584	S1S2S7	Tablet, film coated	O-Oral
9363	S1S2S7	Tablet, film coated	O-Oral
9364	S1S2S7	Tablet, film coated	O-Oral
9801	S1S2S7	Tablet, film coated	O-Oral
10223	S1S2S7	Tablet, film coated	O-Oral
10349	S1S2S7	Tablet, film coated	O-Oral
10350	S1S2S7	Tablet, film coated	O-Oral
7408	S1S2S7	Tablet, film coated	O-Oral
7409	S1S2S7	Tablet, film coated	O-Oral
7410	S1S2S7	Tablet, film coated	O-Oral
9961	S1S2S7	Tablet, film coated	O-Oral
9962	S1S2S7	Tablet, film coated	O-Oral
9963	S1S2S7	Tablet, film coated	O-Oral
6461	S1S2S7	Tablet	O-Oral
6462	S1S2S7	Tablet	O-Oral
7479	S1S2S7	Tablet, film coated	O-Oral
7481	S1S2S7	Tablet, film coated	O-Oral
7482	S1S2S7	Tablet, film coated	O-Oral
6817	S1S2S7	Tablet	O-Oral
6818	S1S2S7	Tablet	O-Oral
10245	S1S2S7	Capsule, hard	O-Oral
10246	S1S2S7	Capsule, hard	O-Oral
10247	S1S2S7	Capsule, hard	O-Oral
7226	S1S2S7	Tablet	O-Oral
7227	S1S2S7	Tablet	O-Oral
8232	S1S2S7	Tablet, film coated	O-Oral
8233	S1S2S7	Tablet, film coated	O-Oral
8234	S1S2S7	Tablet, film coated	O-Oral
8235	S1S2S7	Tablet, film coated	O-Oral
7762	S1S2S7	Tablet, film coated	O-Oral
7763	S1S2S7	Tablet, film coated	O-Oral
7764	S1S2S7	Tablet, film coated	O-Oral
7765	S1S2S7	Tablet, film coated	O-Oral
7766	S1S2S7	Tablet, film coated	O-Oral
8447	S1S2S7	Tablet, film coated	O-Oral
8448	S1S2S7	Tablet, film coated	O-Oral
8449	S1S2S7	Tablet, film coated	O-Oral
3898	S1S2S7	Tablet, film coated	O-Oral
3899	S1S2S7	Tablet, film coated	O-Oral
3900	S1S2S7	Tablet, film coated	O-Oral
4371	S1S2S7	Tablet CHOOSE scored	O-Oral
4372	S1S2S7	Tablet CHOOSE scored	O-Oral
4373	S1S2S7	Tablet CHOOSE scored	O-Oral
4674	S1S2S7	Tablet	O-Oral
4675	S1S2S7	Tablet	O-Oral
4676	S1S2S7	Tablet CHOOSE scored	O-Oral
6727	S1S2S7	Tablet	O-Oral
6728	S1S2S7	Tablet	O-Oral
6729	S1S2S7	Tablet	O-Oral
7169	S1S2S7	Tablet, film coated	O-Oral
7170	S1S2S7	Tablet, film coated	O-Oral
3571	S1S2S7	Tablet	O-Oral
3579	S1S2S7	Tablet	O-Oral
4338	S1S2S7	Tablet CHOOSE scored	O-Oral
4339	S1S2S7	Tablet CHOOSE scored	O-Oral
4340	S1S2S7	Tablet CHOOSE scored	O-Oral
9005	S1S2S7	Tablet CHOOSE scored	O-Oral
9006	S1S2S7	Tablet CHOOSE scored	O-Oral
3563	S1S2S7	Tablet, film coated	O-Oral
3564	S1S2S7	Tablet, film coated	O-Oral
3894	S1S2S7	Tablet, coated	O-Oral
3895	S1S2S7	Tablet, coated	O-Oral
4718	S1S2S7	Tablet, film coated	O-Oral
4719	S1S2S7	Tablet, film coated	O-Oral
4720	S1S2S7	Tablet, film coated	O-Oral
5075	S1S2S7	Tablet, film coated	O-Oral
5076	S1S2S7	Tablet, film coated	O-Oral
5224	S1S2S7	Tablet	O-Oral
5225	S1S2S7	Tablet	O-Oral
5226	S1S2S7	Tablet CHOOSE scored	O-Oral
5267	S1S2S7	Tablet	O-Oral
5268	S1S2S7	Tablet	O-Oral
5269	S1S2S7	Tablet	O-Oral
5486	S1S2S7	Tablet, film coated	O-Oral
5487	S1S2S7	Tablet, film coated	O-Oral
5587	S1S2S7	Tablet, film coated	O-Oral
5588	S1S2S7	Tablet, film coated	O-Oral
5863	S1S2S7	Tablet, film coated	O-Oral
5989	S1S2S7	Tablet, coated	O-Oral
6092	S1S2S7	Tablet	O-Oral
6093	S1S2S7	Tablet	O-Oral
6094	S1S2S7	Tablet	O-Oral
6130	S1S2S7	Tablet, film coated	O-Oral
6131	S1S2S7	Tablet, film coated	O-Oral
6132	S1S2S7	Tablet, film coated	O-Oral
6188	S1S2S7	Tablet, film coated	O-Oral
6354	S1S2S7	Tablet, film coated	O-Oral
6355	S1S2S7	Tablet, film coated	O-Oral
6356	S1S2S7	Tablet, film coated	O-Oral
7017	S1S2S7	Tablet, film coated	O-Oral
7018	S1S2S7	Tablet, film coated	O-Oral
7042	S1S2S7	Tablet, film coated	O-Oral
7043	S1S2S7	Tablet, film coated	O-Oral
7044	S1S2S7	Tablet, film coated	O-Oral
7115	S1S2S7	Tablet, film coated	O-Oral
7116	S1S2S7	Tablet, film coated	O-Oral
7177	S1S2S7	Caplet, film coated	O-Oral
7490	S1S2S7	Tablet, film coated	O-Oral
7525	S1S2S7	Caplet, film coated	O-Oral
7526	S1S2S7	Caplet, film coated	O-Oral
7569	S1S2S7	Tablet, film coated	O-Oral
8307	S1S2S7	Tablet, film coated	O-Oral
8485	S1S2S7	Tablet, film coated	O-Oral
8486	S1S2S7	Tablet, film coated	O-Oral
8509	S1S2S7	Tablet, film coated	O-Oral
8510	S1S2S7	Tablet, film coated	O-Oral
8660	S1S2S7	Tablet	O-Oral
9199	S1S2S7	Tablet, film coated	O-Oral
9200	S1S2S7	Tablet, film coated	O-Oral
9234	S1S2S7	Tablet, coated	O-Oral
10174	S1S2S7	Tablet, film coated	O-Oral
10175	S1S2S7	Tablet, film coated	O-Oral
10484	S1S2S7	Tablet, coated	O-Oral
10576	S1S2S7	Tablet, film coated	O-Oral
10577	S1S2S7	Tablet, film coated	O-Oral
10578	S1S2S7	Tablet, film coated	O-Oral
10579	S1S2S7	Tablet, film coated	O-Oral
1711	S1S2S7	Tablet, film coated	O-Oral
1712	S1S2S7	Tablet, film coated	O-Oral
1713	S1S2S7	Tablet, film coated	O-Oral
3990	S1S2S7	Tablet, film coated	O-Oral
4094	S1S2S7	Tablet, film coated	O-Oral
5484	S1S2S7	Tablet, film coated	O-Oral
5485	S1S2S7	Tablet, film coated	O-Oral
5565	S1S2S7	Tablet	O-Oral
5761	S1S2S7	Tablet, film coated	O-Oral
6301	S1S2S7	Tablet, film coated	O-Oral
6302	S1S2S7	Tablet, film coated	O-Oral
6303	S1S2S7	Tablet, film coated	O-Oral
6342	S1S2S7	Tablet, film coated	O-Oral
6343	S1S2S7	Tablet, film coated	O-Oral
7037	S1S2S7	Tablet, coated	O-Oral
