Code	Child
11193	Tablet, film coated
9469	Tablet, film coated
8842	Tablet
10713	Tablet, film coated
5493	Tablet, film coated
11194	Tablet, film coated
9468	Tablet, film coated
8843	Tablet
10714	Tablet, film coated
8898	Tablet, film coated
4468	Tablet
4497	Tablet
4508	Tablet
2548	Comprimé pelliculé à libération prolongée
9224	Tablet, prolonged release
10878	Tablet
988	Tablet
11501	Tablet
1664	Tablet
10791	Tablet
4738	Tablet, scored
8224	Injection
8249	Injectable solution
2573	Injectable solution
8145	Injectable solution
9133	Injectable solution
5313	solution injectable 
9552	Solution for infusion
10877	Tablet
10186	Tablet
10204	Tablet
10396	Tablet
8794	Tablet
9067	Comprimes pellicules
9899	Comprimes pellicules
11459	Comprimes pellicules
9025	Comprimes pellicules
7087	Tablet, coated
9068	Comprimes pellicules
9898	Comprimes pellicules
11460	Comprimes pellicules
9026	Comprimes pellicules
7088	Tablet, coated
4267	Tablet
11495	Tablet, sustained release
6441	Gélules
11594	Tablet, film coated
573	Tablet, film coated
8973	Cream for rectal use
7703	Topical Cream
9781	Rectal suppositories
10297	Rectal suppository
10298	Rectal ointment
9120	Ointment
10236	Topical gel
10425	Suppositories for adults
10248	Suppository
2638	Cream
2639	Gel
1169	Gel
5569	Gel
9347	Injection solution
9348	Injection solution
9346	Injection solution
8157	Capsule
8158	Capsule
7080	Ointment
7081	Ointment
3427	Comprimé
6927	Tablet
5878	Capsule
9608	Gel
2361	Comprimés pelliculés
8290	Tablet, film coated
9438	Tablet, film coated
8886	Gélule
3195	Soluté Buvable Goutte
3196	Comprimé Enrobé
8031	Comprimé Enrobé
10968	Comprimés pelliculés
10969	Comprimés pelliculés
10158	Dragée
1001	Tablet
1651	Tablet, film coated
4874	Tablet
1002	Tablet
1652	Tablet, film coated
4875	Tablet
10132	Comprimés sécables
10177	Comprimés sécables
6516	Tablet, controlled release
7573	Tablet, controlled release
11441	Tablet, film coated
978	Tablet
11080	Comprimés  sécables
4249	Tablet
480	Tablet
11442	Tablet, film coated
4260	Tablet
481	Tablet
10970	Comprimés pelliculés
10971	Comprimés pelliculés
11045	Tablet, film coated, scored
4694	Tablet, film coated
5951	Tablet
5039	Tablet, film coated
5506	Tablet
5192	Tablet, film coated
11444	Tablet, film coated
4078	Tablet, film coated
11384	Comprimés pelliculés sécables
6308	Tablet, coated
8768	Tablet, film coated
11561	Tablet, film coated
4695	Tablet, film coated
5041	Tablet, film coated
5507	Tablet
5181	Tablet, film coated
4079	Tablet, film coated
11385	Comprimés pelliculés sécables
6309	Tablet, coated
8767	Tablet, film coated
4693	Tablet, film coated
5957	Tablet, film coated
11445	Tablet, film coated
7838	Tablet, film coated
11251	Comprimés pelliculés sécables
11383	Comprimés pelliculés sécables
11252	Comprimés pelliculés sécables
11253	Comprimés pelliculés sécables
3686	Tablet
11030	Tablet
10973	Comprimés quadrisecables 
10778	Tablet
9901	
9853	Tablet
9467	Tablet, film coated, scored
9465	Tablet, film coated, scored
9968	Tablet
9466	Tablet, film coated, scored
4268	Tablet
11443	Tablet, film coated
4269	Tablet
4696	Tablet, film coated
6715	Tablet
5397	Tablet, film coated
10437	Tablet, film coated
8769	Tablet, film coated
4697	Tablet, film coated
11254	Tablet, film coated
6338	Tablet, film coated
6339	Tablet, film coated
4321	Tablet
5516	Tablet, film coated
5518	Tablet, film coated
3531	Capsule
10779	Tablet, scored
7746	Tablet
5074	Tablet
5585	Capsule
7274	Capsule
5266	Capsule, hard gelatin
6471	Tablet
6256	Capsule
3950	Capsule
5695	Capsule
1858	Capsule
7243	Tablet
7330	Tablet
10780	Tablet
7570	Tablet
7347	Tablet
5586	Capsule
7273	Capsule
6407	Tablet
8570	Tablet
7331	Tablet
10835	Solution injectable
7167	Tablet, sustained release
6681	Tablet, prolonged release
6682	Tablet, prolonged release
10773	Oral solution
2688	Tablet
3717	Tablet, scored
4311	Tablet, film coated
4312	Tablet, film coated
5285	Tablet, film coated
5286	Tablet, film coated, prolonged release
10278	Tablet, bilayer
10279	Tablet, modified release 
3094	Tablet
3692	Tablet
3822	Tablet
4250	Tablet, scored
4252	Capsule, controlled release
4251	Capsule, controlled relese
3055	Gélule
3045	Gélule
4253	Capsule, controlled relese
3819	Tablet
4275	Tablet, scored
4578	Tablet, scored
6714	Tablet, scored
5171	Tablet
3820	Tablet
4276	Tablet, scored
5173	Tablet
321	Tablet
322	Tablet
1642	Tablet
11349	Tablet
3213	Tablet
1643	Tablet
11350	Tablet
1644	Tablet
11351	Tablet
3212	Tablet
5229	Tablet, film coated
5236	Tablet, film coated
4263	Capsule
10883	Tablet
6481	Tablet
6340	Capsule
7710	Tablet
4264	Capsule
10884	Tablet
6480	Tablet
5669	Capsule
7711	Tablet
7172	Tablet
4265	Capsule
10885	Tablet
7244	Tablet
5670	Capsule
7712	Tablet
7171	Tablet
4266	Capsule
9850	Tablet, film coated
4278	Tablet, scored
1641	Tablet
11352	Tablet
3530	Tablet
5615	Tablet, film coated
5616	Tablet, film coated
6262	Tablet, film coated
5577	Tablet
5576	Tablet
7547	Tablet, film coated
5729	Tablet, film coated
5730	Tablet, film coated
5880	Tablet
11504	Tablet
5881	Tablet
11505	Tablet
5882	Tablet
11506	Tablet
5883	Tablet
11507	Tablet
6836	Tablet
10140	Capsule, hard
10139	Capsule, hard
10141	Capsule, hard
10142	Capsule, hard
8130	Tablet, film coated
8131	Tablet, film coated
8132	Tablet, film coated
8133	Tablet, film coated
9678	Tablet, film coated, scored
9679	Tablet, film coated, scored
6845	Tablet
5329	Tablet, film coated
4745	Tablet
10943	Comprimés pelliculés sécables
7173	Tablet, film coated
6846	Tablet
5244	Tablet
10944	Comprimés pelliculés 
7045	Tablet, film coated
6477	Tablet
7063	Tablet, film coated
8618	Tablet, film coated, breakable
7889	Tablet, film coated
7046	Tablet, film coated
6855	Tablet
7065	Tablet, film coated
8619	Tablet, film coated, breakable
7934	Tablet, film coated
7890	Tablet, film coated
7064	Tablet, film coated
7891	Tablet, film coated
7972	Tablet, film coated
10871	Tablet, film coated
7390	Tablet, film coated
9295	Tablet
7675	Tablet, film coated
7333	Tablet, film coated
10586	Tablet, film coated
9070	Comprimes
6222	Tablet, film coated
10872	Tablet, film coated
7389	Tablet, film coated
9294	Tablet
7603	Tablet, film coated
7338	Tablet, film coated
10587	Tablet, film coated
9071	Comprimes
6223	Tablet, film coated
11219	Tablet
1381	Tablet
6823	Tablet
11274	Tablet
10111	Comprimés sécables
11220	Tablet
1382	Tablet
6822	Tablet
11275	Tablet
10110	Comprimés sécables
10109	Comprimés sécables
2265	Tablet
5077	Tablet
11466	Tablet
2308	Tablet
9589	Tablet
5078	Tablet
11467	Tablet
9796	Tablet, film coated
6576	Tablet, film coated
6766	Tablet, film coated
11246	Tablet, film coated
9795	Tablet, film coated
6577	Tablet, film coated
6764	Tablet, film coated
11247	Tablet, film coated
9794	Tablet, film coated
6578	Tablet, film coated
6765	Tablet, film coated
11248	Tablet, film coated
9567	Tablet
11163	Tablet
6847	Tablet
7082	Tablet, film coated
4645	Tablet
9286	Tablet, film coated
10945	Comprimés pelliculés 
7174	Tablet, film coated
6848	Tablet
5475	Tablet
9287	Tablet, film coated
10946	Comprimés pelliculés 
8353	Tablet, film coated
7892	Tablet, film coated
6478	Tablet
6574	Tablet, film coated
8354	Tablet, film coated
7935	Tablet, film coated
7893	Tablet, film coated
6854	Tablet
7936	Tablet, film coated
7894	Tablet, film coated
8357	Tablet, film coated
7896	Tablet, film coated
7895	Tablet, film coated
10874	Tablet, film coated
7388	Tablet, film coated
10528	Tablet, film coated
7674	Tablet, film coated
8512	Tablet, film coated
10588	Tablet, film coated
6224	Tablet, film coated
10873	Tablet, film coated
7386	Tablet, film coated
10529	Tablet, film coated
7676	Tablet, film coated
8513	Tablet, film coated
10589	Tablet, film coated
6225	Tablet, film coated
7387	Tablet, film coated
7604	Tablet, film coated
8514	Tablet, film coated
10590	Tablet, film coated
11221	Tablet
6018	Tablet
11277	Tablet
10112	Comprimés
6017	Tablet
10113	Comprimés
11278	Tablet
11279	Tablet
2326	Tablet
5812	Tablets
9964	Tablet, film coated
7411	Tablet, film coated
11516	Tablet, film coated
9965	Tablet, film coated
7412	Tablet, film coated
11517	Tablet, film coated
9967	Tablet, film coated
7413	Tablet, film coated
11515	Tablet, film coated
9966	Tablet, film coated
7414	Tablet, film coated
11514	Tablet, film coated
9803	Tablet
11645	Tablet, film coated
7844	Tablet
9804	Tablet
11700	Tablet, film coated
8033	Caplet, film coated
7311	Tablet, film coated
9801	Tablet, film coated
10350	Tablet, film coated
10223	Tablet, film coated
8032	Caplet, film coated
7314	Tablet, film coated
8584	Tablet, film coated
10349	Tablet, film coated
9963	Tablet, film coated
7408	Tablet, film coated
11249	Tablet, film coated
9961	Tablet, film coated
7409	Tablet, film coated
11250	Tablet, film coated
9962	Tablet, film coated
7410	Tablet, film coated
6461	Tablet
11179	Tablet
6462	Tablet
11178	Tablet
6817	Tablet
6818	Tablet
10246	Capsule, hard
10247	Capsule, hard
10245	Capsule, hard
7226	Tablet
7227	Tablet
11256	Tablet, film coated
11337	Tablet, film coated
11255	Tablet, film coated
11338	Tablet, film coated
11258	Tablet, film coated
11339	Tablet, film coated
11115	Tablet
11257	Tablet, film coated
11336	Tablet, film coated
11374	Tablet, film coated
11259	Tablet, film coated
11340	Tablet, film coated
7762	Tablet, film coated
11390	Tablet, film coated
7763	Tablet, film coated
11391	Tablet, film coated
7764	Tablet, film coated
11394	Tablet, film coated
7765	Tablet, film coated
11393	Tablet, film coated
7766	Tablet, film coated
11392	Tablet, film coated
8447	Tablet, film coated
8448	Tablet, film coated
8449	Tablet, film coated
6727	Tablet
3898	Tablet, film coated
4674	Tablet
4371	Tablet, scored
6728	Tablet
3900	Tablet, film coated
7169	Tablet, film coated
4675	Tablet
4372	Tablet, scored
6729	Tablet
3899	Tablet, film coated
7170	Tablet, film coated
4676	Tablet, scored
4373	Tablet, scored
3355	Tablet
3571	Tablet
9005	Tablet, breakable
4340	Tablet, scored
3579	Tablet
9006	Tablet, breakable
4339	Tablet, scored
4338	Tablet, scored
6092	Tablet
5226	Tablet
5075	Tablet, film coated
9199	Tablet, film coated
11355	Comprimes pellicules
7525	Caplet, film coated
5587	Tablet, film coated
3564	Tablet, coated
6355	Tablet, film coated
5268	Tablet
11701	Tablet, film coated
5486	Tablet
10576	Tablet, film coated
4718	Tablet, film coated
3895	Tablet, coated
7116	Tablet, film coated
6130	Tablet, film coated
8510	Tablet, film coated
6093	Tablet
5224	Tablet
5076	Tablet, film coated
7569	Tablet, film coated
8660	Tablet
11356	Comprimes pellicules
8486	Tablet, film coated
7177	Caplet, film coated
5588	Tablet, film coated
3563	Tablet, coated
6354	Tablet, film coated
5267	Tablet
10175	Tablet, film coated
5487	Tablet
10577	Tablet, film coated
4719	Tablet, film coated
3894	Tablet, coated
7115	Tablet, film coated
6131	Tablet, film coated
8509	Tablet, film coated
6094	Tablet
5225	Tablet
7490	Tablet, film coated
9200	Tablet, film coated
10484	Comprimés pelliculés
11617	Comprimés pelliculés
8485	Tablet, film coated
7526	Caplet, film coated
5863	Tablet, film coated
6188	Tablet, coated
6356	Tablet, film coated
5269	Tablet
10174	Tablet, film coated
10578	Tablet, film coated
4720	Tablet, film coated
5989	Tablet, coated
8307	Tablet, film coated
6132	Tablet, film coated
9234	Comprimes pellicules
11616	Comprimes pellicules
10579	Tablet, film coated
1711	Tablet
7496	Tablet
7861	Tablet, film coated
6342	Tablet, film coated
9609	Tablet, film coated
8873	Tablet
8118	Tablet, film coated
6302	Tablet, film coated
11346	Tablet, film coated
5484	Tablet
8462	Tablet
7769	Tablet, film coated
3990	Tablet, coated
7038	Comprimés pelliculés
1712	Tablet
7497	Tablet
7862	Tablet, film coated
6343	Tablet, film coated
9610	Tablet, film coated
8874	Tablet
8119	Tablet, film coated
6303	Tablet, film coated
11347	Tablet, film coated
5485	Tablet
7384	Tablet
7768	Tablet, film coated
4094	Tablet, coated
7037	Comprimés pelliculés
1713	Tablet
7498	Tablet
6301	Tablet, film coated
11348	Tablet, film coated
7767	Tablet, film coated
5565	Tablet
7724	Tablet, film coated
11345	Tablet, film coated
5761	Tablet, coated
6100	Tablet, film coated
10357	Tablet
6101	Tablet, film coated
9745	Tablet
8403	Tablet, film coated
6409	Tablet, film coated
5376	Tablet
5811	Tablet, film coated
10547	Tablet, film coated
7727	Tablet
5856	Gélule
7601	Tablet, film coated
7184	Capsule
10580	Capsule
3367	Gélule
8444	Powder for oral suspension
9353	Capsule
9063	Tablet 
10814	Comprimés
5278	Tablet
5252	Tablet
8542	Solution for injection
8541	Solution for injection
9065	Tablet 
9064	Tablet 
7510	Capsule, hard
9160	Tablet, film coated
9161	Tablet, film coated
8686	Tablet, film coated
10191	Tablet, film coated
8312	Tablet
7947	Tablet, film coated
11322	Tablet, film coated
8687	Tablet, film coated
10192	Tablet, film coated
8313	Tablet
8688	Tablet, film coated
10190	Tablet, film coated
10635	Capsule, hard
11188	Tablet, film coated
10636	Capsule, hard
11189	Tablet, film coated
11190	Tablet, film coated
8035	Caplet, film coated
8034	Caplet, film coated
8721	Capsule, hard
8722	Capsule, hard
8723	Capsule, hard
7729	Solution
7869	Cream
9877	Cream
4646	Topical gel
7332	Cream
8273	Cream
8418	Medicated nail Lacquer
9496	Gel
4313	Cream
6453	Crème
2886	Cream
6978	Cream
3902	Film forming solution for topical application
4067	Cream
6968	Vernis à ongle médicamenteux
10122	Cream
7156	Cream
4714	Cream
4362	Cream
10202	Spray
6385	Spray
3903	Solution filmagene pour application locale
9157	Vernis a ongle medicamenteux
2748	Cream
11088	Solution
4423	Tablet, scored
856	Tablet
5589	Tablet
8341	Tablet
7155	Tablet
4715	Tablet
4361	Tablet, scored
4568	Ointment
4641	Ointment
6367	Crème
4610	Ointment
4621	Ointment
7558	Solution pour application locale
10168	Gel
259	Emulsion
4499	Liquid 
3992	Cream
1499	Herbal Ointment
7220	Herbal Ointment
7543	Ointment
5211	Gel
6220	Tablet, enteric coated
10120	Gel
9045	Cream
9907	Cream
11502	Topical solution
1636	Pump Spray
9843	Pump Spray
164	Spray
4481	Lotion
4600	Ointment
8081	Ointment
4567	Ointment
6872	Gel
4523	Ointment
4634	Ointment
2747	Ointment
2753	Powder
7321	Aerosol powder
4618	Ointment
9022	
11478	
1089	Cream
5500	Cream
8192	Cream
4400	Cream
7531	Skin cream
1440	Cream
11591	Cream
1548	Cream
1088	Ointment
5499	Ointment
8191	Ointment
11180	Ointment
9445	Gel
8807	ointment
1163	Cream
9179	Cream
9180	Cream
4397	Cream
9919	Powder
4632	Powder
771	Cream
11376	Cream
772	Gauze
9320	Cream
5298	Cream
4287	Cream
5783	Cream
9686	Cream
8870	Cream
3698	Gel
7560	Topical Gel
4431	Cream
5027	Cream
8932	Cream
8931	Lipocream
8933	Topical Emulsion
8996	Scalp lotion
508	Scalp application
611	Cream
4684	Cream
8560	Cream
612	Ointment
4417	Cream
3559	Cream
6905	Skin cream
10136	Skin cream
6027	Cream
7539	Cream
10967	Ointment
9261	Lotion
7897	Cutaneous solution
9530	Lotion
10364	Ointment
10363	Cream
8017	Cream
9441	Cream
8052	Cream
9351	Cream
10491	Cream
6697	Cream
4898	Cream
9352	Ointment
10490	Ointment
6696	Ointment
4505	Cream
4613	Ointment
8030	Cream
1527	Cream
11592	Cream
7969	Cream
1087	Cream
8193	Cream
7532	Skin cream
3514	Cream
6014	Cream
4688	Cream
7687	Cream
9870	Cream
4411	Cream
3444	Cream
8156	Cream
5504	Cream
8563	Ointment
3526	Cream
5239	Ointment
10366	Cream
759	Cream
4903	Solution
4904	Solution
4559	Solution
4532	Solution
4490	Solution
4488	Solution
4492	Solution
4494	Solution
4590	Solution
4594	Solution
4591	Solution
4592	Solution
7494	Cream
11611	Cream
9215	Cream
3414	Crème dermique
4368	Solution
4367	Solution
4369	Solution
8652	Cream
10938	Topical gel
3415	Gel
10939	Topical gel
8928	Gel pour application locale
11171	Cream
5095	Gel
4467	Gel
7661	Gel
7660	Gel
9061	Gel
10671	Gel
3695	Water Base Gel 
3694	Gel dermique
6336	Topical solution
5235	Gel
6240	Gel
7825	Gel
2767	Lotion
4439	Solution
4414	Solution
7875	Gel
6400	Cream
6337	Cream
6979	Cream
9330	Topical gel
8014	Gel
11370	Gel
10365	Cream
3977	Capsule, soft 
10452	Capsule, soft 
8593	Capsule, soft 
8724	Capsule molle
3978	Capsule, soft 
10453	Capsule, soft 
3976	Capsule, soft 
10451	Capsule, soft 
4075	capsule, hard
8725	Capsules molles
5114	Capsule, soft
10454	Capsule, soft
9017	Ointment
9329	Ointment
7630	Cream
10255	Solution for injection
10623	Solution for injection
10329	Depigmentant ointment
2755	Solution pour application cutanee
6402	Solution pour application cutanée
5205	Cutaneous solution
10090	Cutaneous solution
6144	Solution
6096	Solution pour application cutanée
7697	Cream
8411	Gel
7612	Gel
9687	Topical spray
9410	Cream
10290	Vaginal ovules
3711	Capsule, vaginal
6169	Capsule, vaginal
9769	Comprimé vaginal
6182	Vaginal Tablet
7681	Vaginal suppository
2579	Ovule
7235	Vaginal Tablets
8098	Vaginal Tablets
10852	Vaginal tablet
11663	
1459	Ovule
1460	Ovule
11310	Vaginal cream
11694	Ovule
10289	Vaginal ovules
7761	Vaginal Ovule
3268	Vaginal Ovule
3485	Vaginal Cream
4316	Ovule
4317	Ovule
4319	Ovule
11035	Vaginal Suppositories
5071	Vaginal Suppositories/ Ovules
6213	oral suspension
6420	Oral suspension
6421	Capsule
9083	Powder for oral suspension
11121	Oral powder
5135	Ovules vaginales
7183	Vaginal delivery system
10838	Concentrate for solution for injection/ infusion for IV/IMuse
2937	Ampoule
8577	Ampoule
10839	Concentrate for solution for injection/ infusion for IV/IMuse
2936	Vaginal Ring
5208	Intra-uterine System
1301	Tablet
1302	Tablet
7826	Tablet
7827	Tablet
11155	Tablet
11156	Tablet
3411	Injection
3412	Injection
2905	Tablet
9601	Tablet, film coated
544	Tablet, film coated
9108	Tablet, film coated
6284	Tablet, film coated
9096	Tablet, film coated
9243	Tablet, film coated
141	Dragée
8018	Implant for subdermal use
3920	Tablet, film coated
9042	Tablet, film coated
10861	Tablet, film coated
9761	Tablet
11455	Tablet
7852	Tablet, film coated
6561	Tablet
8480	Tablet
8779	Gel
542	Ampoule
8270	Tablet
8225	Gel pour application locale
9455	Gel
2043	Tablet, film coated
6757	Applicator with insert tablets
8761	Vaginal cream
1007	Vaginal Tablet
2904	Tablet
8272	Ampoule
117	Capsule
8616	Capsule
8929	Capsule
968	Capsule, soft 
5593	Capsule
6739	Capsule
8226	Capsule
969	Capsule, soft 
7319	Vaginal pessaries
5332	Vaginal gel
6767	Vaginal Tablet
5986	Gel pour application locale
6738	Gel pour application locale
9118	Gel
7069	
11539	Pessary
7253	Pessaries
9299	Solution for injection
3172	Tablet, film coated
6664	Tablet
10026	Tablet
2938	Tablet
2012	Tablet, film coated
2045	Tablet, film coated
8269	Tablet
2041	Tablet, film coated
8048	
9269	Injectable powder with solvent for solution for injection (IM and SC)
5612	Powder for injection and solvent
9357	Powder and solvent for solution for injection
7179	Injectable powder 
7178	Injectable powder 
9270	Injectable powder with solvent for solution for injection (IM and SC)
9356	Powder and solvent for solution for injection
3905	SC/IM
3904	SC/IM
10086	Solution for injection
4025	solution for injection
10087	Solution for injection
5334	solution for injection
5595	solution for injection
8909	Injectable solution
10508	Injectable solution
8908	Injectable solution
10507	Injectable solution
10975	solution for inj
11022	Injectable solution
11021	Injectable solution
6470	Powder and Solvent for injection
8292	Tablet
11225	Tablet
11316	Tablet
138	Dragée
4596	Tablet
9114	Comprime pellicules
10313	Pessaries
6352	Granules
10143	Granules
4246	Tablet, film coated
5792	Tablet, coated
5979	Capsule, modified release
10106	Capsule, modified release
10474	Tablet, coated
11646	Tablet
11228	Tablet, film coated
3980	Tablet, film coated
10695	Tablet, film coated
11484	Tablet, film coated
10836	Comprimes
10334	Tablet, film coated
9036	Tablet, film coated
3981	Tablet, film coated
10696	Tablet, film coated
11485	Tablet, film coated
10837	Comprimes
10333	Tablet, film coated
9037	Tablet, film coated
6401	Tablet, film coated
7733	Tablet, prolonged release
11637	Tablet, film coated
3996	Tablet, coated
10011	Tablet
10608	Tablet, film coated
7536	Tablet
8531	Tablet, film coated
8532	Tablet, film coated
7485	Film, orally soluble
11638	Tablet, film coated
9387	Tablet, film coated
9734	Tablet, film coated
10012	Tablet
7261	Tablet, film coated
9151	Tablet, film coated
10020	Comprimé pelliculé
5976	Tablet, film coated
10562	Tablet
5157	Tablet, film coated
9260	Tablet, film coated
10798	Tablet, film coated
7698	Tablet, film coated
8036	Tablet, film coated
7798	Tablet, film coated
5583	Tablet
11567	Tablet, film coated
9994	Tablet, film coated
11291	Tablet, film coated
4677	Tablet, film coated
10188	Tablet, film coated
7755	Tablet, film coated
8695	Tablet, film coated
9259	Tablet, film coated
6163	Tablet, film coated
9244	Tablet
8741	Tablet, film coated
10799	Tablet, film coated
9545	Tablet, film coated
6557	Tablet
11566	Tablet, film coated
11290	Tablet, film coated
7600	Tablet, film coated
9433	Tablet, film coated
9340	Tablet, film coated
10563	Tablet
10354	Tablet, film coated
10600	Comprimés pelliculés
9936	Tablet, film coated
10335	Orodispersible films
10429	Orodispersible films
10845	Orodispersible films
2708	Tablet, film coated
11559	Tablet
6772	Tablet, orodispersible
10607	Tablet, orally disintegrating
4608	Tablet coated
1204	Capsule
8231	Tablet, coated
7291	Tablet, film coated
8777	Tablet, film coated
7292	Tablet, film coated
3110	Tablet, prolonged release
8306	Tablet, extended release
11203	Comprimés pelliculés à libération prolongée
5983	Tablet
8544	Tablet, modified release
9437	Tablet, modified release
5468	Tablet, film coated, prolonged release   
7316	Tablet
8589	Capsule
5087	Capsule, modified release
6029	Capsule, modified release
9072	Capsule, hard, modified release
6344	Capsule
11575	Gélules
10949	Gélules
6345	Capsule
11576	Gélules
10948	Gélules
11166	Capsule, hard
10913	Géllule
9318	Tablet, modified release
5639	Tablet, film coated
8070	Tablet, film coated
9081	Tablet, film coated
9317	Tablet, film coated
5547	Tablet, film coated
8588	Tablet, film coated
11593	Tablet, film coated
5546	Tablet, film coated
10181	Capsules soft
10692	Capsule
9414	Capsules molles
2815	Gélule
8285	
11244	Solution for SC injection
9395	Cartrige, two compartments
10863	Lyophilized for injection (SC-IM) freeze dried powder 
2014	Prefilled pen
5185	Injectable solution
11245	Solution for SC injection
2015	Prefilled pen
7032	Injectable solution
9837	Powder and solvent for solution for injection
6915	Oral lyophilisate tablets
6914	Oral lyophilisate tablets
10205	Oral solution
6583	Solution for injection IV/IM
10749	Injectable solution
850	Ampoule
5848	Injectable powder
5849	Injectable powder
7147	Solution injectable à libération prolongée 
7148	Solution injectable à libération prolongée 
7149	Solution injectable à libération prolongée 
11670	Injectable solution
11671	Injectable solution
11672	Injectable solution
8446	Injectable solution
11039	Injectable solution
521	Vial pouder /Prefilled syringe solvent
522	Vial pouder /Prefilled syringe solvent
11311	Vial pouder /Prefilled syringe solvent
11312	Vial pouder /Prefilled syringe solvent
8565	Ampoule Injectable
4291	Elixir
7159	Elixir
3885	
8279	
9694	Injectable solution
10206	
9289	Injection
4292	Tablet, scored
9014	Sol Inj
9693	Injectable solution
439	Injectable
7406	Injectable powder for solution+diluent
5497	Injectable dry powder for solution
9885	
8744	Freeze dried
9411	Injectable powder for solution
9884	
8691	Injectable powder for solution
5498	Injectable powder for solution
441	Injectable
7868	Freeze dried
442	Injectable
6904	Powder for solution for injection (IV)
416	Injectable
417	Injectable
6028	Syrup
7041	Syrup
11173	Oral solution
9732	Syrup
4667	Tablet, scored
4459	Tablet, scored
4666	Tablet, scored
4461	Tablet, scored
4664	Tablet, scored
4460	Tablet, scored
4668	Tablet, scored
4462	Tablet, scored
7077	Injectable suspension
11051	Powder for solution for injection
7427	Injectable
9729	Injection powder for IM/IV Infusion
437	Injectable
2645	Tablet, scored
8120	Tablet
8121	Tablet
10752	Syrup
1309	Tablet
1310	Tablet
7327	Tablet
1311	Tablet
1312	Tablet
4710	Tablet
8903	Tablet, film coated
8904	Tablet, film coated
8905	Tablet, film coated
9858	Tablet
2028	Hypokit
10323	
5742	Injectable solution
10866	Solution for injection (SC)
10027	Ampoule
9973	Nasal Spray
9486	Tablet, film coated
11366	Comprimés pelliculés
7430	Tablet, film coated
11368	Comprimés pelliculés sécables
7431	Tablet, film coated
9487	Tablet, film coated
11367	Comprimés pelliculés sécables
7432	Tablet, film coated
2503	Comprimé pelliculé
6954	Comprimés de microgranules
11172	Comprimé pelliculé
1665	Capsule
9938	Tablet
2768	Comprimé pelliculé sécable
4466	Capsule
6955	Comprimés de microgranules
7284	Gélules
4560	Capsule
4562	Capsule
7158	Capsule
11239	Lyophilized powder foe solution for infusion
7824	
4580	Suspension
4579	Capsule
4637	Powder for suspension
4575	Powder for suspension
4643	Powder for suspension
4574	Powder for suspension
4644	Capsule
4469	Capsule
4561	Capsule
4573	Capsule
2139	
2140	Injection
899	Capsule
4615	Capsule
11182	Capsule
893	Capsule
3881	Capsule
7669	Capsule
9146	Tablet, film coated
4626	Powder for suspension
4604	Powder for suspension
4507	Powder for suspension
2924	Powder for oral suspension
6999	Suspension
4518	Powder for suspension
9147	Tablet, film coated
7598	Vial
2137	Vial
5044	powder for injection
8640	
3944	Injectable powder for solution
10421	Powder for solution for injection (IV administration)
5633	Injectable powder for solution for infusion
8412	Powder for solution for injection/ infusion
731	Powder for suspension
10271	Powder for suspension
1129	Suspension
733	Powder for suspension
10272	Powder for suspension
1130	Suspension
790	Syrup
1854	Powder for oral suspension
1106	Suspension
3974	Powder for Oral suspension
10280	Powder for Oral suspension
1105	Suspension
5094	Powder for suspension
806	Suspension
6988	Suspension
9367	Powder for oral suspension
6251	Powder for suspension
5384	Suspension
10860	Powder for oral suspension
7025	Powder for oral suspension
11609	Powder for oral suspension
730	Tablet
1131	Tablet
1475	Tablet, film coated
9849	Tablet 
1132	Tablet
8322	Tablet, film coated
1478	Tablet, film coated
792	Tablet
6457	Tablet
8919	Tablet
1104	Tablet
5545	Tablet
8820	Tablet, film coated
5093	Tablet
793	Tablet
6351	Tablet
1855	Tablet
8838	Chewable tablet
6781	Sterile powder for IM/IV injectable solution with solvent
11565	Sterile powder for IM/IV injectable solution with solvent
9982	Powder for IV Infusion
6138	Injectable powder for solution
6475	Injectable powder for solution for perfusion
6288	Injection
8706	Injectable powder for solution for infusion
10422	Powder for solution for injection (IV infusion)
8609	Powder for solution for IV infusion only
6782	Injectable sterile powder for solution for IV infusion
11564	Injectable sterile powder for solution for IV infusion
11579	Poudre pour solution pour infusion
1671	Capsule
6602	Granules for suspension
6603	Capsule
2263	Vial
3943	IV
6283	Injection
1659	Suspension
1498	Suspension
8621	Tablet, film coated
8620	Capsule
1658	Capsule
1503	Capsule
618	Tablet, film coated
11689	Suspension 
6730	Suspension
9632	Powder for solution for injection/ infusion
1842	
2272	Injectable powder for solution  IM/IV
5966	Injectable powder for solution  IM/IV
1394	IM/IV Sterile powder for injection
9240	IV/IM Injection
2334	IV/IM
5944	Tablet, film coated
5774	Tablet
6719	Tablet
1395	Tablet
5382	Tablet, film coated
9633	Powder for solution for injection/ infusion
6529	Powder for suspension
1820	Suspension
6605	Tablet, film coated, modified release
6604	Tablet, film coated, modified release
6530	Powder for suspension
6422	Powder for Oral Suspension
7242	Powder for Oral Suspension
1660	Injection
2266	Injectable  powder for solution IM/IV
9132	
3354	Dry powder for  injection IM
6505	Injectable powder for solution
9129	
5717	IM/IV
6786	Sterile powder and solvent for IM injectable solution
6787	Sterile powder and solvent for IV injectable solution
6891	Sterile powder for IM/IV injectable solution
7618	Sterile powder and solvent for IV injectable solution
11034	Sterile powder and solvent for IM injectable solution
