Code	Numerator1	Numerator1Unit	Denominator1	Denominator1Unit	Numerator2	Numerator2Unit	Denominator2	Denominator2Unit	Numerator3	Numerator3Unit	Denominator3	Denominator3Unit
4769												
4770												
4772												
4773												
4774												
4775												
4776										g/L		
4777												
4778												
4779	50	mg/ml										
4780	100	mg/ml										
4781	100	mg/ml										
4782	200	mg/ml										
4783	200	mg/ml										
4784												
4785												
4786												
4787	4.5	mg/ml										
4788	4.5	mg/ml										
4789	4.5	mg/ml										
4790	50	mg/ml										
4792	9	mg/ml										
4793	9	mg/ml										
4794	9	mg/ml										
4795	9	mg/ml										
4796	9	mg/ml										
4800												
4801	50	mg/ml										
4802												
4803												
4804												
4805												
4806												
4808	50	mg/ml										
4809	50	mg/ml										
4810	75	mg/ml										
4811	10	%										
4830	10	mg										
4831	20	mg										
4857	100	mg/ml										
4858												
4859												
4860												
4864	0.25	mg/ml										
4874	10	mg										
4875	40	mg										
4898	5	mg/g										
4903	0.3	g	100	ml								
4904	0.3	g	100	ml								
5021	3	mg										
5027	10	mg/g										
5036	25	mg			165	mg			200	mg		
5037	25	mg	5	ml	165	mg	5	ml	200	mg	5	ml
5039	5	mg										
5040	4	mg										
5041	10	mg										
5042	2	mg										
5043	100	mg	2	ml								
5044	1	g										
5045	0.25	mg 			3	3						
5046	800	mg										
5047	20	mg	2	ml								
5048	0.5	mg	10	ml								
5049	174.2	mg/ml										
5056	10	mg										
5057	100	IU/ml										
5060	100	IU/ml										
5061	100	IU/ml										
5065	100	mg										
5066	30	mg	5	ml								
5071	300	mg 			100	 mg						
5074	5	mg										
5075	10	mg										
5076	20	mg										
5077	40	mg										
5078	80	mg										
5079	10	mg										
5080	10	mg										
5081	20	mg										
5082	20	mg										
5083	850	mg										
5084	500	mg										
5085	1000	mg										
5086	500	mg 	5	 mg								
5087	0.4	mg										
5088	75	mg										
5089	150	mg										
5090	500	mg										
5091	200	mg										
5092	1	g										
5094	457	mg	5	ml								
5095	0.25	mg/g 			40	 mg/g						
5096	4	mg										
5097	3	mg										
5098	2	mg										
5099	1	mg										
5103	5	mg/ml 			300	 mcg/ml						
5113	300	mg 			0.5	 mg						
5114	40	mg										
5115	750	mg										
5116	0.5	mg										
5117	0.75	mg										
5120	200	mg										
5121	1	mg										
5122	2	mg										
5123	1	mg										
5124	3	mg										
5125	4	mg										
5126	500	mg 	80	 mg								
5134												
5135	100	mg										
5136	850	mg										
5137	1000	mg										
5143	600	mg										
5144	15	mg										
5146	150	mg										
5150	50	mg										
5152	10	mg/ml										
5153	10	mg										
5155	15	mg										
5157	20	mg										
5158	50	mg										
5159	5	mg										
5161	10	mg										
5163	1000	mg										
5164	150	mg 			300	 mg						
5171	25	mg										
5172	5	mg										
5173	50	mg										
5174	8	mg										
5175	16	mg										
5177	25	mg										
5179	40	mg										
5180	50	mg										
5181	10	mg										
5182	0.5	mg/ml										
5184	200	mg										
5185	10	mg	1.5	ml								
5186												
5187												
5188												
5189												
5190												
5191												
5192	5	mg										
5193	100	mg										
5194	150	mg										
5195	500	mg										
5198	50	mg/ml										
5199	100	mg/ml										
5201	1	g										
5202	0.5	g										
5205	50	mg/ml										
5206	250	mg										
5207	40	mg/ml										
5208	20	mcg										
5209	10	mg/ml										
5210	100	mg	5	ml								
5211	1	mg/g										
5213	2	mg/ml										
5216	50	mg 			0.3	 mg 			5	 mg		
5220	2	g										
5222	400	mg	250	ml								
5223	20	mg										
5224	20	mg										
5225	40	mg										
5226	10	mg										
5229	10	mg										
5233	200	mg										
5234	55	mcg										
5235	10	mg/g										
5236	5	mg										
5237												
5238												
5239	1	mg/g										
5240	3	mg/ml										
5241	14	mg 	5	ml								
5243	20	mg			500	mg			500	mg		
5244	100	mg										
5245	100	mg	5	ml								
5248	37.5	mg										
5250	160	mcg 			4.5	 mcg						
5252	10	mg										
5253	70	mg										
5258	2	2										
5262	100	IU/ml										
5263	100	IU/ml										
5264	100	IU/ml										
5266	5	mg										
5267	20	mg										
5268	10	mg										
5269	40	mg										
5270	500	mg										
5271	750	mg										
5274	5	mg										
5275	20	mg										
5276	500	mg										
5277	1	g										
5278	10	mg										
5282	2	mg										
5283	150	mg										
5284	300	mg										
5285	80	mg										
5286	240	mg										
5289	50	mg										
5291	500	mg										
5292	120	mg										
5293	300	mg										
5295	15	mg/ml										
5298	50	mg/g										
5302	15	mg										
5303	1	mg/g										
5306	100	mg										
5309	200	mg	100	ml								
5310	200	mg	100	ml								
5311	5	mg	5	ml								
5312	4	mg	5	ml								
5313	250	mg	25	ml								
5314	  75 	mg										
5315	  110 	mg										
5316	  110 	mg										
5317	  75 	mg										
5319	200	mg										
5325		YES										
5326	30	mg	5	ml								
5327	100	mg	5	ml								
5329	50	mg										
5330	250	mg										
5331	500	mg										
5332	8	%										
5334	450	IU	0.75	ml								
5335	10	mg										
5336	50	mg										
5341	500	mg 	2	 mg								
5342	20	mg/ml										
5343	300	mcg/ml										
5344	480	mcg	1.5	ml								
5345	30	mg										
5346	400	IU										
5356	25	mcg 			125	 mcg						
5357	25	mcg 			250	 mcg						
5358	25	mcg 			50	 mcg						
5359	50	mcg										
5360	125	mcg										
5361	250	mcg										
5363	5	mg/ml										
5364	150	mg										
5365	75	mg										
5366	500	mg										
5376	600	mg										
5381	150	mg										
5382	500	mg										
5383	200	mg										
5384	642.9	mg	5	ml								
5385	5	mg										
5386	7.5	mg										
5387	100	mg										
5390	0.33	mg/ml										
5394	10	mcg										
5396	10	mg										
5397	5	mg 			12.5	 mg						
5399	1	mg										
5400	2	mg										
5401	3	mg										
5404	2.5	mg										
5405	5	mg										
5416	2	mg										
5417	3	mg										
5418	125	mg										
5419	125	mg										
5420	2	mg										
5422	4	mg										
5427	40	mg										
5429	500	mg										
5432	500	mg										
5434	500	mg	100	ml								
5436	500	mg										
5438	200	mg										
5439	400	mg										
5440	400	mg										
5449	75	mg										
5462	70	mg										
5464	50	mg										
5468	0.4	mg										
5475	100	mg 			12.5	 mg						
5476	24	mg										
5478	800	mg										
5481	100	mcg 			20	 mcg						
5482	10	mg										
5483	20	mg										
5484	10	mg										
5485	20	mg										
5486	10	mg										
5487	20	mg										
5489	0.25	mg/ml										
5490	75	mg										
5492	125	mg										
5493	62.5	mg										
5497	40	mg										
5498	120	mg										
5499	20	mg/g										
5500	20	mg/g										
5502	100	mg										
5504	0.5	mg/g										
5506	5	mg										
5507	10	mg										
5513	100	mg										
5516	2.5	mg 			5	 mg						
5518	5	mg 			5	 mg						
5519	0.5	mg/ml										
5520	1	mg/ml										
5521	16.8	mg										
5522	1	mg/ml										
5523	4	mg										
5524	2	mg										
5537	75	mg										
5538	150	mg										
5539	2	mg										
5540	1	mg										
5541	5	mg										
5542	70	mg										
5543	10	mg										
5545	1000	mg										
5546	1	mg										
5547	5	mg										
5548	20	mg										
5549	10	mg										
5554	100	mg										
5555	400	mg										
5561	150	mg										
5562	100	mg										
5565	5	mg										
5567	20	%										
5569	5000	IU/100g										
5573	500	mg										
5574	100	mg										
5576	5	mg 			12.5	 mg						
5577	10	mg 			12.5	 mg						
5580	50	mg/ml										
5583	20	mg										
5585	5	mg										
5586	10	mg										
5587	10	mg										
5588	20	mg										
5589	250	mg										
5590	40	mg/ml										
5593	200	mg										
5595	300	IU	0.5	ml								
5596	5	mg										
5598	10	mg/ml										
5599	15	mg	1.5	ml								
5610	0.1	mg										
5611	3.75	mg										
5612	75	IU										
5613	10.8	mg										
5614	1	mg										
5615	5	mg 			12.5	 mg						
5616	2.5	mg 			0.625	 mg						
5617	250	mg										
5623	10	mg										
5624	0.5	mg										
5625	18	mcg										
5626	500	mg 			500	 mg						
5630	2.5	mcg										
5633	1.2	g										
5639	5	mg										
5644	4	mg	2	ml								
5647	1	mg/ml										
5648	5	mg										
5658	500	mg										
5659	1	g										
5661	8.4	mg										
5662	4.2	mg										
5666		400	IU									
5667	250	mg 			125	 IU						
5669	5	mg										
5670	10	mg										
5671												
5672	100	mg										
5673	80	IU										
5679	50	mg	2	ml								
5680	200	mg	20	ml								
5681	10	mg/ml										
5683	150	mg										
5688	8	mg										
5689	2	mg										
5690	0.4	mg										
5691	10	mg										
5693	1000	mg										
5694	500	mg	100	ml								
5695	5	mg										
5696	400	mg										
5697	200	mg										
5704	150	mg										
5707	10,000	IU										
5709	400	mg										
5710	4.6	mg/24h										
5711	9.5	mg/24h										
5712	200	mg 			100	mg 			300	 mg		
5716	1	g										
5717	1	g										
5719	500	mg										
5724	0.01	g/ml										
5725	50	mg/ml										
5729	20	mg 			10	 mg						
5730	10	mg 			10	 mg						
5733												
5734	400	mg										
5735	600	mg										
5739	400	mg										
5742	250	mcg/ml										
5754	100	mg										
5758	6	mg/ml										
5759	12	mg/ml										
5761	5	mg										
5763	400	mg										
5764	10,000	IU										
5766	500	mg										
5768	1000	mg	100	ml								
5769	10	mg/ml										
5770	1000	mg 	50	 mg								
5771	500	mg 	50	 mg								
5774	500	mg										
5775	75	mg										
5776	70	mg 			5600	 IU						
5779	1	g										
5781	13	mg										
5782	200	mg 			50	 mg						
5783	50	mg/g										
5784	10	mg										
5785	5	mg										
5787	200	mg										
5788	2.5	g	50	ml								
5789	5	g	100	ml								
5790	20	g	400	ml								
5791	35	mg										
5792	15	mg										
5795	300	mg										
5797	400	mg										
5798	200	mg										
5801	20	mg										
5802	1	mg										
5806	0.75	mg										
5807	0.375	mg										
5808	1.5	mg										
5810	500	mg 	2	 mg								
5811	145	mg										
5812	8	mg 			12.5	 mg						
5823	10	mg										
5825	25	mg										
5826	50	mg										
5827	100	mg										
5828	500	mg										
5831	500	mg	100	ml								
5833	500	mg										
5837	50	mg										
5838	100	mg										
5842	100	IU/ml										
5843	100	IU/ml										
5844	100	IU/ml										
5846	100	IU/ml										
5847	1000	mg 	5	 mg								
5848	20	mg										
5849	30	mg										
5856	160	mg										
5859	6	mg/ml										
5860	100	IR or IC/ml										
5861	300	IR or IC/ml										
5863	40	mg										
5866	80	mg	8	ml								
5867	80	mg	2	ml								
5877	75	mg										
5878	200	mg										
5879	60	mg										
5880	5	mg 			5	 mg						
5881	10	mg 			5	 mg						
5882	5	mg 			10	 mg						
5883	10	mg 			10	 mg						
5886	5	mg/ml 			3	 mg/ml						
5888	150	mg										
5889	50	mg										
5891	150	mcg										
5894	4	mg										
5896	300	mg										
5897	5	mg										
5900	80	mg										
5901	200	mg	10	ml								
5902	400	mg	20	ml								
5904	1.2	g										
5905	1000	mg	100	ml								
5906	1	g										
5907	200	mg										
5910	40	mg										
5911	40	mg										
5912	600	mg										
5913	20	mg/ml										
5914	400	mg										
5915	1	%										
5916	3	g										
5924	80	mcg										
5925	160	mcg										
5927	2	mg										
5929	3	mg										
5930	4	mg										
5931	200	mg	100	ml								
5938	400	mg	200	ml								
5942	100	mg										
5944	500	mg										
5948	850	mg										
5949	2	mg	5	ml								
5950												
5951	5	mg										
5954	100	mg/ml										
5956	1	mg										
5957	2.5	mg										
5958	1	mg										
5959	15	mg										
5962	10	mcg	2	ml								
5963	250	mcg	5	ml								
5966	750	mg										
5967	25	mg/ml										
5968	50	mg										
5969	24	mg										
5970	5	mg										
5971	4	mg										
5974	50	mg										
5976	20	mg										
5979	30	mg										
5980	27.5	mcg/dose										
5981	250	mg										
5982	75	mg										
5983	10	mg										
5984	320	mcg 			9	 mcg						
5986	10	mg/g										
5987	50	mg										
5988	180	mg										
5989	40	mg										
5990	250	IU										
5992	500	IU										
5996	25	mg										
5998	20	mg										
5999	5	mg	5	ml								
6001	20	mg										
6002	1	mcg 			3	 mcg 			0.5	 mg 		
6003	20	mg										
6007	150	mg										
6008	75	mg										
6012	250	mg	5	ml								
6013	10	mg										
6014	4	mg/g 			20	 mg/g						
6017	8	mg 			12.5	 mg						
6018	16	mg 			12.5	 mg						
6024	1.2	g										
6025	40	mg										
6026	20	mg										
6027	10	mg/g										
6028	15	mg	5	ml								
6029	0.4	mg										
6030	150	mg										
6031	750	mg										
6047	50	mg/ml										
6048	2.5	mg										
6054	60	mg										
6055	5	mg										
6056	10	mg										
6057	15	mg										
6058	25	mg										
6059	500	mg										
6060	20	mg										
6064	60	mg										
6065	90	mg										
6066	120	mg										
6072	75	mg										
6073	6	mcg 			100	 mcg						
6077	120	mg										
6078	180	mg										
6080	50	mcg										
6088	5	mg										
6089	10	mg										
6092	10	mg										
6093	20	mg										
6094	40	mg										
6095	50	mg										
6096	50	mg/ml										
6097	2.5	mcg 			500	 mcg						
6099	25	mg										
6100	2	mg										
6101	4	mg										
6103	2	mg										
6104	1	mg										
6105	4	mg										
6109	100	mg										
6110	400	mg										
6113	4	mg 			500	 mg						
6118	20	mg/g										
6119	20	mg/g										
6120	20	mcg										
6121	20	mg										
6122	100	mg	5	ml								
6123	50	mcg 			100	 mcg						
6124	50	mcg 			500	 mcg						
6125	25	mcg 			250	 mcg						
6126	50	mcg 			500	 mcg						
6127	25	mcg 			250	 mcg						
6130	10	mg										
6131	20	mg										
6132	40	mg										
6133	60	mg										
6138	4.5	g										
6143	750	mg										
6144	50	mg/ml										
6149	20	mg										
6150	20	mg										
6151	40	mg										
6152	40	mg										
6157	4.5	mcg 			160	 mcg						
6158	200	mcg										
6161	250	mg	10	ml								
6162	50	mg	2	ml								
6163	5	mg										
6164	25	mg										
6169	100,000	IU 			35,000	 IU 			35,000	 IU		
6180	500	mg	2	ml								
6181	10	mg										
6182	10	mg										
6187	0.1	mg/ml										
6188	40	mg										
6192												
6193	50	mg			500	mg						
6197	1000	mg	4	ml								
6201	250	mg										
6204	10	mg										
6206	500	mg										
6207	150	mg										
6211	4000	IU										
6212	20	mg										
6213	2	billions										
6215	600	mg	300	ml								
6216	2	mg/ml										
6217	1	mg										
6218	75	mg										
6219	500	mg										
6220	5	mg										
6222	150	mg										
6223	300	mg										
6224	150	mg 			12.5	 mg						
6225	300	mg 			12.5	 mg						
6231	80	mg										
6232	120	mg										
6233	20	mg										
6236	2.5	mg										
6237	5	mg										
6238	250	mg										
6239	500	mg	10	ml								
6240	10	mg/g										
6241	400	mg										
6242	300	mg										
6243	10	mg										
6248	100	mg										
6249	12	mcg										
6251	642.9	mg	5	ml								
6252	150	mg										
6253	1	g	100	ml								
6254	500	mg 			500	 mg						
6255	120	mg										
6258	10	mg										
6260	0.5	mcg										
6262	10	mg 			2.5	 mg						
6264	40	mg										
6265	20	mg										
6267	75	mg										
6269	3	g										
6270	1000	mg										
6271	50	mg										
6272	100	mg										
6283	1	g										
6284	3	mg 			30	 mcg						
6285	120	mg										
6286	60	mg										
6288	4.5	g										
6290												
6293	10	mg										
6294	10	mg										
6295	5	mg										
6299	2	g	10	ml								
6300	75	mg 			100	 mg 			20	 mg 		
6301	40	mg										
6302	10	mg										
6303	20	mg										
6304	48	MU	0.5	ml								
6305	300	mcg	0.5	ml								
6306	0.5	mg										
6307	500	mg										
6308	5	mg										
6309	10	mg										
6310	400	mg										
6311	300	mg										
6312	400	mg										
6313	7.5	mg										
6314	15	mg										
6318	3.6	mg										
6319	5	mg										
6320	50	mg										
6322	500	mg										
6323	1	g										
6324	300	mg										
6325	50	mg										
6326	100	mg										
6327	400	mg										
6335	22	mcg										
6336	10	mg/ml										
6337	10	mg/g										
6338	5	mg 			12.5	 mg						
6339	5	mg 			25	 mg						
6340	2.5	mg										
6342	10	mg										
6343	20	mg										
6344	4	mg										
6345	8	mg										
6347	1000	mg										
6351	1000	mg										
6352												
6353	250	mg										
6354	20	mg										
6355	10	mg										
6356	40	mg										
6358	20	mg										
6359	200	mg										
6360	1	mg/ml 			3	 mg/ml						
6361	500	mg										
6362	1	g										
6364												
6367												
6368	10000	IU/ml										
6370	4000	IU	0.4	ml								
6372	2000	IU/ml										
6374	37.5	mg 			325	 mg						
6375	60	mg										
6380	8	mg	4	ml								
6383	100	mg										
6384	50	mg										
6385	10	ml/ml										
6387	16	mg										
6388	5	mg										
6389	20	mg										
6390	10	mg/g										
6393	500	mg										
6394	100	mg										
6395	200	mg										
6396	350	mg										
6398	20	mg										
6400	10	mg/g										
6401	30	mg										
6402	20	mg/ml										
6404	600	mg	4	ml								
6405	150	mg										
6406	500	mg										
6407	10	mg										
6408	20	mg										
6409	600	mg										
6410	500	mg										
6411	80	mg	8	ml								
6412	80	mg	2	ml								
6413	80	mg	8	ml								
6420	2	billions										
6421	2	billions										
6422	250	mg	5	ml								
6425	100	mg	20	ml								
6426	50	mg										
6434	400	mg										
6437	6	mg										
6438	10	mg										
6439	20	mg										
6441	200	mg										
6442	4000	IU	0.4	ml								
6443	5	mg										
6445	200	mg 			245	 mg						
6446	200	mg 			245	 mg 			600	 mg		
6451												
6453	10	mg/g										
6455	100	mg										
6456	50	mg										
6457	625	mg										
6459		10	g									
6460	600	mg	300	ml								
6461	80	mg 			10	 mg						
6462	80	mg 			5	 mg						
6463	40	mg	2	ml								
6464	100	mg	5	ml								
6465	500	mg										
6466	3.5	mg										
6467	7	mg										
6468	44	mcg										
6469	150	mg										
6470	150	IU	75	IU								
6471	5	mg										
6473	600	mg										
6474	100	mcg 			50	 mcg						
6475	4.5	g										
6477	80	mg										
6478	160	mg 			12.5	 mg						
6480	5	mg										
6481	2.5	mg										
6483	50	mg/g										
6484	30	mg 			500	 mg						
6486	27	mg										
6487	36	mg										
6488	54	mg										
6489	18	mg										
6494	250	mg										
6497	50	mg										
6505	1	g										
6512	100	mg	5	ml								
6513	1	g										
6516	50	mg										
6517	90	mg										
6523	  150 	mg										
6526	5	mg										
6527	25	mg										
6528	50	mg										
6529	250	mg	5	ml								
6530	250	mg	5	ml								
6531	450	mg										
6532	100	g 			160	g 			80	g 		
6533	75	g 			120	g 			60	g 		
6534	50	g 			80	g 			40	g 		
6535	10	mg/ml										
6536	10	mg/ml										
6538	20	mg										
6539	500	IU										
6542	1	g										
6544	75	mg										
6546	2.5	mg										
6549	150	mg										
6553	10	mg 			25	 mg						
6557	5	mg										
6561	30	mg										
6562	2	mg/ml										
6568	20	mg										
6569	400	mg										
6570	300	mg										
6571	20	mg										
6572	80	mg 			12.5	 mg						
6573	160	mg 			25	 mg						
6574	160	mg 			12.5	 mg						
6575	120	mg										
6576	10	mg										
6577	20	mg										
6578	40	mg										
6581	500	mg 			400	 IU						
6583	100	mcg										
6584	4	mcg 			48	 mcg						
6586	12.5	mg										
6587	75	mg	3	ml								
6588	50	mg										
6589	75	mg										
6590	25	mg										
6591	25	mg										
6592	100	mg										
6593	50	mg										
6594	75	mg										
6595	25	mg										
6596	10	mg										
6597	400	mg										
6598	200	mg										
6599	5	mg										
6600	50	mg										
6602	50	mg/ml										
6603	500	mg										
6604	750	mg										
6605	500	mg										
6606	20	mg										
6607	12.5	mg										
6608	25	mg										
6615	200	mg										
6616	10	mg										
6618	10	mg										
6620	100	mg										
6621	400	mg										
6622	300	mg										
6623	250	mg 			300	 mg						
6624	2500	IU										
6625	3500	IU										
6626	10000	IU										
6631	4	g	20	ml								
6632	2.5	g	50	ml								
6634	106	CCID50										
6635	300	mg										
6636	1000	mg	100	ml								
6637	1000	mg	100	ml								
6638	50	mg										
6645	100	IU										
6649	75	mg										
6650	150	mg	25	ml								
6651	300	mg	50	ml								
6652	30	mg	5	ml								
6653	10	mg										
6654	50	mg										
6655	10	mg										
6656	50	mg										
6657	90	mg										
6658	5	mg										
6661	9	mg/ml										
6663	500	mg										
6664	2	mg										
6668	30	mg										
6669	15	mg										
6674	250	mcg/ml										
6675	2	mg										
6676	4	mg										
6677	60	mg/ml										
6678	150	mg										
6679	300	mg										
6680	600	mg										
6681	30	mg										
6682	60	mg										
6687	20	mg/g										
6689	300	mg										
6691	5	mg/ml										
6692	15	mg/ml										
6694	1	mg/ml										
6695												
6696	0.5	mg/g										
6697	5	mg/g										
6700	60	mg										
6702	4	mg										
6703	1	mg										
6704	3	mg										
6705	2	mg										
6712	150	mg	10	ml								
6713	250	mg										
6714	25	mg										
6715	5	mg 			12.5	 mg						
6719	500	mg										
6721	500	mg										
6722	1000	mg										
6723	300	mcg										
6724	50	mg/ml										
6726	2.5	mg/ml 			0.25	 mg/ml						
6727	10	mg										
6728	20	mg										
6729	40	mg										
6730	125	mg	5	ml								
6738	10	mg/g										
6739	200	mg										
6740	40	mg										
6745	20	mg/ml										
6746	20	mg										
6752	1	mg/ml 			3	 mg/ml						
6753	3	mg/ml										
6754	50	mg/ml 			50	 mg/ml						
6755	5	mg										
6756	120	mg										
6757	10	mg										
6758	80	mg										
6762	12.5	mg 	5	ml								
6763	0.5	mg										
6764	20	mg										
6765	40	mg										
6766	10	mg										
6767	100	mg										
6768	50	mg	2	ml								
6769	200	mg/ml										
6772	10	mg										
6773	15	mg										
6775	20	mg										
6776	500	mg 			500	 mg						
6779	100	mg	5	ml								
6781	2.25	g										
6782	4.5	g										
6784	1	g										
6785	1	g										
6786	0.5	g										
6787	0.5	g										
6791	40000	IU/ml										
6797	100	mg										
6798	75	mg										
6799	50	mg										
6800	150	mg										
6805	2	mg										
6806	1	mg										
6812	10	mg/ml										
6814	20	mg										
6817	100	mg 			10	 mg						
6818	100	mg 			5	 mg						
6822	16	mg										
6823	8	mg										
6824	500	mcg/ml										
6825	12	g										
6830	6	%			5	%			3	%		
6831												
6832												
6833	6	%			5	%			3	%		
6834	0.5	mg										
6835	1.5	mg/ml										
6836	10	mg 			20	 mg						
6837	1	mg										
6838	2	mg										
6839	3	mg										
6840	4	mg										
6841	5	mg										
6844	600	mg										
6845	50	mg										
6846	100	mg										
6847	50	mg 			12.5	 mg						
6848	100	mg 			12.5	 mg						
6849	100	mg 			25	 mg						
6850	1	mg/ml										
6853	400	mg										
6854	160	mg 			25	 mg						
6855	160	mg										
6858	100	mg										
6860	5000	IU										
6861	7500	IU										
6862	2.5	mg/ml										
6863	250	mg										
6865	625	IU/ml										
6867	156.25	mg	5	ml								
6868	20	mg/g										
6869												
6872	50	mcg/g										
6879	150	mg										
6880	75	mg										
6881	10,000	IU										
6883	120	mg										
6884	20	mg										
6885	40	mg										
6886	37.5	mg 			325	 mg						
6887	100	mg/ml										
6890	1	g										
6891	0.5	g										
6892	1	g										
6893	500	mg										
6894	1	g										
6895	40	mg										
6903	50	mg										
6904	1	g										
6905	10	mg/g										
6906	100	mg	5	ml								
6907	40	mg	2	ml								
6909	10	g	100	ml								
6912	1	g										
6914	60	mcg										
6915	120	mcg										
6917	400	mg										
6918	60	mg										
6919	500	mg										
6922	100	mg										
6924	20	mg										
6925	40	mg										
6926	30	mg										
6927	600	mg										
6930	10	mg										
6934	5	mg										
6935	10	mg										
6938	75	mg										
6939	40	mg										
6940	4	mg										
6941	10	mg										
6942	5	mg										
6943	3	g										
6946	140	mcg										
6947	250	mg										
6951	240	mg										
6953	20	mg/ml										
6955	100	mg										
6958	600	IU										
6962	50	mg										
6963	500	mg										
6965	70	mg										
6966	50	mg										
6968	80	mg/mg										
6969	50	mg										
6970	200	mg										
6971	1	g										
6975	140	mcg 			50	 mcg						
6976	100	mg										
6977	2.5	mg										
6978	20	mg/g										
6979	10	mg/g										
6980	200	mg										
6982	4	mg										
6983	30	mg	5	ml								
6984	30	mg	5	ml								
6985	100	mg	16.7	ml								
6986	0.5	mg/ml										
6988	457	mg	5	ml								
6991	4	mg										
6992	5	mg										
6993	700	mcg										
6995	5	mg/ml										
6997	1	g										
6999	250	mg	5	ml								
7000	50	mg	20	ml								
7001	100	mg										
7003	200	mg										
7004	100	mg										
7010	25	mg										
7011	50	mg										
7012	20	mg										
7014	2.5	mg										
7015	7.5	mg										
7017	40	mg										
7018	20	mg										
7020	500	mg 			500	 mg						
7021	1	g										
7023	100	mg	5	ml								
7025	457.1	mg	5	ml								
7026	20	mg 			0.0125	 mg						
7027	10	mg										
7028	15	mg										
7029	20	mg										
7032	5	mg	1.5	ml								
7035	2	mg										
7036	4	mg										
7037	20	mg										
7038	10	mg										
7041	15	mg	5	ml								
7042	10	mg										
7043	20	mg										
7044	40	mg										
7045	80	mg										
7046	160	mg										
7047	10	mg										
7048	30	mg										
7049	4	mg										
7050	200	mg										
7051	1	g										
7052	10	mg										
7053	50	mg										
7054	100	mg	50	ml								
7057	1.5	mg/g										
7058	25	mg										
7059	50	mg										
7060	100	mg										
7061	200	mg										
7063	80	mg										
7064	320	mg										
7065	160	mg										
7068	10	mg	5	ml								
7069	100	mg	2	ml								
7073	10	g	200	ml								
7074	2.5	g	25	ml								
7075	1	g	5	ml								
7076	5	g	50	ml								
7077	40	g/ml										
7078	10	mg										
7082	51	mg 			12.5	 mg						
7087	25	mg										
7088	50	mg										
7091	340	mg										
7092	400	mg	200	ml								
7093	200	mg	100	ml								
7094	1	mg/g										
7095	20	mg/g										
7097	80	mg	2	ml								
7098	80	mg	4	ml								
7099	80	mg	4	ml								
7101	7.5	mg/ml										
7115	20	mg										
7116	10	mg										
7117	0.5	mg										
7118	1	mg										
7119	5	mg										
7120	500	mg										
7121	10	mg										
7122												
7123	500	mg	100	ml								
7125												
7126												
7127												
7129												
7130												
7131												
7132												
7136	60	mg/ml										
7137	150	mg										
7142		NO										
7145	150	mg										
7146	500	mg										
7147	60	mg										
7148	90	mg										
7149	120	mg										
7150	30	mcg										
7152	250	mg 			300	 mg						
7153	2	mg/ml										
7155	250	mg										
7156	10	mg/g										
7158	250	mg										
7159	0.5	mg	5	ml								
7160	3	mg										
7163	35	mg										
7167	20	mg										
7168	250	mg										
7169	20	mg										
7170	40	mg										
7171	10	mg										
7172	5	mg										
7173	50	mg										
7174	55	mg 			12.5	 mg						
7176	400	mg										
7177	20	mg										
7178	600	IU										
7179	1200	IU										
7180	500	mg 			30	 mg 			8	 mg		
7183	10	mg										
7184	160	mg										
7185												
7187	2	%										
7188	450	mg										
7190	100	IU/ml										
7193	500	IU										
7194	35	mg										
7195	500	mg										
7196	750	mg										
7197	40	mg										
7198	1	g										
7199	1	mg										
7204	100	mg										
7205	100	mg										
7211	5	%			0.45	%			20	meq		
7212	0.9	%			20	meq						
7214	150	mg										
7216	500	mg	100	ml								
7220	2.5	mg/g										
7221	0.5	mg/ml										
7222	5	mg										
7223	10	mg										
7224	20	mg										
7225	5	mg										
7226	100	mg 			10	 mg 			12.5	 mg		
7227	100	mg 			5	 mg 			12.5	 mg		
7228	100	mg 			25	 mg						
7232	40	mg										
7233	500	mg										
7234	93.5	%										
7235	100	mg										
7237	400	mg										
7238	100	mg										
7239	100	IU/ml										
7242	250	mg	5	ml								
7243	5	mg										
7244	10	mg										
7246	200	mg										
7249	200	mg	100	ml								
7250	500	mg										
7251	500	mg										
7252	750	mg										
7253	400	mg										
7257	20	mg										
7258	4	mg										
7261	100	mg										
7262	120	mg										
7263	1	mg/g 			5	 mg/g						
7264	0.533	g	100	ml								
7265	800	mg										
7266	1	mg/ml										
7267	20	mg/ml										
7268	2.5	mg										
7269	25	mg										
7270	50	mg										
7273	10	mg										
7274	5	mg										
7276												
7280	200	mg										
7281	1	g										
7282	75	mg										
7283	250	IU/ml										
7284	300	mg										
7285	27	mg	15	ml								
7286	150	mg										
7287	100	mg										
7289	200	mg										
7290	400	mg 	5	 mg								
7291	30	mg										
7292	60	mg										
7294	400	mg										
7296	100	mg										
7303	500	mg										
7304	5	mg										
7305	5	mg 			125	 mg						
7306	2.5	mg										
7307	500	mg										
7308	100	mg										
7309	10,000	IU										
7310	800	mg										
7311	160	mg 			5	 mg						
7314	160	mg 			10	 mg						
7315	1	g	10	ml	3	mg	10	ml				
7316	0.4	mg										
7317	2.5	mg										
7318	8	g	40	ml								
7319	200	mg										
7320	100	IU/drop										
7321	165000	IU	150	ml	15500	IU	150	ml				
7322	20	mg/ml										
7323	45	mg										
7327	100	mcg										
7328	20	mg/ml										
7329	50	mg										
7330	5	mg										
7331	10	mg										
7332	10	mg/g										
7333	150	mg										
7337	75	mg										
7338	300	mg										
7339	200	mg										
7340	200	mg 			300	 mg						
