Code	Parent	Route CLEAN	Parenteral
3489	Parentaral	Inf-Infusion	Parentaral
3490	N-Nasal	N-Nasal	
3491	O-Oral	O-Oral	
3495	O-Oral	O-Oral	
3504	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3512	O-Oral	O-Oral	
3525	Oph-Ophtalmic	Oph-Ophtalmic	
3526	T-Topical	T-Topical	
3528	IV-Intravenous	IV-Intravenous	
3530	O-Oral	O-Oral	
3531	O-Oral	O-Oral	
3532	Parentaral	Inf-Infusion	Parentaral
3539	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3546	Parentaral	Inf-Infusion	Parentaral
3559	T-Topical	T-Topical	
3560	O-Oral	O-Oral	
3561	O-Oral	O-Oral	
3563	O-Oral	O-Oral	
3564	O-Oral	O-Oral	
3570	O-Oral	O-Oral	
3571	O-Oral	O-Oral	
3572	O-Oral	O-Oral	
3576	Parentaral	Inf-Infusion	Parentaral
3577	Parentaral	Inf-Infusion	Parentaral
3578	Parentaral	Inf-Infusion	Parentaral
3579	O-Oral	O-Oral	
3588	O-Oral	O-Oral	
3590	O-Oral	O-Oral	
3591	O-Oral	O-Oral	
3592	O-Oral	O-Oral	
3593	O-Oral	O-Oral	
3594	O-Oral	O-Oral	
3595	O-Oral	O-Oral	
3596	O-Oral	O-Oral	
3597	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3598	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3599	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3600	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3601	O-Oral	O-Oral	
3603	O-Oral	O-Oral	
3604	Parentaral	Inf-Infusion	Parentaral
3605	T-Topical	T-Topical	
3607			
3610	V-Vaginal	V-Vaginal	
3611	T-Topical	T-Topical	
3621	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
3626	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3631	O-Oral	O-Oral	
3632	O-Oral	O-Oral	
3633	O-Oral	O-Oral	
3634	O-Oral	O-Oral	
3635	O-Oral	O-Oral	
3651	O-Oral	O-Oral	
3658	O-Oral	O-Oral	
3660	O-Oral	O-Oral	
3677	O-Oral	O-Oral	
3678	O-Oral	O-Oral	
3679	O-Oral	O-Oral	
3682	O-Oral	O-Oral	
3683	T-Topical	T-Topical	
3684	O-Oral	O-Oral	
3685	O-Oral	O-Oral	
3686	O-Oral	O-Oral	
3692	O-Oral	O-Oral	
3694	T-Topical	T-Topical	
3695	T-Topical	T-Topical	
3698	T-Topical	T-Topical	
3711	V-Vaginal	V-Vaginal	
3712	O-Oral	O-Oral	
3714	O-Oral	O-Oral	
3715	O-Oral	O-Oral	
3717	O-Oral	O-Oral	
3733	IOc-Intraocular	IOc-Intraocular	
3740	O-Oral	O-Oral	
3747	O-Oral	O-Oral	
3748	O-Oral	O-Oral	
3749	O-Oral	O-Oral	
3754	O-Oral	O-Oral	
3755	O-Oral	O-Oral	
3757	O-Oral	O-Oral	
3758	O-Oral	O-Oral	
3774	R-Rectal	R-Rectal	
3775	R-Rectal	R-Rectal	
3777	O-Oral	O-Oral	
3780	Ot-Otic	Ot-Otic	
3781	O-Oral	O-Oral	
3790	SL-Sublingual	SL-Sublingual	
3791	SL-Sublingual	SL-Sublingual	
3792	SL-Sublingual	SL-Sublingual	
3793	SL-Sublingual	SL-Sublingual	
3794	Parentaral	SC-Subcutanous	Parentaral
3795	Parentaral	SC-Subcutanous	Parentaral
3819	O-Oral	O-Oral	
3820	O-Oral	O-Oral	
3829	O-Oral	O-Oral	
3830	O-Oral	O-Oral	
3831	O-Oral	O-Oral	
3832	O-Oral	O-Oral	
3838	O-Oral	O-Oral	
3847	O-Oral	O-Oral	
3851	O-Oral	O-Oral	
3853	O-Oral	O-Oral	
3854	O-Oral	O-Oral	
3863	IO-Intraoral	IO-Intraoral	
3881	O-Oral	O-Oral	
3882	O-Oral	O-Oral	
3885	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
3887	O-Oral	O-Oral	
3888	O-Oral	O-Oral	
3889	O-Oral	O-Oral	
3890	O-Oral	O-Oral	
3891	O-Oral	O-Oral	
3894	O-Oral	O-Oral	
3895	O-Oral	O-Oral	
3898	O-Oral	O-Oral	
3899	O-Oral	O-Oral	
3900	O-Oral	O-Oral	
3902	T-Topical	T-Topical	
3903	T-Topical	T-Topical	
3904	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3905	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3906	O-Oral	O-Oral	
3907	O-Oral	O-Oral	
3909	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
3915	O-Oral	O-Oral	
3919	O-Oral	O-Oral	
3920	O-Oral	O-Oral	
3922	Parentaral	Inf-Infusion	Parentaral
3928	Parentaral	IM-Intramuscular	Parentaral
3938	O-Oral	O-Oral	
3939	Parentaral	Inf-Infusion	Parentaral
3940	Parentaral	Inf-Infusion	Parentaral
3943	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
3944	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3949	O-Oral	O-Oral	
3951	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3952	Parentaral	Inf-Infusion	Parentaral
3956	O-Oral	O-Oral	
3959	O-Oral	O-Oral	
3960	O-Oral	O-Oral	
3961	Oph-Ophtalmic	Oph-Ophtalmic	
3962	Oph-Ophtalmic	Oph-Ophtalmic	
3963	Oph-Ophtalmic	Oph-Ophtalmic	
3969	O-Oral	O-Oral	
3970	O-Oral	O-Oral	
3974	O-Oral	O-Oral	
3976	O-Oral	O-Oral	
3977	O-Oral	O-Oral	
3978	O-Oral	O-Oral	
3979	Parentaral	SC-Subcutanous	Parentaral
3980	O-Oral	O-Oral	
3981	O-Oral	O-Oral	
3984	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
3986	O-Oral	O-Oral	
3987	O-Oral	O-Oral	
3990	O-Oral	O-Oral	
3992	T-Topical	T-Topical	
3993	O-Oral	O-Oral	
3994	O-Oral	O-Oral	
3996	O-Oral	O-Oral	
3999	Parentaral	Inf-Infusion	Parentaral
4015	O-Oral	O-Oral	
4016	O-Oral	O-Oral	
4017	O-Oral	O-Oral	
4018	O-Oral	O-Oral	
4019	O-Oral	O-Oral	
4020	Parentaral	ITh-Intrathecal	Parentaral
4021	Parentaral	Injectable route (except IV route)	Parentaral
4022	Parentaral	Injectable route (except IV route)	Parentaral
4025	Parentaral	SC-Subcutanous	Parentaral
4028	Parentaral	Inf-Infusion	Parentaral
4029	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
4041	O-Oral	O-Oral	
4043	Parentaral	Inf-Infusion	Parentaral
4048	Parentaral	Inf-Infusion	Parentaral
4057	Parentaral	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal	Parentaral
4058	Parentaral	Inf-Infusion	Parentaral
4061	ITrac-Intratracheal	ITrac-Intratracheal	
4067	T-Topical	T-Topical	
4070	O-Oral	O-Oral	
4071	O-Oral	O-Oral	
4075	O-Oral	O-Oral	
4078	O-Oral	O-Oral	
4079	O-Oral	O-Oral	
4082	O-Oral	O-Oral	
4083	Parentaral	Inf-Infusion	Parentaral
4086	O-Oral	O-Oral	
4092	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
4093	Parentaral	SC-Subcutanous	Parentaral
4094	O-Oral	O-Oral	
4095	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
4097	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
4098	Oph-Ophtalmic	Oph-Ophtalmic	
4100	Oph-Ophtalmic	Oph-Ophtalmic	
4103	Parentaral	Inf-Infusion	Parentaral
4104	Parentaral	Inf-Infusion	Parentaral
4105	HD-Haemodialysis	HD-Haemodialysis	
4106	HD-Haemodialysis	HD-Haemodialysis	
4107	HD-Haemodialysis	HD-Haemodialysis	
4108	HD-Haemodialysis	HD-Haemodialysis	
4109	HD-Haemodialysis	HD-Haemodialysis	
4110	Parentaral	Inf-Infusion	Parentaral
4111	Parentaral	Inf-Infusion	Parentaral
4112	Parentaral	Inf-Infusion	Parentaral
4113	Parentaral	Inf-Infusion	Parentaral
4114	Parentaral	Inf-Infusion	Parentaral
4115	Parentaral	Inf-Infusion	Parentaral
4117	Parentaral	Inf-Infusion	Parentaral
4119	Parentaral	Inf-Infusion	Parentaral
4122	Parentaral	Inf-Infusion	Parentaral
4124	Parentaral	Inf-Infusion	Parentaral
4126	Parentaral	Inf-Infusion	Parentaral
4128	Parentaral	Inf-Infusion	Parentaral
4130	Parentaral	Inf-Infusion	Parentaral
4133	Parentaral	Inf-Infusion	Parentaral
4134	Parentaral	Inf-Infusion	Parentaral
4136	Parentaral	Inf-Infusion	Parentaral
4138	Parentaral	Inf-Infusion	Parentaral
4142	Parentaral	Inf-Infusion	Parentaral
4144	Parentaral	Inf-Infusion	Parentaral
4147	Parentaral	Inf-Infusion	Parentaral
4149	Parentaral	Inf-Infusion	Parentaral
4151	Parentaral	Inf-Infusion	Parentaral
4153	Parentaral	Inf-Infusion	Parentaral
4155	Parentaral	Inf-Infusion	Parentaral
4157	Parentaral	Inf-Infusion	Parentaral
4159	Parentaral	Inf-Infusion	Parentaral
4163	Parentaral	Inf-Infusion	Parentaral
4165	Parentaral	Inf-Infusion	Parentaral
4166	Parentaral	Inf-Infusion	Parentaral
4167	Parentaral	Inf-Infusion	Parentaral
4169	Parentaral	Inf-Infusion	Parentaral
4174	Parentaral	Inf-Infusion	Parentaral
4175	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
4176	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
4177	Parentaral	Inf-Infusion	Parentaral
4179	Parentaral	Inf-Infusion	Parentaral
4181	Parentaral	Inf-Infusion	Parentaral
4182	Parentaral	Inf-Infusion	Parentaral
4184	Parentaral	Inf-Infusion	Parentaral
4187	Parentaral	Inf-Infusion	Parentaral
4189	Parentaral	Inf-Infusion	Parentaral
4191	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
4192	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
4196	Parentaral	Inf-Infusion	Parentaral
4197	Parentaral	Inf-Infusion	Parentaral
4198	Parentaral	Inf-Infusion	Parentaral
4199	Parentaral	Inf-Infusion	Parentaral
4200	Parentaral	Inf-Infusion	Parentaral
4201	Parentaral	Inf-Infusion	Parentaral
4202	Parentaral	Inf-Infusion	Parentaral
4203	Parentaral	Inf-Infusion	Parentaral
4204	Parentaral	Inf-Infusion	Parentaral
4205	Parentaral	Inf-Infusion	Parentaral
4206	Parentaral	Inf-Infusion	Parentaral
4207	Parentaral	Inf-Infusion	Parentaral
4208	Parentaral	Inf-Infusion	Parentaral
4209	Parentaral	Inf-Infusion	Parentaral
4211	Parentaral	Inf-Infusion	Parentaral
4212	Parentaral	Inf-Infusion	Parentaral
4214	Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
4215	Parentaral	Inf-Infusion	Parentaral
4217	Parentaral	Inf-Infusion	Parentaral
4219	Parentaral	Inf-Infusion	Parentaral
4221	Parentaral	Inf-Infusion	Parentaral
4223	Parentaral	Inf-Infusion	Parentaral
4224	Parentaral	Inf-Infusion	Parentaral
4225	Parentaral	Inf-Infusion	Parentaral
4227	Irrigation	Irrigation	
4229	Irrigation	Irrigation	
4231	Irrigation	Irrigation	
4235	Irrigation	Irrigation	
4236	Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
4237	Irrigation	Irrigation	
4238	Irrigation	Irrigation	
4239	O-Oral	O-Oral	
4240	R-Rectal	R-Rectal	
4241	O-Oral	O-Oral	
4242	O-Oral	O-Oral	
4243	O-Oral	O-Oral	
4245	Ot-Otic	Ot-Otic	
4246	O-Oral	O-Oral	
4249	O-Oral	O-Oral	
4250	O-Oral	O-Oral	
4251	O-Oral	O-Oral	
4252	O-Oral	O-Oral	
4253	O-Oral	O-Oral	
4254	O-Oral	O-Oral	
4258	O-Oral	O-Oral	
4259	O-Oral	O-Oral	
4260	O-Oral	O-Oral	
4261	O-Oral	O-Oral	
4262	O-Oral	O-Oral	
4263	O-Oral	O-Oral	
4264	O-Oral	O-Oral	
4265	O-Oral	O-Oral	
4266	O-Oral	O-Oral	
4267	O-Oral	O-Oral	
4268	O-Oral	O-Oral	
4269	O-Oral	O-Oral	
4270	O-Oral	O-Oral	
4271	O-Oral	O-Oral	
4272	O-Oral	O-Oral	
4275	O-Oral	O-Oral	
4276	O-Oral	O-Oral	
4277	O-Oral	O-Oral	
4278	O-Oral	O-Oral	
4284	O-Oral	O-Oral	
4285	O-Oral	O-Oral	
4286	O-Oral	O-Oral	
4287	T-Topical	T-Topical	
4288	O-Oral	O-Oral	
4289	O-Oral	O-Oral	
4290	O-Oral	O-Oral	
4291	O-Oral	O-Oral	
4292	O-Oral	O-Oral	
4293	O-Oral	O-Oral	
4294	O-Oral	O-Oral	
4295	O-Oral	O-Oral	
4296	O-Oral	O-Oral	
4297	Ot-Otic	Ot-Otic	
4300	O-Oral	O-Oral	
4301	O-Oral	O-Oral	
4302	O-Oral	O-Oral	
4303	O-Oral	O-Oral	
4304	O-Oral	O-Oral	
4305	O-Oral	O-Oral	
4306	R-Rectal	R-Rectal	
4309	O-Oral	O-Oral	
4310	O-Oral	O-Oral	
4311	O-Oral	O-Oral	
4312	O-Oral	O-Oral	
4313	T-Topical	T-Topical	
4314	O-Oral	O-Oral	
4315	V-Vaginal	V-Vaginal	
4316	V-Vaginal	V-Vaginal	
4317	V-Vaginal	V-Vaginal	
4318	T-Topical	T-Topical	
4319	V-Vaginal	V-Vaginal	
4320	O-Oral	O-Oral	
4321	O-Oral	O-Oral	
4322	O-Oral	O-Oral	
4324	O-Oral	O-Oral	
4325	O-Oral	O-Oral	
4326	O-Oral	O-Oral	
4327	O-Oral	O-Oral	
4331	O-Oral	O-Oral	
4332	O-Oral	O-Oral	
4333	O-Oral	O-Oral	
4336	O-Oral	O-Oral	
4337	O-Oral	O-Oral	
4338	O-Oral	O-Oral	
4339	O-Oral	O-Oral	
4340	O-Oral	O-Oral	
4341	O-Oral	O-Oral	
4345	O-Oral	O-Oral	
4350	R-Rectal	R-Rectal	
4351	R-Rectal	R-Rectal	
4354	O-Oral	O-Oral	
4355	O-Oral	O-Oral	
4357	O-Oral	O-Oral	
4361	O-Oral	O-Oral	
4362	T-Topical	T-Topical	
4364	O-Oral	O-Oral	
4367	T-Topical	T-Topical	
4368	T-Topical	T-Topical	
4369	T-Topical	T-Topical	
4370	O-Oral	O-Oral	
4371	O-Oral	O-Oral	
4372	O-Oral	O-Oral	
4373	O-Oral	O-Oral	
4374	O-Oral	O-Oral	
4376	O-Oral	O-Oral	
4377	T-Topical	T-Topical	
4378	O-Oral	O-Oral	
4379	O-Oral	O-Oral	
4380	O-Oral	O-Oral	
4387	O-Oral	O-Oral	
4388	O-Oral	O-Oral	
4389	O-Oral	O-Oral	
4390	O-Oral	O-Oral	
4392	O-Oral	O-Oral	
4393	O-Oral	O-Oral	
4395	O-Oral	O-Oral	
4396	O-Oral	O-Oral	
4397	T-Topical	T-Topical	
4398	O-Oral	O-Oral	
4399	O-Oral	O-Oral	
4400	T-Topical	T-Topical	
4401	O-Oral	O-Oral	
4402	O-Oral	O-Oral	
4404	O-Oral	O-Oral	
4405	O-Oral	O-Oral	
4406	O-Oral	O-Oral	
4411	T-Topical	T-Topical	
4413	O-Oral	O-Oral	
4414	T-Topical	T-Topical	
4415	O-Oral	O-Oral	
4416	O-Oral	O-Oral	
4417	T-Topical	T-Topical	
4418	O-Oral	O-Oral	
4419	O-Oral	O-Oral	
4420	O-Oral	O-Oral	
4421	O-Oral	O-Oral	
4422	O-Oral	O-Oral	
4423	O-Oral	O-Oral	
4424	O-Oral	O-Oral	
4425	O-Oral	O-Oral	
4427	O-Oral	O-Oral	
4428	O-Oral	O-Oral	
4429	O-Oral	O-Oral	
4431	T-Topical	T-Topical	
4433	O-Oral	O-Oral	
4434	O-Oral	O-Oral	
4435	O-Oral	O-Oral	
4436	O-Oral	O-Oral	
4438	O-Oral	O-Oral	
4439	T-Topical	T-Topical	
4440	O-Oral	O-Oral	
4442	O-Oral	O-Oral	
4446	O-Oral	O-Oral	
4447	O-Oral	O-Oral	
4448	O-Oral	O-Oral	
4450	O-Oral	O-Oral	
4451	Ot-Otic	Ot-Otic	
4452	O-Oral	O-Oral	
4453	O-Oral	O-Oral	
4454	T-Topical	T-Topical	
4455	O-Oral	O-Oral	
4456	O-Oral	O-Oral	
4457	O-Oral	O-Oral	
4458	O-Oral	O-Oral	
4459	O-Oral	O-Oral	
4460	O-Oral	O-Oral	
4461	O-Oral	O-Oral	
4462	O-Oral	O-Oral	
4463	O-Oral	O-Oral	
4464	O-Oral	O-Oral	
4466	O-Oral	O-Oral	
4467	T-Topical	T-Topical	
4468	O-Oral	O-Oral	
4469	O-Oral	O-Oral	
4481	T-Topical	T-Topical	
4488	T-Topical	T-Topical	
4490	T-Topical	T-Topical	
4492	T-Topical	T-Topical	
4494	T-Topical	T-Topical	
4495	O-Oral	O-Oral	
4497	O-Oral	O-Oral	
4499	T-Topical	T-Topical	
4501	O-Oral	O-Oral	
4502	O-Oral	O-Oral	
4503	O-Oral	O-Oral	
4504	O-Oral	O-Oral	
4505	T-Topical	T-Topical	
4507	O-Oral	O-Oral	
4508	O-Oral	O-Oral	
4509	O-Oral	O-Oral	
4513	Ot-Otic	Ot-Otic	
4516	O-Oral	O-Oral	
4517	O-Oral	O-Oral	
4518	O-Oral	O-Oral	
4519	O-Oral	O-Oral	
4523	T-Topical	T-Topical	
4524	Oph-Ophtalmic	Oph-Ophtalmic	
4525	O-Oral	O-Oral	
4532	T-Topical	T-Topical	
4535	O-Oral	O-Oral	
4536	O-Oral	O-Oral	
4537	O-Oral	O-Oral	
4540	O-Oral	O-Oral	
4541	O-Oral	O-Oral	
4543	O-Oral	O-Oral	
4545	R-Rectal	R-Rectal	
4547	T-Topical	T-Topical	
4548	R-Rectal	R-Rectal	
4549	R-Rectal	R-Rectal	
4551	R-Rectal	R-Rectal	
4552	O-Oral	O-Oral	
4554	O-Oral	O-Oral	
4559	T-Topical	T-Topical	
4560	O-Oral	O-Oral	
4561	O-Oral	O-Oral	
4562	O-Oral	O-Oral	
4563	O-Oral	O-Oral	
4564	O-Oral	O-Oral	
4565	O-Oral	O-Oral	
4566	O-Oral	O-Oral	
4567	T-Topical	T-Topical	
4568	T-Topical	T-Topical	
4569	O-Oral	O-Oral	
4572	R-Rectal	R-Rectal	
4573	O-Oral	O-Oral	
4574	O-Oral	O-Oral	
4575	O-Oral	O-Oral	
4576	O-Oral	O-Oral	
4577	O-Oral	O-Oral	
4578	O-Oral	O-Oral	
4579	O-Oral	O-Oral	
4580	O-Oral	O-Oral	
4581	O-Oral	O-Oral	
4582	O-Oral	O-Oral	
4583	R-Rectal	R-Rectal	
4584	O-Oral	O-Oral	
4585	O-Oral	O-Oral	
4586	O-Oral	O-Oral	
4587	O-Oral	O-Oral	
4588	O-Oral	O-Oral	
4589	O-Oral	O-Oral	
4590	T-Topical	T-Topical	
4591	T-Topical	T-Topical	
4592	T-Topical	T-Topical	
4593	R-Rectal	R-Rectal	
4594	T-Topical	T-Topical	
4595	O-Oral	O-Oral	
4596	O-Oral	O-Oral	
4597	O-Oral	O-Oral	
4598	T-Topical	T-Topical	
4599	T-Topical	T-Topical	
4600	T-Topical	T-Topical	
4602	O-Oral	O-Oral	
4603	R-Rectal	R-Rectal	
4604	O-Oral	O-Oral	
4605	O-Oral	O-Oral	
4607	N-Nasal	N-Nasal	
4608	O-Oral	O-Oral	
4610	T-Topical	T-Topical	
4611	O-Oral	O-Oral	
4612	Oph-Ot-Ophtalmic and Otic	Oph-Ot-Ophtalmic and Otic	
4613	T-Topical	T-Topical	
4614	O-Oral	O-Oral	
4615	O-Oral	O-Oral	
4616	O-Oral	O-Oral	
4617	O-Oral	O-Oral	
4618	T-Topical	T-Topical	
4619	O-Oral	O-Oral	
4620	O-Oral	O-Oral	
4621	T-Topical	T-Topical	
4622	O-Oral	O-Oral	
4623	O-Oral	O-Oral	
4624	R-Rectal	R-Rectal	
4626	O-Oral	O-Oral	
4628	O-Oral	O-Oral	
4629	R-Rectal	R-Rectal	
4630	R-Rectal	R-Rectal	
4631	Oph-Ot-Ophtalmic and Otic	Oph-Ot-Ophtalmic and Otic	
4632	T-Topical	T-Topical	
4633	O-Oral	O-Oral	
4634	T-Topical	T-Topical	
4635	Oph-Ophtalmic	Oph-Ophtalmic	
4636	O-Oral	O-Oral	
4637	O-Oral	O-Oral	
4638	O-Oral	O-Oral	
4639	O-Oral	O-Oral	
4640	O-Oral	O-Oral	
4641	T-Topical	T-Topical	
4642	O-Oral	O-Oral	
4643	O-Oral	O-Oral	
4644	O-Oral	O-Oral	
4645	O-Oral	O-Oral	
4646	T-Topical	T-Topical	
4648	O-Oral	O-Oral	
4649	O-Oral	O-Oral	
4650	O-Oral	O-Oral	
4651	O-Oral	O-Oral	
4652	O-Oral	O-Oral	
4653	O-Oral	O-Oral	
4658	O-Oral	O-Oral	
4660	O-Oral	O-Oral	
4661	T-Topical	T-Topical	
4662	O-Oral	O-Oral	
4664	O-Oral	O-Oral	
4666	O-Oral	O-Oral	
4667	O-Oral	O-Oral	
4668	O-Oral	O-Oral	
4673	O-Oral	O-Oral	
4674	O-Oral	O-Oral	
4675	O-Oral	O-Oral	
4676	O-Oral	O-Oral	
4677	O-Oral	O-Oral	
4680	O-Oral	O-Oral	
4682	O-Oral	O-Oral	
4684	T-Topical	T-Topical	
4688	T-Topical	T-Topical	
4693	O-Oral	O-Oral	
4694	O-Oral	O-Oral	
4695	O-Oral	O-Oral	
4696	O-Oral	O-Oral	
4697	O-Oral	O-Oral	
4698	O-Oral	O-Oral	
4699	O-Oral	O-Oral	
4700	O-Oral	O-Oral	
4701	O-Oral	O-Oral	
4702	O-Oral	O-Oral	
4703	O-Oral	O-Oral	
4704	Parentaral	IM-Intramuscular	Parentaral
4710	O-Oral	O-Oral	
4714	T-Topical	T-Topical	
4715	O-Oral	O-Oral	
4718	O-Oral	O-Oral	
4719	O-Oral	O-Oral	
4720	O-Oral	O-Oral	
4721	O-Oral	O-Oral	
4722	O-Oral	O-Oral	
4725	O-Oral	O-Oral	
4728	O-Oral	O-Oral	
4729	O-Oral	O-Oral	
4730	O-Oral	O-Oral	
4731	O-Oral	O-Oral	
4735	O-Oral	O-Oral	
4736	O-Oral	O-Oral	
4737	O-Oral	O-Oral	
4738	O-Oral	O-Oral	
4745	O-Oral	O-Oral	
4747	Parentaral	Inf-Infusion	Parentaral
4748	Parentaral	Inf-Infusion	Parentaral
4749	Parentaral	Inf-Infusion	Parentaral
4750	Parentaral	Inf-Infusion	Parentaral
4751	Parentaral	Inf-Infusion	Parentaral
4752	Parentaral	Inf-Infusion	Parentaral
4753	Parentaral	Inf-Infusion	Parentaral
4754	Parentaral	Inf-Infusion	Parentaral
4755	Parentaral	Inf-Infusion	Parentaral
4756	Parentaral	Inf-Infusion	Parentaral
4764	Parentaral	Inf-Infusion	Parentaral
4765	Parentaral	Inf-Infusion	Parentaral
4766	Parentaral	Inf-Infusion	Parentaral
4767	Parentaral	Inf-Infusion	Parentaral
4769	Parentaral	Inf-Infusion	Parentaral
4770	Parentaral	Inf-Infusion	Parentaral
4772	Parentaral	Inf-Infusion	Parentaral
4773	Parentaral	Inf-Infusion	Parentaral
4774	Parentaral	Inf-Infusion	Parentaral
4775	Parentaral	Inf-Infusion	Parentaral
4776	Parentaral	Inf-Infusion	Parentaral
4777	Parentaral	Inf-Infusion	Parentaral
4778	Parentaral	Inf-Infusion	Parentaral
4779	Parentaral	Inf-Infusion	Parentaral
4780	Parentaral	Inf-Infusion	Parentaral
4781	Parentaral	Inf-Infusion	Parentaral
4782	Parentaral	Inf-Infusion	Parentaral
4783	Parentaral	Inf-Infusion	Parentaral
4784	Parentaral	Inf-Infusion	Parentaral
4785	Parentaral	Inf-Infusion	Parentaral
4786	Parentaral	Inf-Infusion	Parentaral
4787	Parentaral	Inf-Infusion	Parentaral
4788	Parentaral	Inf-Infusion	Parentaral
4789	Parentaral	Inf-Infusion	Parentaral
4790	Parentaral	Inf-Infusion	Parentaral
4792	Parentaral	Inf-Infusion	Parentaral
4793	Parentaral	Inf-Infusion	Parentaral
4794	Parentaral	Inf-Infusion	Parentaral
4795	Parentaral	Inf-Infusion	Parentaral
4796	Parentaral	Inf-Infusion	Parentaral
4800	HD-Haemodialysis	HD-Haemodialysis	
4801	Parentaral	Inf-Infusion	Parentaral
4802	HD-Haemodialysis	HD-Haemodialysis	
4803	HD-Haemodialysis	HD-Haemodialysis	
4804	HD-Haemodialysis	HD-Haemodialysis	
4805	HD-Haemodialysis	HD-Haemodialysis	
4806	HD-Haemodialysis	HD-Haemodialysis	
4808	Parentaral	Inf-Infusion	Parentaral
4809	Parentaral	Inf-Infusion	Parentaral
4810	Parentaral	Inf-Infusion	Parentaral
4811	OG-Oral gingival	OG-Oral gingival	
4830	O-Oral	O-Oral	
4831	O-Oral	O-Oral	
4857	Parentaral	Inf-Infusion	Parentaral
4858	HD-Haemodialysis	HD-Haemodialysis	
4859	HD-Haemodialysis	HD-Haemodialysis	
4860	HD-Haemodialysis	HD-Haemodialysis	
4864	Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
4874	O-Oral	O-Oral	
4875	O-Oral	O-Oral	
4898	T-Topical	T-Topical	
4903	T-Topical	T-Topical	
4904	T-Topical	T-Topical	
5021	O-Oral	O-Oral	
5027	T-Topical	T-Topical	
5036	O-Oral	O-Oral	
5037	O-Oral	O-Oral	
5039	O-Oral	O-Oral	
5040	O-Oral	O-Oral	
5041	O-Oral	O-Oral	
5042	O-Oral	O-Oral	
5043	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5044	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
5045	Ot-Otic	Ot-Otic	
5046	O-Oral	O-Oral	
5047	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5048	Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
5049	Parentaral	Inf-Infusion	Parentaral
5056	O-Oral	O-Oral	
5057	Parentaral	SC-Subcutanous	Parentaral
5060	Parentaral	SC-Subcutanous	Parentaral
5061	Parentaral	SC-Subcutanous	Parentaral
5065	O-Oral	O-Oral	
5066	Parentaral	Inf-Infusion	Parentaral
5071	V-Vaginal	V-Vaginal	
5074	O-Oral	O-Oral	
5075	O-Oral	O-Oral	
5076	O-Oral	O-Oral	
5077	O-Oral	O-Oral	
5078	O-Oral	O-Oral	
5079	O-Oral	O-Oral	
5080	O-Oral	O-Oral	
5081	O-Oral	O-Oral	
5082	O-Oral	O-Oral	
5083	O-Oral	O-Oral	
5084	O-Oral	O-Oral	
5085	O-Oral	O-Oral	
5086	O-Oral	O-Oral	
5087	O-Oral	O-Oral	
5088	O-Oral	O-Oral	
5089	O-Oral	O-Oral	
5090	O-Oral	O-Oral	
5091	Parentaral	Inf-Infusion	Parentaral
5092	Parentaral	Inf-Infusion	Parentaral
5094	O-Oral	O-Oral	
5095	T-Topical	T-Topical	
5096	O-Oral	O-Oral	
5097	O-Oral	O-Oral	
5098	O-Oral	O-Oral	
5099	O-Oral	O-Oral	
5103	Oph-Ophtalmic	Oph-Ophtalmic	
5113	O-Oral	O-Oral	
5114	O-Oral	O-Oral	
5115	O-Oral	O-Oral	
