MoPHCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country	SubsidyPercentage
11703	1193/2021	DIFICLIR	200mg	20	Tablet, film coated	Taba Chemipharm	Patheon Inc. (TRO)	Canada	0
9313	108815/1	DIFIRAX	500mg	28	Tablet, dispersible	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan	0
9511	81318/1	DIFIRAX	250mg	30	Tablet, dispersible	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan	0
3588	208301/96	DIFLUCAN	50mg	7	Capsule	Droguerie Fattal  S.A.L.	Fareva Amboise	France	0
7137	187454/13	DIFLUCAN	150mg	1	Capsule	Droguerie Fattal  S.A.L.	Fareva Amboise	France	0
9574	76018/1	DIGCAP	20mg	30	Capsule	Prime Pharma SAL	Pharmadex	Lebanon	0
10013	4217/1	DILAMUC		100ml	Syrup	Qualipharm	Jerash Pharmaceuticals	Jordan	0
9853	15919/1	DILATREND	6.25mg	30	Tablet	Omnipharma	Delpharm Milano SRL	Italy	0
9968	16019/1	DILATREND	25mg	30	Tablet	Omnipharma	Delpharm Milano SRL	Italy	0
9687	74017/1	DILO	8%	30ml	Topical spray	Pharmapro	Mediphar Laboratories	Lebanon	0
10091	93814/1	DILO	50mg	20	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	0
8461	106214/1	DILO 	2%	30g	Topical gel	Pharmapro	Mediphar Laboratories	Lebanon	0
7026	96672/12	DILOCAIN 2%		100 Cartridges x 1.7ml	Injectable solution	Droguerie Phenicia	Normon SA	Spain	0
10236	77018/1	DILTIGEL	2%		Topical gel	Ibn Sina Pharm SARL	Sobhan Darou Company	Iran	0
11772	137623/1	DIOVAN	80mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11773	137723/1	DIOVAN	160mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
3427	135258/97	DIOVENOR 600	600mg	30	Comprimé	Raymond Georges Abou Adal & Co	Innothera Chouzy	France	0
6927	96687/12	DIOVENOR 600	600mg	15	Tablet	Raymond Georges Abou Adal & Co	Innothera Chouzy	France	0
10859	177118/1	DIOXAFLEX B12		6Ampoules	Injection	New Europharm	Laboratorios Bago SA	Argentine	0
11216	67722/1	DIOXAFLEX B12		3Ampoules	Injection	New Europharm	Laboratorios Bago SA	Argentine	0
3922	194023/05	DIPEPTIVEN		1X100ml	Injectable concentrated solution for Infusion 	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	0
9685	101118/1	DIPHENIST	50mg/ml	Box of 10Vials x 1ml	Injection	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada	0
8454	167972/11	DIPHTHERIA, TETANUS,PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE TYPE B CONJUGATE VACCINE		1Dose 		Unipharm S.A.L.	Serum Institute of India Ltd	India	0
8565	170415/1	DIPROFOS		2ml	Ampoule Injectable	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium	0
8563	166615/1	DIPROSALIC		30g	Ointment	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium	0
8560	144815/1	DIPROSONE	0.05%	30g	Cream	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium	0
8016	67914/1	DIROGIT	500mg	120	Tablet, film coated	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
8575	187077/13	DISLEP	25mg	20	Tablet	Spephal S.A.L.	Mediphar Laboratories (Packing) under license from Ferrer Internacional SA, Spain	Lebanon	0
10156	61218/1	DISTEM		50	Tablet	Pharmamedic S.A.R.L.	Faes Farma SA	Spain	0
1664	24878/80	DIURESAL	40mg	24	Tablet	Mediterranean Pharmaceutical Company	Pharmaceuticals Lagap SA	Switzerland	0
3993	195324/04	DIVIDO 75MG	75mg	20	Capsule, dual release	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	0
11529	9920/1	DIVINUS	5mg	30	Tablet, film coated	UPO S.A.L.	Hikma Pharmaceuticals	Jordan	0
11530	10020/1	DIVINUS	10mg	30	Tablet, film coated	UPO S.A.L.	Hikma Pharmaceuticals	Jordan	0
11612	144920/1	DIVINUSMET XR	5mg/1000mg	60	Tablet, extended release	UPO S.A.L.	Hikma Pharmaceuticals	Jordan	0
3532	195328/04	DOBUTAMINE PANPHARMA	250mg/20ml	10Flacons	Solution à diluer pour perfusion	Minapharm Halabi	Panpharma GmbH	Germany	0
8734	56816/1	DOCETAXEL ACCORD	20mg/1ml	1 vial	Concentrate for solution for infusion	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK	0
8735	56916/1	DOCETAXEL ACCORD	80mg/4ml	1 vial	Concentrate for solution for infusion	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK	0
5866	218935/10	DOCETAXEL EBEWE	80mg/8ml	1Vial		Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
5867	218936/10	DOCETAXEL EBEWE	20mg/2ml	1Vial		Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
1731	148395/04	DOCETAXEL GP PHARM	80mg/2ml	1Vial + 1Vial Solv	Concentrate for injection	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	0
3576	194595/04	DOCETAXEL GP PHARM	20mg/0.5ml	1Vial + 1Vial Solv	Concentrate for injection	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	0
11268	7821/1	DOCETAXEL SPC	80mg/4ml	1Vial x4ml	Concentrate for solution for infusion	Advanced Healthcare Services SAL	Pharmaline SAL Licensed by Sudair Pharma Company, KSA	Lebanon	0
8711	222944/14	DOLFEIN		30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	0
6347	166795/11	DOLIPRANE	1000mg	8	Tablet	Mersaco	Sanofi Winthrop Industrie	France	0
7434	185997/13	DOLIPRANE	500mg	16	Tablet	Mersaco	Sanofi Winthrop Industrie	France	0
11332	146221/1	DOLIPRANE	500mg	16	Tablet	Mersaco	Opella Healthcare International SAS	France	0
11333	145921/1	DOLIPRANE	1000mg	8	Tablet	Mersaco	Opella Healthcare International SAS	France	0
9889	20019/1	DOLONIL	75mg/3ml	5Ampoules	Solution for IM injection	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
11474	77723/1	DOLONIL	75mg/3ml	50Ampoules	Solution for IM injection	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
7307	96597/12	DOLOPAN	500mg	24	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
10441	173219/1	DOLOPAN	500mg	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
10750	105221/1	DOLOPAN	500mg	72	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
10797	3722/1	DOLOPAN	500mg	60	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Benta Lyon, France for Benta SAL	Lebanon	0
6310	23640/06	DOLORAZ 400	400mg	20	Capsule, soft gelatin	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	0
4545	26509	DOLOSPASMINE COMP		5	Suppository	Mephico S.A.L.	Mephico SAL	Lebanon	0
7289	186123/13	DOLQUINE	200mg	30	Tablet, coated	Wellpharm	Laboratorios Rubio SA.	Spain	0
11410	177119/1	DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR DISOPROXIL FUMARATE	50mg/300mg/300mg	30	Tablet	Mediterranean Pharmaceutical Company	Mylan Laboratories Ltd	India	0
5999	218160/09	DOMIDONE CHAPHA SUGAR FREE	1mg/ml	200ml	Oral suspension	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	0
11096	115322/1	DOMPERIDONE BIOGARAN	10mg	20	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Anpharm Przedsiebiorstwo Farmaceutyczne SA	Poland	0
11753	22722/1	DONA	1500mg	30sachets	Powder for oral solution	Omnipharma	Rottapharm Ltd	Ireland	0
7361	221342/08	DONECEPT 10	10mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	0
7360	221341/08	DONECEPT 5	5mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	0
10419	102120/1	DONEPEZIL ARROW	10mg	28	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10420	102020/1	DONEPEZIL ARROW	5mg	28	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
11015	99920/1	DONEPEZIL BIOGARAN	10mg	28	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	0
11018	99820/1	DONEPEZIL BIOGARAN	5mg	28	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	0
8096	32914/1	DONEPEZIL/ GENEPHARM	10mg	28	Tablet, orodispersible	Nobel Pharm Plus SARL	Genepharm SA	Greece	0
8177	33014/1	DONEPEZIL/ GENEPHARM	5mg	28	Tablet, orodispersible	Nobel Pharm Plus SARL	Genepharm SA	Greece	0
2640	236651	DOPAMINE FRESENIUS	200mg/5ml	10 x 5ml	Concentrate for solution for infusion	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	0
3546	148242/03	DOPAMINE RENAUDIN	200mg/5ml - 4%	5ml/10Ampoules	Solution for perfusion	Minapharm Halabi	Renaudin 	France	0
11535	55823/1	DOPEZIL	10mg	30	Tablet, film coated	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
11536	55723/1	DOPEZIL	5mg	30	Tablet, film coated	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
5419	024995/07	DORIXINA	125mg	20	Tablet	Droguerie Phenicia	Roemmers S.A.I.C.F.	Argentine	0
7305	96603/12	DORIXINA RELAX		20	Tablet, film coated	Droguerie Phenicia	Roemmers S.A.I.C.F.	Argentine	0
6812	97391/12	DORMIFOR 	1%	5 vials x 20ml	IV emulsion	Raymond Georges Abou Adal & Co	Corden Pharma SpA Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
10972	51222/1	DORZOLAMIDE BGR	20mg/ml	Flacon 5ml	Collyre en solution	Commercial and Trading Ressources SAL (CTR)	Rafarm SA	Greece	0
10942	51422/1	DORZOLAMIDE/TIMOLOL BGR	20mg/ml+5mg/ml	Flacon de 5ml	Collyre en solution	Commercial and Trading Ressources SAL (CTR)	Rafarm SA	Greece	0
9049	186184/13	DORZOPTIC PLUS		5ml	Eye drops solution	Pharmamedic S.A.R.L.	Cooper SA Pharmaceuticals	Greece	0
1301	767258/00	DOSTINEX	0.5mg	2	Tablet	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	0
1302	767259/00	DOSTINEX	0.5mg	8	Tablet	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	0
4404	2435/94	DOXEPIN HCl	10mg	50	Capsule	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
4406	2434/94	DOXEPIN HCl	50mg	50	Capsule	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
7080	24718/79	DOXIPROCT		30g	Ointment	UPO S.A.L.	OM Pharma	Switzerland	0
7081	24717/79	DOXIPROCT PLUS		20g	Ointment	UPO S.A.L.	OM Pharma	Switzerland	0
8157	59315/1	DOXIUM	500mg	60	Capsule	UPO S.A.L.	OM Pharma SA	Switzerland	0
8158	59215/1	DOXIUM	500mg	30	Capsule	UPO S.A.L.	OM Pharma SA	Switzerland	0
7726	187091/13	DOXO-CELL	50mg	1Vial x 25ml	Injectable solution	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany	0
10684	164119/1	DOXORUBICINA TEDEC	50mg/25ml (2mg/ml)	1Flacon x 25ml	Concentrate for solution for infusion	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Spain	0
2479	135397	DOXORUBICINE EBEWE	50mg	1 x 25ml	Vial	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
2480	135398	DOXORUBICINE EBEWE	10mg	1 x 5ml	Vial	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
11172	39521/1	DOXY 100		30	Comprimé pelliculé	Pharmamedic S.A.R.L.	Elerte	France	0
2503	208487	DOXY 50		14	Comprimé pelliculé	Pharmamedic S.A.R.L.	Elerte	France	0
1665		DOXYLAG	100mg	10	Capsule	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland	0
4589	19216	DRAUDEX		20	Tablet, sugar coated	Pharmadex	Pharmadex	Lebanon	0
9818	187185/13	DROMEZON	4mg/5ml	1Vial	Concentrate for solution for infusion	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
8175	97355/12	DRONEL 35	35mg	4	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
11370	80022/1	DUAC ONCE DAILY		30g	Gel	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK	0
9706	24418/1	DUETACT	30mg/2mg	30	Tablet	Abela Frères S.A.L.	Takeda GmbH, Germany, under Licensed from Takeda Pharmaceuticals International AG, Switzerland	Germany	0
9707	24318/1	DUETACT	30mg/4mg	30	Tablet	Abela Frères S.A.L.	Takeda GmbH, Germany, under Licensed from Takeda Pharmaceuticals International AG, Switzerland	Germany	0
9735	141918/1	DULCOLAX	5mg	100	Sugar coated tablet	Mersaco	Delpharm Reims	France	0
9738	141818/1	DULCOLAX	5mg	40	Sugar coated tablet	Mersaco	Delpharm Reims	France	0
11623	41523/1	DULLARMA	140mg	120	Capsule, hard	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
7790	221153/08	DULOXA 30	30mg	30	Capsule, delayed release	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	0
7791	221152/08	DULOXA 60	60mg	30	Capsule, delayed release	Benta Trading Co s.a.l.	Manufactured by Benta SAL Trademark owner Abbott HealthCare Products BV	Lebanon	0
8888	129516/1	DULOXETINE BIOGARAN	60mg	28	Gélule gastrorésistante	Commercial and Trading Ressources SAL (CTR)	Towa Pharmaceutical Europe SL	Spain	0
8889	129416/1	DULOXETINE BIOGARAN	30mg	28	Gélule gastrorésistante	Commercial and Trading Ressources SAL (CTR)	Towa Pharmaceutical Europe SL	Spain	0
4293	67	DULSANA COUGH		100ml	Syrup	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4294	69	DULSANA MILD		100ml	Syrup	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4295	68	DULSANA WITH CODEINE		100ml	Syrup	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
6097	243733/07	DUOLIN RESPULES		20x2.5ml	Respules	Droguerie de l'Union	Cipla Ltd	India	0
9658	104018/1	DUOTRAV		2.5ml	Eye drops solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	0
3168	24740/79	DUPHALAC		300ml		Mersaco	Abbott Biologicals BV	The Netherlands	0
3172	24437/79	DUPHASTON	10mg	20	Tablet, film coated	Mersaco	Abbott Biologicals BV	The Netherlands	0
10255	163219/1	DUPIXENT	300mg	2prefilled syringes	Solution for injection	Mersaco	Sanofi Winthrop Industrie	France	0
10623	145720/1	DUPIXENT	200mg	2prefilled syringes	Solution for injection	Mersaco	Sanofi Winthrop Industrie	France	0
11809	1324/1	DUPIXENT	300mg	2prefilled syringes	Solution for injection	Mersaco	Sanofi Winthrop Industrie	France	0
11810	90923/1	DUPIXENT	200mg	2prefilled syringes	Solution for injection	Mersaco	Sanofi Winthrop Industrie	France	0
5157	24715/07	DURALIS	20mg	4	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
9260	97652/11	DURALIS	20mg	1	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
10354	97651/2011	DURALIS	10mg	4	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
8741	97549/11	DURALIS 5	5mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
5521	218015/09	DUROGESIC	100mcg/h(16.8mg/patch)	5	Transdermal patches	Mersaco	Janssen Pharmaceutica NV	Belgium	0
5661	218013/09	DUROGESIC	50mcg/h (8.4mg/patch)	5	transdermal patches	Mersaco	Janssen Pharmaceutica NV	Belgium	0
5662	218016/09	DUROGESIC	25mcg/h (4.2mg/patch)	5	transdermal patches	Mersaco	Janssen Pharmaceutica NV	Belgium	0
10581	41221/1	DUSPATALIN RETARD	200mg	30	Capsule	Mersaco	Pharmaline SAL Licensed by Abbott Healthcare Products BV, The Netherlands	Lebanon	0
11166	177820/1	DUTAMSUVITAE	0.5mg/0.4mg	30	Capsule, hard	Promopharm S.A.R.L.	SAG Manufacturing SLU	Spain	0
10692	13420/1	DUTASTERIDE ARROW LAB	0.5mg	30	Capsule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
9414	146817/1	DUTASTERIDE BIOGARAN	0.5mg	30	Capsules molles	Commercial and Trading Ressources SAL (CTR)	Catalent France Beinheim SA	France	0
10913	173120/1	DUTASTERIDE/TAMSULOSINE ARROW	0.5mg/0.4mg	30	Géllule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
6881	97235/12	D-VITAL	10,000IU	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
9125	28017/1	D-VITAL	50,000IU	10	Capsule, hard	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
11712	6223/1	DYMISTA	137mcg/50mcg per actuation	120actuations	Nasal spray suspension	Omnipharma	Cipla Ltd	India	0
7315	218188/09	DYNAMOGEN	10ml	20	Drinkable ampoules	Power Pharm S.A.R.L.	Faes Pharma SA	Spain	0
3626	973310/01	DYSPORT	500units	2Vials	Injectable powder	Droguerie de l'Union	Ipsen Biopharm Ltd	UK	0
7646	105914/1	DYSPORT	300units	1Vial	Injectable powder	Droguerie de l'Union	Ipsen Biopharm Ltd	UK	0
4490	2885/94	EAU OXYGENEE 10/120	10V	120ml	Solution	Mephico S.A.L.	Mephico SAL	Lebanon	0
4488	2885/94	EAU OXYGENEE 10/120 Spray	10V	120ml	Solution	Mephico S.A.L.	Mephico SAL	Lebanon	0
4492	2885/94	EAU OXYGENEE 20/120	20V	120ml	Solution	Mephico S.A.L.	Mephico SAL	Lebanon	0
4494	2885/94	EAU OXYGENEE 30/120	30V	120ml	Solution	Mephico S.A.L.	Mephico SAL	Lebanon	0
2492	B0744/92	EAU POUR PREPARATION INJ.		100 x 10ml	Ampoule	Minapharm Halabi	Renaudin 	France	0
274	MPB 2271/94	EAU POUR PREPARATION INJECTABLE PROAMP		50 ampoules x 5ml	Solvant pour preparation parenterale	Droguerie Solupharm SAL	Aguettant	France	0
275	MPD 2271/94	EAU POUR PREPARATION INJECTABLE PROAMP		50 ampoules x 10ml	Solvant pour preparation parenterale	Droguerie Solupharm SAL	Aguettant	France	0
276	MPE 2271/94	EAU POUR PREPARATION INJECTABLE PROAMP		20 ampoules x 20ml	Solvant pour preparation parenterale	Droguerie Solupharm SAL	Aguettant	France	0
2491	A0744/92	EAU POUR PREPARATIONS INJECTABLES RENAUDIN		10Ampoules x 5ml	Sol p preparation inj	Minapharm Halabi	Renaudin 	France	0
484	405464/00	EBASTEL	10mg	20	fct rond without section	Droguerie Phenicia	Industrias Farmaceuticas Almirall, S.A.	Spain	0
10176	90619/1	EBASTINE ARROW 	10mg	30	Comprimés pelliculés	Darapharma S.A.L.	Centre Specialités Pharmaceutiques	France	0
5153	222222/07	EBERELBIN	50mg/5ml	1vial x 5ml		Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
3577	195294/04	EBETAXEL	150mg/25ml	1Vial		Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
11521	20010/1	EBETAXEL	30mg/5ml	1Vial		Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
5596	221983/09	EBETREXAT	5mg	50	Tablet	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany	0
5599	218030/09	EBETREXAT	15mg/1.5ml	1	prefilled syringe	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
9765	147618/1	EBETREXAT	50mg/5ml	Pack of 1Vial	Solution for injection	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
1241	148208/03	EBIXA	10mg	28	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark	0
5801	219287/09	EBIXA	20mg	28	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark	0
10595	175519/1	ECALTA	100mg	1 Vial	Powder for concentrate for solution for infusion	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	0
11694	3223/1	ECOGYN	150mg	6pessaries	Ovule	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Bliss GVS Pharma Limited, India	Lebanon	0
7332	97875/11	ECONAZ	1%	30g	Cream	Pharmadex	Pharmadex	Lebanon	0
10289	110716/1	ECONAZ	150mg	6	Vaginal ovules	Pharmadex	Pharmadex	Lebanon	0
7761	96417/11	ECOREX 150		3	Vaginal Ovule	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan	0
4411	25651	ECOZONE		20g	Cream	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
11163	150820/1	EDARBI	40mg	28	Tablet	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	0
11645	36122/1	EDARBYCLOR	40mg/12.5mg	28	Tablet, film coated	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	0
11700	36022/1	EDARBYCLOR	40mg/25mg	28	Tablet, film coated	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	0
10332	35819/1	EDOLFENE 		5ml	Eye drops solution	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	0
8823	28516/1	EFEXOR XR	75mg	14	Capsule	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	0
8824	28616/1	EFEXOR XR	150mg	14	Capsule	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	0
196	27717	EFFERALGAN	500mg	16	Tablet, effervescent scored	Pacific pharma	UPSA	France	0
9906	1819/1	EFFERALGAN	3%	90ml	Pediatric solution	Pacific pharma	UPSA SAS	France	0
10126	106719/1	EFFERALGAN	1g	8	Tablet, film coated	Pacific pharma	UPSA	France	0
10127	106819/1	EFFERALGAN	1g	8	Tablet, effervescent	Pacific pharma	UPSA	France	0
197	27716	EFFERALGAN CODEINE		16	Tablet, effervescent scored	Pacific pharma	UPSA	France	0
10400	168019/1	EFFERALGAN CODEINE		16	Tablet, film coated	Pacific pharma	UPSA	France	0
8814	111716/1	EFUDIX	5%	20g	Cream	Omnipharma	ICN Polfa Rzeszow SA	Poland	0
4163	208491/97	ELECTROLYE 67		500ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
3559	194793/05	ELICA	0.1%	30g	Cream	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	0
10967	123518/1	ELICA	0.1%	30g	Ointment	The Lebanese Pharmacists SAL	Jamjoum Pharmaceutical Co	Saudi Arabia	0
3526	194792/05	ELICA M		30g	Cream	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	0
5239	24303/06	ELICASAL		30g	Ointment	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	0
7630	186106/13	ELIDEL	1%	15g	Cream	Omnipharma	Meda Manufacturing	France	0
10340	141419/1	ELIQUIS	2.5mg	60	Tablet, film coated	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	0
10341	141519/1	ELIQUIS	5mg	60	Tablet, film coated	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	0
6905	218696/10	ELISONE	0.1%	15g	Skin cream	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	0
10136	85419/1	ELISONE 	0.1%	30g	Skin cream	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	0
8871	167315/1	ELITAN 	10mg/2ml	10 ampoules	Solution for injection	New Allpharma	Medochemie Ltd	Cyprus	0
6255	222481/08	ELIZA 120	120mg	30	Capsule	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
6561	96426/11	ELLAONE	30mg	1	Tablet	UPO S.A.L.	Cenexi 	France	0
9261	148817/1	ELOCOM	0.1%	30ml	Lotion	Abela Frères S.A.L.	Delpharm Montreal Inc 	Canada	0
11021	37222/1	ELONVA	150mcg/0.5ml	1Prefilled syringe + 1needle	Injectable solution	Droguerie de l'Union	Vetter Pharma- Fertigung GmbH & Co KG	Germany	0
11022	37322/1	ELONVA	100mcg/0.5ml	1Prefilled syringe + 1needle	Injectable solution	Droguerie de l'Union	Vetter Pharma- Fertigung GmbH & Co KG	Germany	0
5150	23718/06	ELOXATIN	50mg/10ml	Vial 10ml	Concentrate for solution for infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	0
11004	119/1	ELPIDA	20mg	60	Tablet, film coated	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
11005	219/1	ELPIDA	50mg	60	Tablet, film coated	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
11006	319/1	ELPIDA	70mg	60	Tablet, film coated	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
7327	185925/13	ELTROXIN	100mcg	100	Tablet	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany	0
9922	13419/1	EMGALITY	120mg/ml	1Single dose prefilled pen	Injection	Droguerie de l'Union	Eli Lilly and Company	USA	0
5109	194036	EMIFENAC 50	50mg	20	Tablet, dispersible	Bellapharma S.A.R.L.	Globalpharma Co Llc	United Arab Emirates	0
8485	186456/12	EMITOR	40mg	30	Tablet, film coated	Bellapharma S.A.R.L.	Globalpharma Co Llc	United Arab Emirates	0
8486	186455/12	EMITOR	20mg	30	Tablet, film coated	Bellapharma S.A.R.L.	Globalpharma Co Llc	United Arab Emirates	0
9856	16819/1	EMLA	5%	5 x 5g	Cream	Abela Frères S.A.L.	Recipharm Karlskoga AB	Sweden	0
11812	37624/1	EMPAGLINE	10mg/5mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
11813	37524/1	EMPAGLINE	25mg/5mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10781	145420/1	EMPAZA	10mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10782	145520/1	EMPAZA	25mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10991	20922/1	EMPAZIMET	12.5mg/1000mg	60	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
