DrugId,UnitQuantity1,UnitType1,UnitQuantity2,UnitType2,PackageQuantity1,PackageType1,PackageQuantity2,PackageType2,PackageQuantity3,PackageType3,Description
5427,30,Pill,,,,,,,,,30 Pills
5819,20,Pill,,,,,,,,,20 Pills
7280,15,ml,,,5,Ampule,,,,,5 Ampules of 3 ml each
7597,,,,,,,,,,,
7598,,,,,,,,,,,
7599,,,,,,,,,,,
7600,,,,,,,,,,,
7601,,,,,,,,,,,
3092,30,Pill,,,,,,,,,30 Pills
5018,12,ml,,,12,Ampule,,,,,12 Ampules of 1 ml each
6131,10,ml,,,5,Ampule,,,,,5 Ampules of 2 ml each
7602,,,,,,,,,,,
2163,20,Pill,,,,,,,,,20 Pills
2208,10,Pill,,,,,,,,,10 Pills
6138,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
2170,15,Pill,,,,,,,,,15 Pills
3852,60,Pill,,,,,,,,,60 Pills
2791,100,ml,,,10,Ampule,,,,,10 Ampules of 10 ml each
4794,50,ml,,,5,Ampule,,,,,5 Ampules of 10 ml each
6065,1000,ml,,,100,Ampule,,,,,100 Ampules of 10 ml each
2364,60,Pill,,,,,,,,,60 Pills
4637,60,Pill,,,,,,,,,60 Pills
7345,60,Pill,,,,,,,,,60 Pills
2285,100,Pill,,,,,,,,,100 Pills
2286,100,g,,,,,,,,,100 g
2365,60,Pill,,,,,,,,,60 Pills
3163,60,Pill,,,,,,,,,60 Pills
3598,60,Pill,,,,,,,,,60 Pills
4599,60,Pill,,,,,,,,,60 Pills
4601,60,Pill,,,,,,,,,60 Pills
5227,60,Pill,,,,,,,,,60 Pills
5854,30,Pill,,,,,,,,,30 Pills
2599,60,Pill,,,,,,,,,60 Pills
3895,180,g,,,60,Packet,60,Sachet,,,60 packets or sachets of 3 g each
5236,50,Pill,,,,,,,,,50 Pills
5821,60,Pill,,,,,,,,,60 Pills
7603,,,,,,,,,,,
3287,100,ml,,,10,Ampule,,,,,10 Ampules of 10 ml each
5323,200,ml,,,20,Ampule,,,,,20 ampules of 10 ml each
4512,200,ml,,,20,Ampule,,,,,20 ampules of 10 ml each
6248,,,,,1,vial,,,,,1 Vial
6641,,,,,1,vial,,,,,1 Vial
7604,,,,,,,,,,,
5126,,,,,1,vial,,,,,1 Vial
5706,100,Pill,,,,,,,,,100 Pills
3068,20,Pill,,,,,,,,,20 Pills
2448,50,ml,,,10,vial,,,,,10 vials of 5 ml each
6440,50,ml,,,10,vial,,,,,10 vials of 5 ml each
2274,0.8,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.4 ml each
2275,1.6,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.8 ml each
2276,1.2,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.6 ml each
2277,0.4,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.2 ml each
6458,0.4,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.2 ml each
6459,0.8,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.4 ml each
6460,1.2,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.6 ml each
6461,1.6,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.8 ml each
7189,4,ml,,,10,Pre-filled syringe,,,,,10 Prefilled syringes of 0.4 ml each
7605,,,,,,,,,,,
7606,,,,,,,,,,,
7607,,,,,,,,,,,
7608,,,,,,,,,,,
7609,,,,,,,,,,,
7610,,,,,,,,,,,
7611,,,,,,,,,,,
7612,,,,,,,,,,,
7613,,,,,,,,,,,
7614,,,,,,,,,,,
7615,,,,,,,,,,,
7616,,,,,,,,,,,
7617,,,,,,,,,,,
7618,,,,,,,,,,,
7619,,,,,,,,,,,
7620,,,,,,,,,,,
7621,,,,,,,,,,,
7622,,,,,,,,,,,
7623,,,,,,,,,,,
1980,50,Pill,,,,,,,,,50 Pills
6513,50,Pill,,,,,,,,,50 Pills
4105,0.4,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.2 ml each
4106,0.4,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.2 ml each
4236,0.4,ml,,,2,Pre-filled syringe,,,,,2 Prefilled syringes of 0.2 ml each
4237,,,,,2,Pre-filled syringe,,,,,2 Pre-Filled Syringes
3519,28,Pill,,,,,,,,,28 Pills
3647,30,Pill,,,,,,,,,30 Pills
3754,30,Pill,,,,,,,,,30 Pills
3864,10,Pill,,,,,,,,,10 Pills
3894,30,Pill,,,,,,,,,30 Pills
4055,28,Pill,,,,,,,,,28 Pills
4279,28,Pill,,,,,,,,,28 Pills
4490,28,Pill,,,,,,,,,28 Pills
4843,28,Pill,,,,,,,,,28 Pills
5644,30,Pill,,,,,,,,,30 Pills
6483,30,Pill,,,,,,,,,30 Pills
7205,30,Pill,,,,,,,,,30 Pills
7321,30,Pill,,,,,,,,,30 Pills
7431,28,Pill,,,,,,,,,28 Pills
7624,,,,,,,,,,,
7625,,,,,,,,,,,
7626,,,,,,,,,,,
12247,,,,,,,,,,,
3171,100,Pill,,,,,,,,,100 Pills
3176,30,Pill,,,,,,,,,30 Pills
4320,20,Pill,,,,,,,,,20 Pills
5216,56,Pill,,,,,,,,,56 Pills
5292,120,Pill,,,,,,,,,120 Pills
6027,30,Pill,,,,,,,,,30 Pills
6829,100,Pill,,,,,,,,,100 Pills
7010,30,Pill,,,,,,,,,30 Pills
7078,30,Pill,,,,,,,,,30 Pills
3518,50,ml,,,1,vial,,,,,1 vial of 50 ml
5004,50,ml,,,1,vial,,,,,1 vial of 50 ml
4039,56,Pill,,,,,,,,,56 Pills
7235,60,Pill,,,,,,,,,60 Pills
7236,60,Pill,,,,,,,,,60 Pills
7627,,,,,,,,,,,
7628,,,,,,,,,,,
6867,60,Pill,,,,,,,,,60 Pills
6868,60,Pill,,,,,,,,,60 Pills
6869,60,Pill,,,,,,,,,60 Pills
6870,60,Pill,,,,,,,,,60 Pills
6871,60,Pill,,,,,,,,,60 Pills
6872,60,Pill,,,,,,,,,60 Pills
6873,60,Pill,,,,,,,,,60 Pills
6874,140,Pill,,,,,,,,,140 Pills
7116,60,Pill,,,,,,,,,60 Pills
2360,100,ml,,,2,vial,,,,,2 vials of 50 ml each
2356,10,ml,,,1,vial,1,pre-filled syringe,,,1 vial and 1 pre-filled syringe of 10 ml
3442,60,Pill,,,,,,,,,60 Pills
3443,30,Pill,,,,,,,,,30 Pills
3444,60,Pill,,,,,,,,,60 Pills
3445,30,Pill,,,,,,,,,30 Pills
4040,60,Pill,,,,,,,,,60 Pills
7629,,,,,,,,,,,
7630,,,,,,,,,,,
7631,,,,,,,,,,,
3545,10,Pill,,,,,,,,,10 Pills
4188,28,Pill,,,,,,,,,28 Pills
4189,28,Pill,,,,,,,,,28 Pills
4877,56,Pill,,,,,,,,,56 Pills
6826,30,Pill,,,,,,,,,30 Pills
6827,30,Pill,,,,,,,,,30 Pills
6828,10,Pill,,,,,,,,,10 Pills
6876,30,Pill,,,,,,,,,30 Pills
6877,30,Pill,,,,,,,,,30 Pills
6878,10,Pill,,,,,,,,,10 Pills
7013,30,Pill,,,,,,,,,30 Pills
7014,30,Pill,,,,,,,,,30 Pills
7015,10,Pill,,,,,,,,,10 Pills
7016,60,Pill,,,,,,,,,60 Pills
7632,,,,,,,,,,,
7633,,,,,,,,,,,
7634,,,,,,,,,,,
7635,,,,,,,,,,,
7636,,,,,,,,,,,
7637,,,,,,,,,,,
7638,,,,,,,,,,,
6810,60,Pill,,,,,,,,,60 Pills
6811,60,Pill,,,,,,,,,60 Pills
7011,60,Pill,,,,,,,,,60 Pills
7012,60,Pill,,,,,,,,,60 Pills
7639,,,,,,,,,,,
7640,,,,,,,,,,,
5523,5,ml,,,10,Pre-filled syringe,,,,,10 prefilled syringes of 0.5 ml each
5930,5,ml,,,10,Pre-filled syringe,,,,,10 prefilled syringes of 0.5 ml each
7495,25,ml,,,5,Ampule,,,,,5 ampules of 5 ml each
2565,10,ml,,,10,Ampule,,,,,10 Ampules of 1 ml each
6362,1,ml,,,5,Ampule,,,,,5 ampules of 0.2 ml each
6879,,,,,1,vial,,,,,1 Vial
6952,,,,,1,Bottle,,,,,1 bottle of powder with 1 bottle of solvent
7641,,,,,,,,,,,
6051,10,ml,,,,,,,,,10 ml
6052,4,ml,,,,,,,,,4 ml
6053,2,ml,,,,,,,,,2 ml
4435,,,,,1,Non stated,,,,,Non Stated
2557,5,ml,,,1,vial,,,,,1 Vial of 5 ml
2558,10,ml,,,1,vial,,,,,1 Vial of 10 ml
2559,10,ml,,,1,vial,,,,,1 Vial of 10 ml
4944,,,,,1,vial,,,,,1 Vial
5329,,,,,1,pre-filled syringe,1,pre-filled syringe,,,"1powder vial, 1prefilled syringe, 1butterfly needle, 2alcohol swabs, 1vial adapter"
5538,,,,,1,vial,1,pre-filled syringe,,,1 vial and 1 prefilled syringe
5638,2.5,ml,,,1,vial,,,,,1 Vial of 2.5 ml
5639,5,ml,,,1,vial,,,,,1 Vial of 5 ml
5640,10,ml,,,1,vial,,,,,1 Vial of 10 ml
6278,,,,,1,vial,1,Non stated,,,1 vial and 1 solvant
6834,10,ml,,,1,vial,1,vial,1,applicator,1 vial with a vial of solvent and a bax ject II device
6835,20,ml,,,1,vial,1,vial,1,applicator,1 vial with a vial of solvent and a bax ject II device
7358,,,,,1,vial,1,pre-filled syringe,,,"1 vial, 1 prefilled syringe, 1 plunger rod and 1 vial adapter"
7359,,,,,2,vial,1,pre-filled syringe,,,"2 vial, 1 prefilled syringe, 1 plunger rod and 1 vial adapter"
4053,5,ml,,,1,vial,1,vial,,,1 vial with a vial of water
4290,,,,,1,vial,1,vial,,,1 vial with a vial of water
6755,,,,,1,vial,1,pre-filled syringe,,,"1 vial, 1 prefilled syringe"
6756,,,,,1,vial,1,pre-filled syringe,,,"1 vial, 1 prefilled syringe"
6757,,,,,1,vial,1,pre-filled syringe,,,"1 vial, 1 prefilled syringe"
6778,,,,,1,vial,1,pre-filled syringe,1,kit,"1 vial, 1 prefilled syringe and 1 kit"
5147,,,,,1,vial,1,vial,,,1 vial and 1 vial of solvent
5635,5,ml,,,1,vial,,,,,1 Vial of 5 ml
5636,15,ml,,,1,vial,,,,,1 Vial of 15 ml
5637,10,ml,,,1,vial,,,,,1 Vial of 10 ml
3541,,,,,1,vial,1,pre-filled syringe,,,1 vial and 1 prefilled syringe
3542,,,,,1,vial,1,pre-filled syringe,,,1 vial and 1 prefilled syringe
3543,,,,,1,vial,1,pre-filled syringe,,,1 vial and 1 prefilled syringe
6277,,,,,1,vial,1,vial,,,1 vial and 1 vial of solvent
6577,,,,,1,vial,1,vial,,,1 vial and 1 vial of solvent
2138,8,ml,,,1,Ampule,,,,,1 Ampule of 8 ml
6323,20,Pill,,,,,,,,,20 Pills
4658,,,,,1,vial,,,,,1 Vial
7642,,,,,,,,,,,
7643,,,,,,,,,,,
6413,0.4,ml,,,1,vial,,,,,1 Vial of 0.4 ml
6414,1,ml,,,1,vial,,,,,1 Vial of 1 ml
6415,1,ml,,,1,vial,,,,,1 Vial of 1 ml
6416,0.7,ml,,,1,vial,,,,,1 Vial of 0.7 ml
3458,100,ml,,,,,,,,,100 ml
6028,60,Pill,,,,,,,,,60 Pills
7644,,,,,,,,,,,
3432,50,ml,,,,,,,,,50 ml
4241,100,ml,,,,,,,,,100 ml
4161,30,ml,,,,,,,,,30 ml
3284,150,ml,,,10,Bottle,,,,,10 bottles of 15 ml each
3381,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
3877,10,ml,,,1,vial,,,,,1 Vial of 10 ml
4330,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
4941,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
5441,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
5442,25,ml,,,5,Ampule,,,,,5 Ampules of 5 ml each
6664,25,ml,,,5,vial,,,,,5 vials of 5 ml each
3321,30,Pill,,,,,,,,,30 Pills
5391,30,Pill,,,,,,,,,30 Pills
5769,30,Pill,,,,,,,,,30 Pills
2320,30,Pill,,,,,,,,,30 Pills
4124,60,Pill,,,,,,,,,60 Pills
5770,150,ml,,,,,,,,,150 ml
5771,30,ml,,,,,,,,,30 ml
8314,,,,,,,,,,,
8315,,,,,,,,,,,
2664,200,ml,,,,Ampule,,,,,20 ampules of 10 ml each
2316,30,Pill,,,,,,,,,30 Pills
7085,5,ml,,,5,Ampule,,,,,5 ampules of 1 ml each
7390,5,ml,,,5,Ampule,,,,,5 ampules of 1 ml each
4211,8,ml,,,8,Ampule,,,,,8 ampules of 1 ml each
6074,2,ml,,,2,Ampule,,,,,2 ampules of 1 ml each
3014,50,Pill,,,,,,,,,50 Pills
4125,60,Pill,,,,,,,,,60 Pills
5042,50,Pill,,,,,,,,,50 Pills
2093,2,ml,,,1,ampule,1,ampule,,,1 ampule and 1 ampule of solvent
2094,1,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of solvent
2178,10,ml,,,10,vial,,,,,10 vials of 1 ml each
2179,10,ml,,,10,vial,,,,,10 vials of 1 ml each
3858,50,ml,,,25,ampule,25,ampule,,,25 ampules and 25 ampules of solvent
3957,6,ml,,,6,Pre-filled syringe,,,,,6 prefilled syringes of 1 ml each
3958,6,ml,,,6,Pre-filled syringe,,,,,6 prefilled syringes of 1 ml each
3959,6,ml,,,6,Pre-filled syringe,,,,,6 prefilled syringes of 1 ml each
3998,,,,,1,Non stated,,,,,Non Stated
4198,1,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 1 ml each
6344,,,,,1,vial,,,,,1 Vial
6934,2.4,ml,,,6,Pre-filled syringe,,,,,6 prefilled syringes of 0.4 ml each
6935,6,ml,,,6,Pre-filled syringe,,,,,6 prefilled syringes of 1 ml each
6936,1,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 1 ml each
7226,,,,,5,vial,,,,,5 Vials
7227,,,,,1,vial,,,,,1 Vial
7383,,,,,1,vial,1,ampule,,,1 vial and 1 ampule of solvent
7384,,,,,1,vial,1,ampule,,,1 vial and 1 ampule of solvent
7645,,,,,,,,,,,
7646,,,,,,,,,,,
7647,,,,,,,,,,,
7648,,,,,,,,,,,
7649,,,,,,,,,,,
7650,,,,,,,,,,,
7651,,,,,,,,,,,
4444,1000,ml,,,1,Bag,,,,,1000ml PVC Bags 2 entries
4445,1000,ml,,,1,Bag,,,,,1000ml PVC Bags 2 entries
5949,250,ml,,,1,Bag,,,,,250ml PVC Bags 2 entries
7652,,,,,,,,,,,
7653,,,,,,,,,,,
2552,50,ml,,,1,Non stated,,,,,1 Non stated of 50 ml
2594,100,ml,,,,,,,,,100 ml
2596,50,ml,,,,,,,,,50 ml
2636,50,ml,,,1,vial,,,,,1 Vial of 50 ml
2770,50,ml,,,1,vial,,,,,1 Vial of 50 ml
3556,50,ml,,,1,vial,,,,,1 Vial of 50 ml
5231,50,ml,,,1,vial,,,,,1 Vial of 50 ml
5641,50,ml,,,,,,,,,50 ml
6136,50,ml,,,,,,,,,50 ml
6295,5000,ml,,,10,Non stated,,,,,"10 non stated, of 500 ml each"
2459,500,ml,,,,,,,,,500 ml
2417,500,ml,,,,,,,,,500 ml
4214,100,ml,,,1,Non stated,,,,,1 Non stated of 100 ml
5217,500,ml,,,,,,,,,500 ml
4213,250,ml,,,,,,,,,250 ml
7654,,,,,,,,,,,
4392,2000,ml,,,,,,,,,in 3 compartments (400 ml + 800 ml + 800 ml)
4398,1500,ml,,,,,,,,,in 3 compartments (300 ml + 600 ml + 600 ml)
5001,1477,ml,,,,,,,,,1477 ml
5002,1448,ml,,,,,,,,,1448 ml
2825,250,ml,,,,,,,,,250 ml
2826,500,ml,,,1,Bag,,,,,Viaflex bag
2827,1000,ml,,,1,Bag,,,,,Viaflex bag
2833,250,ml,,,,,,,,,250 ml
2834,500,ml,,,1,Bag,,,,,Viaflex bag
2835,1000,ml,,,1,Bag,,,,,Viaflex bag
3228,1000,ml,,,,,,,,,1000 ml
3229,500,ml,,,,,,,,,500 ml
3230,250,ml,,,,,,,,,250 ml
3238,1000,ml,,,,,,,,,1000 ml
3239,500,ml,,,,,,,,,500 ml
3240,250,ml,,,,,,,,,250 ml
5947,1000,ml,,,1,Bag,,,,,Non PVC bag
5948,500,ml,,,1,Bag,,,,,Non PVC bag
6118,500,ml,,,,,,,,,500 ml
6119,1000,ml,,,,,,,,,1000 ml
6122,1000,ml,,,1,Bag,,,,,Viaflex bag
6236,1000,ml,,,1,Bag,,,,,Non PVC bag
6237,1000,ml,,,1,Bag,,,,,Viaflex bag
6299,1000,ml,,,,,,,,,1000 ml
6408,500,ml,,,1,Bag,,,,,Viaflex bag
6503,500,ml,,,,,,,,,500 ml
6618,1000,ml,,,,,,,,,1000 ml
6619,1000,ml,,,,,,,,,1000 ml
2810,1000,ml,,,,,,,,,1000 ml
2811,250,ml,,,1,Bag,,,,,Viaflex bag
2812,500,ml,,,1,Bag,,,,,Viaflex bag
2813,1000,ml,,,1,Bag,,,,,Viaflex bag
2814,1000,ml,,,1,Bag,,,,,Viaflex bag
2815,500,ml,,,1,Bag,,,,,Viaflex bag
2816,500,ml,,,1,Bag,,,,,Viaflex bag
2817,250,ml,,,1,Bag,,,,,Viaflex bag
2818,500,ml,,,1,Bag,,,,,Viaflex bag
2819,1000,ml,,,1,Bag,,,,,Viaflex bag
2820,1000,ml,,,1,Bag,,,,,Viaflex bag
2821,500,ml,,,1,Bag,,,,,Viaflex bag
2822,1000,ml,,,1,Bag,,,,,Viaflex bag
2823,500,ml,,,,,,,,,500 ml
2824,500,ml,,,,,,,,,500 ml
2828,500,ml,,,,,,,,,500 ml
3217,1000,ml,,,,,,,,,1000 ml
3218,500,ml,,,,,,,,,500 ml
3219,250,ml,,,,,,,,,250 ml
3220,1000,ml,,,,,,,,,1000 ml
3221,500,ml,,,,,,,,,500 ml
3222,250,ml,,,,,,,,,250 ml
3223,1000,ml,,,,,,,,,1000 ml
3224,500,ml,,,,,,,,,500 ml
3225,250,ml,,,,,,,,,250 ml
3226,500,ml,,,1,Bag,,,,,PVC flexible container
3227,500,ml,,,,,,,,,500 ml
3231,500,ml,,,1,Bag,,,,,PVC flexible container
3232,500,ml,,,1,Bag,,,,,PVC flexible container
5941,500,ml,,,1,Bag,,,,,Viaflex bag
5942,1000,ml,,,1,Bag,,,,,Viaflex bag
5943,500,ml,,,1,Bag,,,,,Non PVC bag
5944,1000,ml,,,1,Bag,,,,,Non PVC bag
6030,1000,ml,,,,,,,,,1000 ml
6031,500,ml,,,,,,,,,500 ml
6099,1000,ml,,,,,,,,,1000 ml
6100,500,ml,,,,,,,,,500 ml
6232,500,ml,,,1,Bag,,,,,Viaflex bag
6233,500,ml,,,1,Bag,,,,,Non PVC bag
6234,1000,ml,,,1,Bag,,,,,Non PVC bag
6235,1000,ml,,,1,Bag,,,,,Viaflex bag
6570,1000,ml,,,,,,,,,1000 ml
6571,1000,ml,,,1,Bag,,,,,Non PVC bag
6572,500,ml,,,,,,,,,500 ml
6620,500,ml,,,1,Bag,,,,,Non PVC bag
7072,1000,ml,,,,,,,,,1000 ml
7073,1000,ml,,,,,,,,,1000 ml
7074,1000,ml,,,,,,,,,1000 ml
7655,,,,,,,,,,,
7656,,,,,,,,,,,
7657,,,,,,,,,,,
7658,,,,,,,,,,,
2831,250,ml,,,1,Bag,,,,,Viaflex bag
2832,500,ml,,,1,Bag,,,,,Viaflex bag
2836,250,ml,,,1,Bag,,,,,Viaflex bag
2837,500,ml,,,1,Bag,,,,,Viaflex bag
3234,500,ml,,,,,,,,,500 ml
3235,250,ml,,,,,,,,,250 ml
3236,500,ml,,,,,,,,,500 ml
3237,250,ml,,,,,,,,,250 ml
6092,500,ml,,,1,Bag,,,,,Viaflex bag
6121,500,ml,,,1,Bag,,,,,PVC bags
6300,500,ml,,,1,Bag,,,,,Non PVC bag
6394,500,ml,,,,,,,,,500 ml
7385,500,ml,,,,,,,,,500 ml
7659,,,,,,,,,,,
2443,1000,ml,,,20,ampule,,,,,20 ampules of 50 ml each
2444,1000,ml,,,50,ampule,,,,,50 ampules of 20 ml each
2797,200,ml,,,10,ampule,,,,,10 ampules of 20 ml each
2798,200,ml,,,10,Non stated,,,,,"10 Non stated, of 20 ml each"
2799,500,ml,,,1,Bag,,,,,Viaflex bag
2800,500,ml,,,1,Bag,,,,,Viaflex bag
2801,500,ml,,,1,Bag,,,,,Viaflex bag
2802,250,ml,,,1,Bag,,,,,Viaflex bag
2803,500,ml,,,1,Bag,,,,,Viaflex bag
2804,1000,ml,,,1,Bag,,,,,Viaflex bag
2805,50,ml,,,1,Bag,,,,,Viaflex bag
2806,100,ml,,,1,Bag,,,,,Viaflex bag
2807,250,ml,,,1,Bag,,,,,Viaflex bag
2808,500,ml,,,1,Bag,,,,,Viaflex bag
2809,1000,ml,,,1,Bag,,,,,Viaflex bag
3210,500,ml,,,,,,,,,500 ml
3211,250,ml,,,,,,,,,250 ml
3212,1000,ml,,,,,,,,,1000 ml
3213,500,ml,,,,,,,,,500 ml
3214,250,ml,,,,,,,,,250 ml
3215,500,ml,,,,,,,,,500 ml
3216,250,ml,,,,,,,,,250 ml
3233,1000,ml,,,,,,,,,1000 ml
3244,500,ml,,,,,,,,,500 ml
3251,250,ml,,,,,,,,,250 ml
3257,100,ml,,,,,,,,,100 ml
3258,50,ml,,,,,,,,,50 ml
3259,1000,ml,,,,,,,,,1000 ml
3372,500,ml,,,,,,,,,500 ml
5950,100,ml,,,1,Bag,,,,,Viaflex bag
6095,100,ml,,,1,Bag,,,,,Non PVC bag
6096,50,ml,,,1,Bag,,,,,Non PVC bag
6120,500,ml,,,1,Bag,,,,,Non PVC bag
6230,1000,ml,,,1,Bag,,,,,Non PVC bag
6287,50,ml,,,1,Bag,,,,,Viaflex bag
6288,250,ml,,,1,Bag,,,,,Non PVC bag
6305,100,ml,,,1,Bag,,,,,Viaflex bag
6306,250,ml,,,1,Bag,,,,,Viaflex bag
6307,500,ml,,,1,Bag,,,,,Viaflex bag
6308,1000,ml,,,1,Bag,,,,,Viaflex bag
6463,100,ml,,,1,Bag,,,,,Non PVC bag
6464,50,ml,,,,,,,,,50 ml
6465,50,ml,,,1,Bag,,,,,Non PVC bag
6466,500,ml,,,,,,,,,500 ml
6467,100,ml,,,,,,,,,100 ml
6468,500,ml,,,1,Bag,,,,,Non PVC bag
6504,1000,ml,,,1,Bag,,,,,Non PVC bag
6505,1000,ml,,,,,,,,,1000 ml
7027,100,ml,,,,,,,,,100 ml
7028,250,ml,,,,,,,,,250 ml
7029,500,ml,,,,,,,,,500 ml
7030,1000,ml,,,,,,,,,1000 ml
7075,1000,ml,,,,,,,,,1000 ml
7076,250,ml,,,,,,,,,250 ml
7077,500,ml,,,,,,,,,500 ml
7660,,,,,,,,,,,
7661,,,,,,,,,,,
7662,,,,,,,,,,,
7663,,,,,,,,,,,
7664,,,,,,,,,,,
7665,,,,,,,,,,,
7666,,,,,,,,,,,
7667,,,,,,,,,,,
7668,,,,,,,,,,,
7669,,,,,,,,,,,
2838,3000,ml,,,,,,,,,3000 ml
2839,3000,ml,,,,,,,,,3000 ml
3362,2,ml,,,,,,,,,"2,000 ml"
3363,5,ml,,,,,,,,,"5,000 ml"
3364,2,ml,,,,,,,,,"2,000 ml"
3365,5,ml,,,,,,,,,"5,000 ml"
3366,2,ml,,,,,,,,,"2,000 ml"
3367,2,ml,,,,,,,,,"2,000 ml"
2632,2,ml,,,,,,,,,"2,000 ml"
2633,2,ml,,,,,,,,,"2,000 ml"
6372,2,ml,,,,,,,,,"2,000 ml"
6374,5,ml,,,,,,,,,"5,000 ml"
6375,5,ml,,,,,,,,,"5,000 ml"
6376,2,ml,,,,,,,,,"2,000 ml"
6378,5,ml,,,,,,,,,"5,000 ml"
6380,2,ml,,,,,,,,,"2,000 ml"
4145,100,ml,,,10,vial,,,,,10 vials of 10 ml each
1958,500,ml,,,50,ampule,,,,,50 ampules of 10 ml each
2380,100,ml,,,10,Non stated,,,,,"10 Non stated, of 10 ml each"
2381,100,ml,,,10,ampule,,,,,10 Ampules of 10 ml each
2840,1000,ml,,,100,Non stated,,,,,"100 Non stated, of 10 ml each"
2841,200,ml,,,10,Non stated,,,,,"10 Non stated, of 20 ml each"
2842,1000,ml,,,100,Non stated,,,,,"100 Non stated, of 10 ml each"
2843,1000,ml,,,100,Non stated,,,,,"100 Non stated, of 10 ml each"
2844,,,,,,,,,,,
2845,,,,,,,,,,,
2846,,,,,,,,,,,
2847,,,,,,,,,,,
1959,500,ml,,,50,ampule,,,,,50 ampules of 10 ml each
1960,400,ml,,,20,ampule,,,,,20 ampules of 20 ml each
2383,1000,ml,,,100,ampule,,,,,100 Ampules of 10 ml each
2848,,,,,,,,,,,
2849,,,,,,,,,,,
2850,,,,,,,,,,,
2851,,,,,,,,,,,
2852,,,,,,,,,,,
2853,,,,,,,,,,,
2854,,,,,,,,,,,
2855,,,,,,,,,,,
2857,,,,,,,,,,,
2858,,,,,,,,,,,
2859,500,ml,,,1,Bag,,,,,Viaflex bag
2860,1000,ml,,,1,Bag,,,,,Viaflex bag
2861,250,ml,,,1,Bag,,,,,Viaflex bag
2862,500,ml,,,1,Bag,,,,,Viaflex bag
2863,1000,ml,,,1,Bag,,,,,Viaflex bag
3241,1000,ml,,,,,,,,,1000 ml
3242,500,ml,,,,,,,,,500 ml
3243,250,ml,,,,,,,,,250 ml
3245,1000,ml,,,,,,,,,1000 ml
3246,500,ml,,,,,,,,,500 ml
3247,250,ml,,,,,,,,,250 ml
3248,100,ml,,,,,,,,,100 ml
3249,50,ml,,,,,,,,,50 ml
3263,2000,ml,,,100,Non stated,,,,,"100 non stated, of 20 ml each"
5796,1000,ml,,,1,Bag,,,,,Viaflex bag
5797,500,ml,,,1,Bag,,,,,Viaflex bag
5945,500,ml,,,1,Bag,,,,,Non PVC bag
5946,1000,ml,,,1,Bag,,,,,Non PVC bag
5951,500,ml,,,1,Bottle,,,,,Bottle of 500 ml
6093,100,ml,,,1,Bag,,,,,Non PVC bag
6094,50,ml,,,1,Bag,,,,,Non PVC bag
6097,1000,ml,,,,,,,,,1000 ml
6098,500,ml,,,,,,,,,500 ml
6101,1000,ml,,,,,,,,,1000 ml
6102,500,ml,,,,,,,,,500 ml
6231,250,ml,,,1,Bag,,,,,Non PVC bag
6289,1000,ml,,,1,Bag,,,,,Non PVC bag
6290,500,ml,,,1,Bag,,,,,Non PVC bag
6301,250,ml,,,,,,,,,250 ml
6302,250,ml,,,1,Bag,,,,,Non PVC bag
6303,100,ml,,,,,,,,,100 ml
6304,100,ml,,,1,Bag,,,,,Non PVC bag
6392,50,ml,,,,,,,,,50 ml
6393,50,ml,,,1,Bag,,,,,Non PVC bag
6403,100,ml,,,1,Bag,,,,,Viaflex bag
6404,500,ml,,,1,Bag,,,,,Viaflex bag
6405,1000,ml,,,1,Bag,,,,,Viaflex bag
6406,50,ml,,,1,Bag,,,,,Viaflex bag
6407,250,ml,,,1,Bag,,,,,Viaflex bag
7031,100,ml,,,,,,,,,100 ml
7032,500,ml,,,,,,,,,500 ml
7033,1000,ml,,,,,,,,,1000 ml
7034,3000,ml,,,,,,,,,3000 ml
7035,1000,ml,,,,,,,,,1000 ml
7036,250,ml,,,,,,,,,250 ml
7670,,,,,,,,,,,
7671,,,,,,,,,,,
7672,,,,,,,,,,,
7673,,,,,,,,,,,
7674,,,,,,,,,,,
7675,,,,,,,,,,,
7676,,,,,,,,,,,
7677,,,,,,,,,,,
2478,100,ml,,,10,ampule,,,,,10 Ampules of 10 ml each
2600,500,ml,,,50,ampule,,,,,50 ampules of 10 ml each
